,0,1,2,3,4
RP11-34P13.7,0,0.000586166471277843,0,0,0
FO538757.2,0.00801508722300802,0.0105509964830012,0.00507292327203551,0.013077593722755,0.00701754385964912
AP006222.2,0.0179160773220179,0.00937866354044549,0.0183893468611287,0.020052310374891,0.012280701754386
RP4-669L17.10,0.000471475719000471,0,0.000634115409004439,0,0
RP5-857K21.4,0,0,0.000634115409004439,0,0
RP11-206L10.9,0.00141442715700141,0.00117233294255569,0.000634115409004439,0.002615518744551,0.00175438596491228
LINC00115,0.000471475719000471,0,0,0,0
FAM41C,0.00848656294200849,0.00527549824150059,0.0082435003170577,0.012205754141238,0.00701754385964912
SAMD11,0,0.000586166471277843,0.00126823081800888,0,0
NOC2L,0.0174446016030174,0.011137162954279,0.0152187698161065,0.016564952048823,0.012280701754386
KLHL17,0.00188590287600189,0.00117233294255569,0.000634115409004439,0.000871839581517001,0
HES4,0,0,0,0.003487358326068,0.00175438596491228
ISG15,0.0108439415370108,0.00293083235638921,0.0082435003170577,0.027027027027027,0.0210526315789474
AGRN,0.0108439415370108,0.00996483001172333,0.0082435003170577,0.033129904097646,0.0087719298245614
C1orf159,0,0.00175849941383353,0,0.001743679163034,0
TNFRSF4,0,0.000586166471277843,0,0,0
SDF4,0.0796793965110797,0.0914419695193435,0.0481927710843374,0.040976460331299,0.0719298245614035
B3GALT6,0.0136727958510137,0.00996483001172333,0.00507292327203551,0.00610287707061901,0.00175438596491228
FAM132A,0.0400754361150401,0.0252051582649472,0.0412175015852885,0.036617262423714,0.0350877192982456
UBE2J2,0.0377180575200377,0.0345838218053927,0.0380469245402663,0.0610287707061901,0.0526315789473684
SCNN1D,0.00141442715700141,0.00117233294255569,0.000634115409004439,0,0.00350877192982456
ACAP3,0.00707213578500707,0.00468933177022274,0.00570703868103995,0.00697471665213601,0.00526315789473684
PUSL1,0.0066006600660066,0.00527549824150059,0.00443880786303107,0.01743679163034,0.00526315789473684
CPSF3L,0.0212164073550212,0.0181711606096131,0.0317057704502219,0.034001743679163,0.0263157894736842
CPTP,0.00942951438000943,0.0082063305978898,0.00570703868103995,0.011333914559721,0.012280701754386
DVL1,0.0132013201320132,0.0082063305978898,0.0114140773620799,0.020924149956408,0.00701754385964912
MXRA8,0.00141442715700141,0.00175849941383353,0.00126823081800888,0.004359197907585,0.00175438596491228
AURKAIP1,0.45968882602546,0.331770222743259,0.61001902346227,0.610287707061901,0.521052631578947
CCNL2,0.0122583686940123,0.0181711606096131,0.0164870006341154,0.013077593722755,0.0175438596491228
MRPL20,0.28995756718529,0.22274325908558,0.353202282815472,0.408020924149956,0.315789473684211
ANKRD65,0.000471475719000471,0,0,0.000871839581517001,0
