cluster,gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
0,GPX3,8.16008020717141e-117,0.353495928526846,0.997,0.977,1.30381761550185e-112
0,FABP1,7.11300077638003e-107,0.397271543200405,0.914,0.697,1.13651526405e-102
0,GSTA1,1.64150941959402e-96,0.39215574821018,0.946,0.821,2.62280375062733e-92
0,APOE,9.18327789217045e-76,0.252488849741847,0.996,0.966,1.46730414161099e-71
0,HPD,2.64263232279597e-74,0.339494374649485,0.882,0.727,4.2223979253634e-70
0,SLC22A8,2.09926384963528e-71,0.334841066940901,0.776,0.575,3.35420377894725e-67
0,PRODH2,1.67914548791868e-62,0.33888464018977,0.785,0.625,2.68293866059646e-58
0,PAH,8.72786221082606e-59,0.30131985826624,0.841,0.676,1.39453782404579e-54
0,GSTA2,6.82736105404027e-58,0.38810723228327,0.835,0.696,1.09087574921456e-53
0,ALB,2.97345508487493e-55,0.360453807299126,0.752,0.588,4.75098653461316e-51
0,MME,5.66826596004664e-53,0.308079377524929,0.763,0.606,9.05675535096252e-49
0,DPEP1,5.37112709295944e-49,0.277902598225481,0.788,0.638,8.5819868691306e-45
0,SLC7A8,7.40247950085564e-42,0.314145022514292,0.637,0.472,1.18276817464671e-37
0,FAM151A,3.44104014613118e-40,0.274692069330102,0.618,0.462,5.4980939454884e-36
0,SLC34A1,4.52518634621846e-25,0.250300111183456,0.51,0.4,7.23034274398785e-21
1,MT-CO3,0,0.725202139567928,1,0.998,0
1,MT-CYB,0,0.720881468598244,0.999,0.99,0
1,MT-ATP6,0,0.712530602509722,0.999,0.993,0
1,MT-CO1,0,0.706265660293165,0.999,0.994,0
1,MT-ND1,0,0.67298797662483,0.999,0.984,0
1,MT-ND4,0,0.665394166901075,0.999,0.988,0
1,MT-CO2,0,0.639380034788442,1,0.99,0
1,MT-ND3,0,0.634261856938696,0.998,0.977,0
1,MT-ND5,0,0.62398804311295,0.993,0.94,0
1,MT-ND2,0,0.604033531616957,0.994,0.969,0
1,MTRNR2L12,3.1325858251991e-282,0.674517500295852,0.974,0.813,5.00524563150313e-278
1,MT-ND4L,4.40666002301677e-211,0.556998496116023,0.97,0.842,7.0409613847762e-207
1,MT-ATP8,8.01141422881561e-127,0.539859275849525,0.799,0.583,1.28006376548016e-122
1,MTRNR2L8,1.48467974620332e-116,0.550055575552065,0.764,0.545,2.37222129848366e-112
1,APOE,4.25607652683814e-100,0.332072880706946,0.994,0.969,6.80035907458198e-96
1,PRAP1,7.62110706518093e-91,0.497810049863763,0.783,0.606,1.21770048687461e-86
1,GSTA2,2.77890814802647e-90,0.449859177465042,0.87,0.696,4.4401394389167e-86
1,UGT2B7,1.99055955192185e-82,0.348861893954077,0.966,0.903,3.18051605206074e-78
1,DPEP1,1.75023408198543e-66,0.39243671902217,0.783,0.651,2.79652401619632e-62
1,MT-ND6,1.35896097183933e-63,0.407298898108089,0.669,0.496,2.17134784080488e-59
1,IGFBP7,4.61417147957428e-60,0.33407074847654,0.826,0.724,7.37252319006378e-56
1,LGMN,3.20539056828993e-47,0.413048833667365,0.567,0.419,5.12157305001365e-43
1,SLC22A8,2.83575053342731e-43,0.316249044885901,0.74,0.601,4.53096220231016e-39
1,FAM151A,1.4392600916689e-32,0.292759057880941,0.603,0.479,2.29964977446858e-28
1,AOC1,4.42604586453467e-32,0.36394065774596,0.5,0.384,7.07193608235349e-28
1,CTSB,4.5231483847991e-32,0.267252057094408,0.751,0.667,7.22708648923199e-28
1,SLC3A2,9.31699803497397e-18,0.25023411544828,0.631,0.58,1.48866994602814e-13
1,SLC34A3,3.91345417089562e-16,0.254568144060281,0.242,0.166,6.25291707425702e-12
1,MALAT1,0.0384873069105408,0.250904982726856,0.138,0.164,1
2,ALDOB,1.50757714605061e-240,0.458046636772797,0.998,0.98,2.40880676395967e-236
2,GATM,1.0567111540432e-182,0.43238367860608,0.998,0.969,1.68841308193022e-178
2,TPT1,1.71188444547878e-159,0.314406676338086,1,0.999,2.73524896698599e-155
2,EEF1A1,1.59946194340516e-147,0.27800488528336,1,1,2.55562029317277e-143
2,PEBP1,1.04779649879367e-143,0.328965497733591,0.997,0.984,1.67416924577252e-139
2,FTL,3.53379290640455e-136,0.295966069532231,1,1,5.64629430585319e-132
2,CYB5A,1.45127978498652e-122,0.301972504029629,0.998,0.972,2.31885484045147e-118
2,C11orf54,6.31117879611921e-117,0.40356803872038,0.957,0.824,1.00840014804393e-112
2,MT1G,1.77384775761541e-116,0.561665042746787,0.989,0.95,2.8342539471179e-112
2,ALDH6A1,7.21964723721817e-105,0.369196217538494,0.949,0.812,1.15355523556272e-100
2,GAPDH,7.07018501426342e-104,0.314011472343025,0.999,0.971,1.12967416157901e-99
2,SUCLG1,6.6649712681384e-101,0.389338562255282,0.968,0.876,1.06492910922315e-96
2,FTH1,1.99524787173554e-100,0.253952436528251,1,0.999,3.18800704945905e-96
2,PEPD,1.36937380029355e-97,0.30048634564854,0.985,0.933,2.18798545810904e-93
2,MT1H,2.2084149974707e-97,0.633360711229435,0.843,0.648,3.52860548295868e-93
2,MT1F,2.05815383111532e-96,0.423184390170508,0.935,0.767,3.28851819135606e-92
2,LAMTOR5,2.40868601213338e-95,0.31563759334061,0.987,0.927,3.84859851018672e-91
2,BBOX1,4.31157825594117e-95,0.360538755232472,0.97,0.851,6.8890397373428e-91
2,CMBL,6.34079057369931e-91,0.326273456338865,0.972,0.866,1.01313151786568e-86
2,UBB,1.92311017462924e-90,0.304210047495455,0.987,0.919,3.0727454370226e-86
2,FAM107B,5.74321080785991e-90,0.403841086973702,0.646,0.344,9.17650222879857e-86
2,ASS1,2.06292511992631e-89,0.325126679214245,0.97,0.888,3.29614175661827e-85
2,HRSP12,1.19670731427766e-88,0.327529745521129,0.932,0.764,1.91209894675284e-84
2,LDHB,6.86748197175006e-85,0.263283464215621,0.994,0.964,1.09728626944622e-80
2,PDZK1,2.02852805223324e-84,0.349285404153832,0.93,0.741,3.24118212185827e-80
2,FTCD,8.01747048218946e-83,0.407127987999901,0.827,0.589,1.28103143364423e-78
2,TXN,2.81282031569215e-82,0.279164920232356,0.985,0.918,4.49432430041292e-78
2,DHRS4L2,4.02099206814247e-79,0.343878100786365,0.909,0.743,6.42474112647804e-75
2,CALM1,1.5611277493195e-78,0.29622651735838,0.972,0.88,2.4943699178627e-74
2,AK4,1.63617653956764e-77,0.326079198348762,0.873,0.679,2.61428287492117e-73
2,MT1E,3.64928037736972e-77,0.394395040754344,0.826,0.581,5.83082018696133e-73
2,SLC25A5,1.48780719758947e-76,0.297311719972321,0.972,0.892,2.37721834030845e-72
2,BHMT,2.91493924817516e-76,0.37042136977182,0.942,0.797,4.65748993073426e-72
2,PCK1,8.61546568852898e-76,0.433794057711327,0.922,0.772,1.37657910771316e-71
2,GLYAT,7.09812207174923e-75,0.323173779072853,0.902,0.725,1.13413794462409e-70
2,ECHS1,2.47946381184005e-73,0.25962289206209,0.986,0.944,3.96168727855803e-69
2,PRDX1,2.65636904688769e-73,0.256918963480061,0.987,0.919,4.24434646311715e-69
2,HAO2,6.24382827517157e-73,0.324186669610344,0.692,0.413,9.97638881806913e-69
2,GLYATL1,1.99961259709367e-72,0.348456944438565,0.825,0.609,3.19498100763626e-68
2,ACAA1,2.00800807392055e-72,0.342055897827892,0.91,0.75,3.20839530051025e-68
2,GLRX,2.98768034421255e-72,0.313993862144981,0.948,0.806,4.77371565398281e-68
2,DPYS,6.61520463565805e-70,0.306220396647559,0.89,0.709,1.05697739668544e-65
2,GADD45A,1.72002861206847e-69,0.370690223903878,0.695,0.433,2.748261716363e-65
2,FABP1,5.29482031244705e-69,0.398314855955582,0.899,0.723,8.4600638952279e-65
2,CRYL1,1.70584026953455e-68,0.286736126110422,0.915,0.76,2.7255915826623e-64
2,ETFB,1.89255120656712e-68,0.274727454960643,0.93,0.783,3.02391831785295e-64
2,BDH2,2.63958665561739e-68,0.293278040857758,0.92,0.754,4.21753155834547e-64
2,AKR1A1,2.77549867585523e-68,0.279608020192115,0.935,0.809,4.43469178428148e-64
2,ATPIF1,5.09125811042701e-68,0.253078100577786,0.971,0.894,8.13481220884027e-64
2,RNF152,2.34124003443228e-67,0.323582055808666,0.587,0.329,3.7408333270159e-63
2,MSRA,7.62548331714745e-66,0.314391777885555,0.886,0.696,1.21839972441382e-61
2,PAH,1.22483173678177e-65,0.344592335029157,0.864,0.685,1.95703614902991e-61
2,DDC,1.83833043610786e-64,0.324290372413597,0.855,0.677,2.93728437081313e-60
2,ATP5B,1.48960728793322e-62,0.2762812820903,0.9,0.711,2.3800945246597e-58
2,SH3YL1,8.68661638400659e-62,0.309428711288755,0.672,0.41,1.38794756583657e-57
2,RBP5,1.82441123282039e-61,0.252609226682552,0.96,0.88,2.91504426780042e-57
2,SOD1,4.01884755602154e-61,0.259719006765676,0.969,0.895,6.42131462501122e-57
2,GRHPR,5.51094751804881e-61,0.291159929558787,0.803,0.556,8.80539194433839e-57
2,PFDN5,6.82299197486137e-61,0.261760667563814,0.954,0.807,1.09017765774335e-56
2,PLIN2,1.24188668648106e-60,0.328227135407715,0.78,0.536,1.98428654765944e-56
2,CAMK2N1,7.14763025268001e-60,0.280909936885181,0.878,0.676,1.14204836177321e-55
2,CAT,2.34799395864332e-59,0.282220037883566,0.86,0.666,3.75162474712029e-55
2,ACADM,4.04851858161217e-59,0.295232819064341,0.807,0.577,6.46872298969992e-55
2,ACMSD,4.39549370592677e-59,0.293295872223849,0.703,0.441,7.02311984332979e-55
2,C9orf66,2.20009681166298e-58,0.27747600877074,0.516,0.28,3.51531468567511e-54
2,MAF,6.8601746146823e-58,0.3338068811385,0.659,0.429,1.09611869993394e-53
2,ADH5,2.0242129455922e-56,0.281703449158462,0.838,0.624,3.23428744446722e-52
2,PCK2,3.29411878512596e-56,0.324497462286636,0.726,0.493,5.26334299487425e-52
2,GPD1,5.89323638192e-56,0.291235530530608,0.751,0.524,9.41621309103178e-52
2,PBLD,3.12639197868539e-55,0.261190446078025,0.885,0.695,4.99534910354351e-51
2,SHMT1,3.20024217434048e-55,0.262120743661769,0.885,0.697,5.11334694616122e-51
2,PPP1R16A,3.36575029140399e-55,0.291962436090326,0.757,0.527,5.37779581560529e-51
2,MT1X,8.42411260964787e-55,0.358458165700682,0.945,0.844,1.34600471276954e-50
2,SORD,6.82068296359945e-54,0.291453524386864,0.672,0.431,1.08980872392392e-49
2,MIOX,8.08419281939877e-54,0.342100069535191,0.959,0.878,1.29169232868354e-49
2,ECI2,1.47504642621537e-53,0.25940552191793,0.874,0.674,2.35682917980692e-49
