,0,1,2,3,4,5,6
RP11-34P13.7,0,0,0,0,0.00934579439252336,0,0
FO538757.2,0.0335195530726257,0.0617977528089888,0.103448275862069,0.145454545454545,0.102803738317757,0.0571428571428571,0.133333333333333
AP006222.2,0.0502793296089385,0.0224719101123595,0.0517241379310345,0.0484848484848485,0.0747663551401869,0,0.1
RP4-669L17.10,0.00558659217877095,0,0,0,0,0.0285714285714286,0
RP11-206L10.9,0,0.0112359550561798,0.0172413793103448,0.0121212121212121,0.00934579439252336,0.0285714285714286,0.0333333333333333
LINC00115,0,0.00561797752808989,0.0114942528735632,0.00606060606060606,0.0186915887850467,0,0
FAM41C,0.0446927374301676,0.00561797752808989,0.0172413793103448,0.0121212121212121,0.00934579439252336,0,0.0333333333333333
RP11-54O7.1,0,0,0,0,0.00934579439252336,0,0
RP11-54O7.3,0,0,0,0.00606060606060606,0.0373831775700935,0,0
SAMD11,0,0,0.0344827586206897,0.0303030303030303,0.0560747663551402,0,0.3
NOC2L,0.0502793296089385,0.0842696629213483,0.103448275862069,0.133333333333333,0.11214953271028,0.114285714285714,0.3
KLHL17,0.00558659217877095,0,0.0172413793103448,0.0303030303030303,0.0186915887850467,0,0
PLEKHN1,0,0,0.0172413793103448,0.0303030303030303,0.00934579439252336,0,0
RP11-54O7.17,0,0.00561797752808989,0.00574712643678161,0.0121212121212121,0,0,0.0333333333333333
HES4,0.0670391061452514,0.174157303370787,0.21264367816092,0.175757575757576,0.0654205607476635,0.0285714285714286,0.466666666666667
ISG15,0.122905027932961,0.0280898876404494,0.028735632183908,0.0545454545454545,0.0280373831775701,0.142857142857143,0.166666666666667
AGRN,0.0502793296089385,0.247191011235955,0.431034482758621,0.236363636363636,0.579439252336449,0.0857142857142857,0.533333333333333
RNF223,0,0,0.0114942528735632,0.00606060606060606,0.0186915887850467,0,0
C1orf159,0.00558659217877095,0,0.0172413793103448,0.0121212121212121,0.00934579439252336,0,0
LINC01342,0,0,0.00574712643678161,0,0,0,0
RP11-465B22.8,0,0.0112359550561798,0.0402298850574713,0.0545454545454545,0.0841121495327103,0.0285714285714286,0
TNFRSF18,0,0.00561797752808989,0,0,0,0,0
TNFRSF4,0,0,0,0.00606060606060606,0,0,0
SDF4,0.0893854748603352,0.224719101123595,0.275862068965517,0.145454545454545,0.242990654205607,0.142857142857143,0.433333333333333
B3GALT6,0.0279329608938547,0.0112359550561798,0.0459770114942529,0.0181818181818182,0.0186915887850467,0.0285714285714286,0.0333333333333333
FAM132A,0.0949720670391061,0.0112359550561798,0.00574712643678161,0,0,0,0
UBE2J2,0.195530726256983,0.101123595505618,0.0919540229885057,0.0909090909090909,0.0654205607476635,0.0571428571428571,0.133333333333333
SCNN1D,0.00558659217877095,0,0.00574712643678161,0,0.00934579439252336,0,0.0333333333333333
ACAP3,0.0335195530726257,0.0280898876404494,0.0574712643678161,0.0606060606060606,0.0560747663551402,0.0285714285714286,0.0666666666666667
PUSL1,0.0223463687150838,0,0,0.00606060606060606,0.0280373831775701,0,0.0333333333333333
