cluster,gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
0,FTL,3.68433828998297e-90,2.62048257350812,1,0.919,6.66349423126319e-86
0,ALDOB,2.94007091278112e-76,3.67686483256495,0.603,0.052,5.31741225285594e-72
0,TPT1,9.54054952598255e-74,1.38800617125442,1,0.949,1.7255037872692e-69
0,ECHS1,2.67498077041013e-68,1.72214787667899,0.922,0.581,4.83797022136377e-64
0,FTH1,7.49359149695499e-68,1.32525599879322,1,0.964,1.35529095813928e-63
0,EEF1A1,1.17789979599136e-67,1.11580651367923,1,0.977,2.13034957102997e-63
0,GAPDH,3.83632307370553e-67,1.4492259784893,0.961,0.836,6.93837391110383e-63
0,GATM,4.96356952244788e-67,2.0149008578799,0.866,0.311,8.97711183829924e-63
0,LDHB,8.91631801778076e-66,1.28999382792258,0.972,0.79,1.61260527669583e-61
0,PEBP1,1.28972274705221e-62,1.24407382212024,0.978,0.84,2.33259256031863e-58
0,MT1G,5.78026137540846e-62,2.10561048220673,0.899,0.379,1.04541807235637e-57
0,LGALS2,2.40734560805889e-60,1.42188200883211,0.765,0.206,4.3539252667353e-56
0,PEPD,3.78410429928327e-60,1.91997148519499,0.804,0.343,6.84393103568373e-56
0,GLYATL1,7.97835479319916e-59,1.33364540766316,0.503,0.048,1.442965247898e-54
0,ASS1,1.33221866472294e-56,1.72942463861591,0.704,0.184,2.40945067701791e-52
0,MIOX,1.84402530763039e-56,2.23283189399306,0.57,0.087,3.33510417138033e-52
0,PDZK1IP1,5.91882636497574e-55,1.4058470985545,0.905,0.419,1.07047893636951e-50
0,RPL19,5.35213012005553e-54,0.942337506343676,0.994,0.914,9.67986253513243e-50
0,SLC25A5,3.27773134015893e-53,1.40743953350571,0.872,0.618,5.92810490181143e-49
0,GSTA1,3.76834744168177e-53,2.07154815766025,0.397,0.02,6.81543318302565e-49
0,CYB5A,1.74546820983661e-52,1.39978660824546,0.905,0.689,3.15685380431049e-48
0,PRDX1,3.81649518402276e-52,1.21340816837317,0.927,0.776,6.90251318982356e-48
0,QPRT,5.36834985212025e-51,1.27102784734081,0.631,0.152,9.70919754254468e-47
0,AKR7A3,9.19785767660863e-51,1.2634430439961,0.531,0.087,1.66352453939144e-46
0,DPYS,9.58654553904266e-51,1.19171102272087,0.536,0.087,1.73382262619126e-46
0,COX7C,1.55509913634363e-50,0.951028719428601,0.95,0.84,2.81255229799109e-46
0,LAMTOR5,1.81869006936673e-49,1.26392168554289,0.877,0.726,3.28928285945666e-45
0,RBP5,2.12660862088222e-49,1.45124803954931,0.76,0.27,3.84618435172758e-45
0,IL32,1.18730101288621e-48,1.65771919911664,0.849,0.428,2.147352611906e-44
0,GPX4,1.55783391123967e-48,1.12816026417666,0.927,0.807,2.81749841186807e-44
0,SERF2,1.75464155772578e-48,0.841542512778957,0.955,0.862,3.17344472130284e-44
0,RPL29,2.04884744680344e-48,1.05304871793806,0.972,0.858,3.70554549228869e-44
0,AKR1A1,1.31316651907451e-47,1.47663301641333,0.799,0.428,2.37499296639815e-43
0,TXN,2.17335333553419e-47,1.35821433446939,0.872,0.673,3.93072684264714e-43
0,APOE,1.22519634017969e-46,2.20130152922848,0.715,0.241,2.21589010084899e-42
0,NACA,7.9362313762589e-46,1.04015550113083,0.927,0.837,1.43534680671018e-41
0,RPS23,1.70164014667968e-44,0.894386007127579,0.978,0.92,3.07758636928487e-40
0,PDZK1,2.42018547907994e-44,1.24070561597266,0.777,0.325,4.37714745746397e-40
0,RPS6,2.43624483228387e-44,0.872977250487739,0.961,0.922,4.40619240366861e-40
0,RPL3,2.65660004620692e-44,0.917320439273265,0.989,0.923,4.80472684356984e-40
0,DAB2,2.79815710943988e-44,1.37984626122375,0.793,0.447,5.06074694813297e-40
0,RPS25,5.53539383098515e-44,0.774904844832804,0.983,0.884,1.00113132827197e-39
0,FBP1,8.00707611829414e-44,1.36614193338797,0.665,0.232,1.44815978675468e-39
0,RPL7,9.89025472514151e-44,0.935016280774268,0.939,0.843,1.78875146958909e-39
0,RPS15,1.03849942640128e-43,0.859589316973348,0.966,0.897,1.87823006258936e-39
0,GPD1,1.29921111689891e-43,0.961304473583056,0.369,0.029,2.34975322602337e-39
0,ATP5G3,2.09353648197631e-43,1.10525364745591,0.877,0.733,3.78637008130236e-39
0,ALDH6A1,5.98402119175306e-43,1.47529920375245,0.648,0.219,1.08227007274046e-38
0,RPL15,7.24224573793637e-43,0.871612024393314,0.972,0.894,1.30983256416317e-38
0,RPL32,2.17817443000534e-42,0.880344472414461,0.972,0.914,3.93944627410766e-38
0,SUCLG1,7.83643544085576e-42,1.40634608476,0.816,0.554,1.41729771383317e-37
0,RPS3A,8.69090564526022e-42,0.8437143832469,0.972,0.904,1.57183719500176e-37
0,RPL13,9.06493557960288e-42,0.762009999210202,0.983,0.954,1.63948424892698e-37
0,GNB2L1,9.24429350566753e-42,1.0098090831968,0.927,0.875,1.67192292343503e-37
0,BBOX1,9.92723769236289e-42,1.31126370098462,0.771,0.347,1.79544020904075e-37
0,RPL10,3.44154629705466e-41,0.874821905213599,0.983,0.935,6.22438063285305e-37
0,GLYAT,4.08218519752425e-41,1.5018256553787,0.598,0.176,7.38304014824235e-37
0,AK4,5.87371520937459e-41,1.24127065453362,0.492,0.099,1.06232013276749e-36
0,RPL7A,1.01548684830338e-40,0.880443786063285,0.972,0.904,1.83660951384149e-36
0,AC009014.3,1.66441379355155e-40,0.898813258702464,0.38,0.041,3.01025878701733e-36
