,0,1,2,3,4,5,6,7,8,9
RP11-34P13.7,0.000721370604147881,0,0,0.00140105078809107,0.000376647834274953,0,0,0,0,0
FO538757.2,0.0391420294303858,0.00060151123483794,0.000822513765209707,0.000476953459775683,0.0103858636855391,0.00440521297414331,0.000648429584599797,0.000489429678471892,0.0084970430290259,0.00196399345335516
AP006222.2,0.00180971022643371,0.00788042593376535,0.00803731451280738,0.00295343458813622,0.0110304008609093,0.0262108184403063,0.00186660029865605,0.00360677271765872,0.00160301009673721,0.00540516394174931
RP4-669L17.10,0.000225428313796213,0.000292056074766355,0,0.000437828371278459,0,0,0,0,0.000798722044728435,0
RP5-857K21.4,0.000901713255184851,0,0,0,0,0,0,0,0,0
RP5-857K21.2,0,0,0,0,0,0.00195694716242661,0,0,0,0
RP11-206L10.9,0.0143085048405156,0.000462154667762144,0.000280869290453955,0,0.00250408724984996,0.00363433044450657,0.00010465724751439,0.000140434645226978,0.00505564722817119,0.00126796280642434
LINC00115,0.00429387264373739,0,7.60687661646128e-05,0,0.000807102502017757,0.00232969900288883,0,0,0.000608550129316903,0
FAM41C,0.00216411181244364,7.78816199376947e-05,0.000106496272630458,0,0.000502197112366604,0.000521852576647097,0.000158730158730159,0,0.000851970181043664,0
RP11-54O7.1,0.00240456868049294,0,0,0,0.000313873195229127,0,0,0,0.00053248136315229,0
RP11-54O7.3,0.00480913736098587,9.73520249221184e-05,0,0,0.000627746390458255,0,0,0,0,0.00106837606837607
SAMD11,0.00240456868049294,4.86760124610592e-05,0,0,0.00635593220338983,8.1539465101109e-05,9.92063492063492e-05,0.000133120340788072,0,0.00480769230769231
NOC2L,0.0336893798004793,0.0177826954614609,0.0335716553303298,0.0224005213212235,0.0191190581415256,0.0104280873634171,0.0288155642806805,0.0028402758546157,0.0156164513100392,0.00265625847021196
KLHL17,0.0205835531955159,0.000360563055267105,0.00017749378771743,0.000345938466195325,0.000371997861012299,0.000603996037785993,0.000117577895355673,3.94430639372066e-05,0.00567980120695776,0.000633111744222856
PLEKHN1,0.0235169043404691,0.000872562593746394,0.000246519149607542,0.00350262697022767,0.00116249331566343,0.0058466816457684,0.000235155790711346,7.88861278744133e-05,0.0071194730406658,0.00284900284900285
PERM1,0,0,0,0,0.000470809792843691,0,0.000595238095238095,0.000798722044728435,0,0.0032051282051282
RP11-54O7.17,0.000721370604147881,0,0,0.000350262697022767,0,0.00156555772994129,0,0,0,0
HES4,0.0132413917348269,0.0456324700710903,0.0540446419963231,0.138592497963483,0.00466498527310887,0.126156910100576,0.0616037361875031,0.0140694763508459,0.0106385454448741,0.00240801515515355
ISG15,0.0044400470316093,0.109127063034401,0.031114714936345,0.0623488893265694,0.00696512286847664,0.142418168083322,0.0178332609639601,0.0284354758829642,0.00326480670440973,0.0157820902501754
AGRN,0.178848274344668,0.0856544033323227,0.0305795635305092,0.0656285585133843,0.0601633822869271,0.0249103640915376,0.0266001746255625,0.0187468738312072,0.0643495090506811,0.0052258507829735
RNF223,0.000866351951059955,2.29063588052043e-05,0,0.00054943168160434,0.000332336324360253,0.0322704424235448,0.0011671335200747,6.26448662532105e-05,6.26448662532105e-05,0
C1orf159,0.0127528017519,0.000379293603592669,0.000518650678395088,0.00036390929560807,0.00244576515762956,0.000635372455333317,0.000278293135435992,0,0.00597485581511141,0
LINC01342,0.00490932772267308,0,0,0.000194590387234871,0.000209248796819418,0,0,0,0,0
RP11-465B22.8,0.0481114116821962,5.84112149532709e-05,7.98722044728433e-05,0.000476746448725433,0.0076271186440678,0.00183735594694499,0.000846560846560846,7.0997515086972e-05,0.00640752573659922,0
TTLL10,0.00240456868049294,0,0,0,0.000313873195229127,0.000326157860404436,0,0,0,0
TNFRSF18,0.000368882695302894,0,0,0,0.0041944872453347,0.00080056929371998,0.000108225108225108,0.00363055474876561,0.000580888759802498,0.000582750582750583
SDF4,0.0159402912504166,0.107685697730056,0.0716418783961631,0.0510019668344495,0.0371738497778414,0.0507620512188867,0.0479198819029725,0.0269457079100869,0.0195024738248769,0.00915922968529826
B3GALT6,0.00965511351791244,0.00494949626428553,0.00982939831089199,0.00667840713404134,0.010622727916529,0.0115345409350828,0.00382013529645841,0.00150400028478112,0.0135360025630301,0.00174987500892793
FAM132A,0.00443920371783311,0,0.000122880314573605,0,0,0.00015053439710974,0,0.000245760629147211,0.000983042516588843,0
RP5-902P8.12,0.000901713255184851,0,0,0,0,0,0,0,0,0
UBE2J2,0.00519740533648314,0.0309791586522143,0.033697174109802,0.0386412690874088,0.0135178269335121,0.0246490051790393,0.0233483223797994,6.18864538288375e-05,0.00854419853174389,0.00751226174954989
RP5-902P8.10,0.000901713255184851,0,0,0,0,0,0,0,0,0
SCNN1D,0.00270513976555456,4.32675666320527e-05,0,0,0.000627746390458256,0.00181198811335798,0,0.0029582297952905,0.00189326706898592,0
ACAP3,0.0302931397876825,0.000716702023966516,0.000480213253885808,1.07442545099008e-05,0.00195256085866463,0.00480232432497329,0.000131463628396144,0.00125443462239558,0.0112899116015602,0.000707881075979236
PUSL1,0.000730501877618107,0.00533834141724831,0.0126380070368423,0.0144150834644971,0.00315263772676345,0.0269761450618048,0.00976491862567812,0.0025882638411453,0.0025882638411453,0.000649139889646218
CPSF3L,0.0261450363938907,0.017559495134406,0.0231300023055894,0.0163057215592106,0.0118915875512066,0.0222829705247443,0.0237604320078547,0.00322782517044893,0.00504347682882646,0.00237906423473434
CPTP,0.00412008111855212,0.00244265080713679,0.00729899354708356,0.00947647494514166,0.00669926977959402,0.0178213686254186,0.00113871635610766,0.00011365214865701,0.0106201618911718,0.000810783419479071
DVL1,0.0230272338872429,0.00757259679572763,0.0126678267153507,0.0413747810858143,0.00645682001614205,0.0126852110707297,0.0168686224489796,0.00209664536741214,0.0188698083067093,0.00154532967032967
MXRA8,0.00120228434024647,0.000876168224299064,0.000133120340788072,0,0.000156936597614564,0,0,0,0.000266240681576145,0.00427350427350428
AURKAIP1,0.00838740470739381,0.210673852745357,0.157072905686445,0.136061250425325,0.0879600419095142,0.0948515624142401,0.103548359680435,0.0349050901525433,0.0205940765046196,0.0179003386550556
CCNL2,0.145476405169823,0.017950526833562,0.00260193109307656,0.00885521019804557,0.0335974737120331,0.0166530240525611,0.00387811634349031,0.00651662787370309,0.0213140047023562,0.0014323933991524
MRPL20,0.00748449493061207,0.198212046956918,0.160463258785943,0.136167293152791,0.0748248817233935,0.0540552956899432,0.10648156213705,0.00607905400140264,0.0105353385802229,0.0150250156347717
RP4-758J18.13,0.00187856928163511,0,0,0,0.00141242937853107,0.000163078930202218,0.000198412698412698,0.000266240681576145,0.000266240681576145,0
