cluster,gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
0,NEAT1,0,1.50568944236482,0.97,0.915,0
0,MALAT1,0,1.31312277135917,0.994,0.977,0
0,MT-CO3,0,1.31291294472191,0.99,0.998,0
0,MT-ND3,0,1.18727202502745,0.968,0.984,0
0,MT-CO1,0,1.18644870961641,0.987,0.997,0
0,MT-ND5,0,1.1836378876323,0.97,0.985,0
0,MT-CYB,0,1.1477450306893,0.985,0.994,0
0,MT-ND4,0,1.13180699060862,0.979,0.994,0
0,MT-ND1,0,1.13127061166693,0.971,0.99,0
0,MT-CO2,0,1.10226663938064,0.993,0.997,0
0,MT-ND2,0,1.09982030885653,0.972,0.989,0
0,MT-ATP6,5.65257620106934e-304,1.19503971972698,0.987,0.993,1.05708827536198e-299
0,MTRNR2L8,7.8460244882484e-300,1.110039593425,0.948,0.977,1.46728503954733e-295
0,XIST,3.71534135099617e-269,1.59555088901815,0.864,0.773,6.94805986049795e-265
0,WSB1,3.27873790151053e-266,1.5507248620992,0.859,0.731,6.13156774961483e-262
0,VMP1,8.00091707469775e-206,1.20327151792074,0.834,0.831,1.49625150213923e-201
0,MTRNR2L12,2.44575717312257e-199,1.01407606981912,0.857,0.907,4.57381048945652e-195
0,DDX17,2.50801555879496e-148,1.13832395434037,0.774,0.793,4.69023989650245e-144
0,SYNE2,5.88997043856093e-148,0.942584252544733,0.822,0.865,1.10148337171528e-143
0,PNISR,1.15814398750902e-129,1.03815558097212,0.767,0.802,2.16584507104062e-125
0,VEGFA,9.54615108471048e-111,1.23795018716105,0.733,0.721,1.78522571435171e-106
0,MT-ND4L,1.48280793717386e-110,0.872199571187449,0.766,0.866,2.77299912330884e-106
0,MT-ND6,9.6542095058999e-109,0.975178432981582,0.711,0.69,1.80543371969834e-104
0,AC019181.2,2.46819036118539e-102,1.00880040673097,0.411,0.165,4.61576279445279e-98
0,GOLGA8A,5.25446784282359e-99,1.09179624146885,0.437,0.201,9.82638031286439e-95
0,PAX8,1.95202357219733e-95,0.938374298559583,0.742,0.795,3.65047928236623e-91
0,N4BP2L2,1.69152340884941e-93,0.961457613910601,0.699,0.727,3.16331792688927e-89
0,SCN2A,1.09537421623708e-92,0.911445872278135,0.344,0.121,2.04845932178495e-88
0,HOXB3,1.55896638445286e-87,1.10919555049455,0.608,0.522,2.91542303556529e-83
0,COL4A3,1.43192071049321e-86,0.956052012808539,0.404,0.185,2.67783492069335e-82
0,CP,6.3176835316578e-85,0.91100875905744,0.454,0.209,1.18146999725533e-80
0,C3,2.422959264575e-78,1.10138318170001,0.616,0.515,4.5311761206817e-74
0,AGRN,1.68015031504879e-74,0.835845294201067,0.676,0.75,3.14204910417274e-70
0,NKTR,1.76360340418398e-72,0.958405770938039,0.621,0.612,3.29811472616447e-68
0,SLC25A37,1.05809688732357e-68,0.909987012431061,0.665,0.726,1.97874698898381e-64
0,SRRM2,1.88918002488399e-66,0.683409785177789,0.729,0.86,3.53295556453554e-62
0,MUC1,4.96191319518048e-61,0.594015167361579,0.776,0.841,9.27927386630701e-57
0,PIAS2,4.6959879396133e-60,1.10929048409652,0.457,0.316,8.78196704587084e-56
0,FOS,6.17870783526138e-54,0.953058935988387,0.576,0.517,1.15548015227223e-49
0,LTF,3.84049554493597e-52,1.15672420409874,0.498,0.346,7.18211071858476e-48
0,KCNQ1OT1,1.3064379889534e-49,1.22429532440777,0.535,0.457,2.44316968314175e-45
0,GOLGA8B,1.10232297186355e-48,0.810737621746676,0.34,0.189,2.06145418968202e-44
0,RNF213,1.28798548217162e-44,0.772858271048925,0.655,0.738,2.40866165020915e-40
0,FAM20A,5.5739467387012e-42,0.669543047718809,0.264,0.125,1.04238377960451e-37
0,DNAH11,1.16096275218041e-40,0.557412348085764,0.161,0.05,2.17111644285259e-36
0,PKHD1,4.12421878443123e-40,0.72678817586087,0.345,0.217,7.71270154876485e-36
0,TNFAIP2,8.71117192155792e-32,0.901405715682593,0.512,0.511,1.62907626105055e-27
0,ZNF326,9.00592210848085e-32,0.254528301869418,0.223,0.533,1.684197493507e-27
0,SH3BP2,3.7119164249329e-31,0.789089148922289,0.43,0.371,6.94165490626702e-27
0,LINC01320,2.816402521031e-29,0.809813250545556,0.444,0.4,5.26695435458007e-25
0,COL27A1,1.38938599374573e-28,0.733076954233664,0.335,0.238,2.59829074690389e-24
0,IGFBP3,1.62828013884834e-28,0.491918752397322,0.75,0.829,3.04504668766029e-24
0,BICD1,6.51200826553341e-27,0.874518146142637,0.491,0.514,1.2178106657374e-22
0,CPAMD8,8.49553325000594e-27,0.517145799043091,0.219,0.115,1.58874967308361e-22
0,CCNL1,4.00056449632591e-26,0.827285256510168,0.467,0.467,7.48145566457909e-22
0,PAX2,1.38766275929931e-25,0.843664511273134,0.42,0.382,2.59506812616565e-21
0,RSRP1,7.31595400449136e-25,0.767677946255436,0.489,0.514,1.36815655837993e-20
0,CCDC14,1.19678341245067e-24,0.760865190431059,0.421,0.386,2.23810465962399e-20
0,SLC25A29,2.99313465020283e-24,0.790156048056453,0.428,0.402,5.59746110934432e-20
0,NFKBIZ,1.39495138897666e-23,0.760118403297862,0.516,0.575,2.60869859252525e-19
0,GABPB1-AS1,4.78365737040824e-23,0.807513047464328,0.436,0.421,8.94591764840046e-19
0,PWAR6,9.07117934594413e-23,0.567676410225125,0.227,0.134,1.69640124948501e-18
0,CMYA5,1.11676289171727e-22,0.748026516694672,0.239,0.144,2.08845828380047e-18
0,ARGLU1,1.99972393810626e-22,0.67520085246489,0.585,0.745,3.73968373665251e-18
0,COL4A4,4.18173471983669e-22,0.705296821508178,0.369,0.315,7.8202620995666e-18
0,CNOT2,6.21423665668474e-22,0.25064749031859,0.197,0.438,1.16212439716661e-17
0,LUC7L3,9.08928564743568e-22,0.73469019740495,0.561,0.708,1.69978730892695e-17
0,COL18A1,6.35232494986863e-21,0.621382967743693,0.553,0.685,1.18794828887493e-16
0,MACF1,2.31737912349915e-20,0.450337528877593,0.655,0.833,4.33373069885577e-16
0,POLR2J3,4.19836740249173e-20,0.750469718363826,0.532,0.646,7.85136687939978e-16
0,RP1-60O19.1,4.61745142216373e-20,0.83655288161886,0.467,0.497,8.63509590458839e-16
0,TCERG1,5.27096325590018e-20,0.251217761743395,0.191,0.412,9.85722838485892e-16
0,NUFIP2,8.03191240585022e-20,0.257413416950397,0.268,0.555,1.50204793901805e-15
0,RBM39,1.73119564970666e-19,0.620306080698147,0.588,0.767,3.23750898451643e-15
0,AHNAK,2.80670119675379e-19,0.423741743605089,0.745,0.903,5.24881190804927e-15
0,DPY19L2,2.92922837527431e-19,0.34409464752146,0.105,0.04,5.47794998460048e-15
0,TRA2A,8.18932776551851e-19,0.252587069515681,0.177,0.381,1.53148618542962e-14
0,CFTR,1.11183994874938e-18,0.494673852546867,0.274,0.186,2.07925188815622e-14
0,LAMA5,1.56519394877792e-18,0.717714426191402,0.504,0.594,2.92706920360959e-14
0,OBSL1,2.31532153344334e-18,0.764196065607377,0.436,0.448,4.3298827996924e-14
0,LONP2,2.61270993149785e-18,0.255589731428187,0.197,0.414,4.88602884289412e-14
0,PHKB,2.94399064992646e-18,0.263213960986795,0.222,0.46,5.50555691442748e-14
0,VEZT,3.42244638801387e-18,0.289049042455271,0.261,0.534,6.40031699022474e-14
0,GLS,3.44556709920609e-18,0.606516278531217,0.596,0.748,6.4435550322253e-14
0,ST5,4.89308230561512e-18,0.709068733143605,0.399,0.385,9.15055321973083e-14
0,SPECC1,6.79588638029838e-18,0.259466513926681,0.249,0.512,1.2708987119796e-13
0,VPS13C,8.63461358190982e-18,0.719457861029718,0.487,0.567,1.61475908595295e-13
0,ZMYM2,9.16517339743773e-18,0.733053328267619,0.409,0.406,1.71397907705483e-13
0,YIPF4,1.60499822663694e-17,0.258307422374959,0.213,0.443,3.00150718363375e-13
0,RBBP6,3.4997093580787e-17,0.255011933855076,0.231,0.47,6.54480647054298e-13
0,LRRC41,3.55427742633548e-17,0.316751271641919,0.212,0.435,6.64685421498999e-13
0,PTBP3,3.76521761126674e-17,0.305282514272883,0.326,0.649,7.04133345482993e-13
0,TRIP12,1.03250829981959e-16,0.254409480211026,0.304,0.61,1.93089377149262e-12
0,SORL1,1.31176905399584e-16,0.63908772101463,0.301,0.238,2.45313930787763e-12
0,PLXNB2,1.46361200912766e-16,0.616080946402423,0.511,0.619,2.73710081826964e-12
0,UACA,1.80527243517556e-16,0.273029771099796,0.327,0.638,3.37603998102181e-12
0,RNMT,1.97604758182663e-16,0.314742620181099,0.268,0.539,3.69540658277399e-12
0,HOXA9,2.95391383060975e-16,0.280489895533137,0.192,0.395,5.5241142546233e-12
0,PHF14,2.97050239926132e-16,0.276654023626951,0.236,0.477,5.5551365368586e-12
0,ITPR3,4.51963545662786e-16,0.266478616848818,0.232,0.461,8.45217026743977e-12
0,RP5-1092A3.4,6.07538098132832e-16,0.335585230655728,0.132,0.066,1.13615699731821e-11
0,LENG8,9.32053757814454e-16,0.695069256871001,0.41,0.422,1.74303373248881e-11
0,RBM5,9.93789870418492e-16,0.691495990034127,0.373,0.356,1.85848643666962e-11
0,KCP,1.69350127634112e-15,0.473522312249403,0.208,0.136,3.16701673688553e-11
0,SLC2A1,1.97701910635804e-15,0.274640484409286,0.326,0.628,3.69722343080018e-11
0,SPTBN1,2.00509415185574e-15,0.504086831256062,0.628,0.848,3.74972657338542e-11
0,PPFIA4,2.03764457419994e-15,0.312580810273667,0.103,0.045,3.81059911821131e-11
0,RP11-496I9.1,2.19923735357267e-15,0.463906696191854,0.194,0.122,4.11279377491625e-11
0,ADNP,3.8353491910227e-15,0.253693245132347,0.211,0.422,7.17248652213156e-11
0,EWSR1,6.5745666792281e-15,0.296855608795571,0.29,0.567,1.22950971468245e-10
0,PDK1,8.00796670098357e-15,0.726263603260906,0.302,0.253,1.49756985275094e-10
0,ARIH1,8.36529343545428e-15,0.2604906537828,0.187,0.374,1.56439352536431e-10
0,MPHOSPH8,9.70024869681333e-15,0.285720460511719,0.284,0.557,1.81404350879106e-10
0,MARK3,1.07892412544091e-14,0.267176883475688,0.241,0.475,2.01769600698705e-10
0,NAIP,1.09095365367498e-14,0.423615283167562,0.138,0.073,2.04019242773758e-10
0,DST,1.17656367126373e-14,0.530994933991788,0.604,0.79,2.2002917216303e-10
0,CHD1,1.58530756088962e-14,0.27256346288451,0.283,0.551,2.96468366961967e-10
0,PLOD2,1.63576574439964e-14,0.298584050344743,0.289,0.55,3.05904551860176e-10
0,AKAP8L,1.86698928071986e-14,0.276374406721122,0.187,0.372,3.49145665387422e-10
0,DLG1,2.05252025955241e-14,0.260036525726792,0.261,0.504,3.83841813738896e-10
0,NFATC2IP,2.22288723619883e-14,0.257343990987996,0.223,0.438,4.15702142041544e-10
0,FAM208A,3.75916567865189e-14,0.250681283251551,0.206,0.405,7.0300157356469e-10
0,TPBG,4.05092316481445e-14,0.269570654303316,0.243,0.471,7.5756314105195e-10
0,ZNF292,5.4207281809024e-14,0.723247485011904,0.507,0.625,1.01373037711056e-09
0,BCAM,6.53546562095063e-14,0.560950521612962,0.545,0.644,1.22219742577398e-09
0,KIAA0319L,7.03776011625736e-14,0.252935077658645,0.185,0.365,1.31613151934129e-09
0,SPEN,7.86251929396402e-14,0.272744741998215,0.218,0.425,1.47036973316421e-09
0,BDP1,8.40042691619619e-14,0.26777694477069,0.317,0.607,1.57096383759785e-09
0,PLEKHA5,9.52049992229886e-14,0.299978217763433,0.312,0.599,1.78042869046911e-09
0,PRPF38B,1.01116967843957e-13,0.314353389243137,0.281,0.546,1.89098841564983e-09
0,LIMCH1,1.04088233964995e-13,0.276737875842293,0.234,0.447,1.94655406337937e-09
0,TJP2,1.05137599068973e-13,0.279965567154,0.31,0.594,1.96617824018887e-09
0,ZFYVE16,1.26918568889314e-13,0.258781500780463,0.194,0.38,2.37350415679905e-09
0,DNM2,1.27412606911385e-13,0.302433253714161,0.254,0.491,2.38274316184981e-09
0,OBSCN,1.40026622181539e-13,0.497100173592568,0.187,0.121,2.61863786141697e-09
0,ABI2,1.45239836096687e-13,0.302627607953456,0.221,0.431,2.71613017484413e-09
0,GOLGB1,1.5683074589837e-13,0.537685567963427,0.574,0.765,2.93289177904541e-09
0,FRYL,1.83385441994642e-13,0.265033728332211,0.225,0.435,3.4294911507418e-09
0,ZBTB44,2.67294226789183e-13,0.253172593593142,0.197,0.384,4.9986693351845e-09
0,ATP1A1,3.6411694508821e-13,0.455718949430812,0.66,0.861,6.80935099009461e-09
0,ATXN2,5.52913379706435e-13,0.283272476597663,0.267,0.512,1.034003311389e-08
0,EIF4G3,7.08913572804696e-13,0.271666269981601,0.25,0.478,1.32573927250206e-08
0,LUC7L,7.26004941232311e-13,0.271766662002017,0.194,0.375,1.35770184059854e-08
