,p_val,avg_logFC,pct.1,pct.2,p_val_adj
PDE1A,9.85481111893812e-120,0.973858196539134,0.686,0.237,2.4148229165846e-115
SNX2,1.09504048943399e-118,1.04205469062523,0.594,0.161,2.68328721530905e-114
THSD7A,1.44527523915443e-118,0.882393443075892,0.824,0.462,3.54150244602403e-114
VMP1,1.03418303790971e-117,1.04374278577896,0.767,0.372,2.53416211609396e-113
PTH2R,2.11198500754737e-117,0.731503769177465,0.914,0.73,5.17520806249408e-113
TUFT1,9.4108252688761e-117,1.20695482760108,0.521,0.103,2.3060286238854e-112
TTTY14,3.63412720254956e-115,-1.00072747538027,0.073,0.346,8.90506529712745e-111
PKHD1,9.19675103296421e-115,0.510099747934549,0.989,0.908,2.25357187311755e-110
FNDC3A,1.93006382774506e-114,0.917165278410341,0.782,0.367,4.7294284035065e-110
AC019197.1,9.8015194632384e-114,0.458771178665179,0.993,0.959,2.40176432927194e-109
RBBP8,1.21291230168001e-113,1.00088245351478,0.702,0.267,2.9721203040367e-109
HOMER1,1.33212930846928e-112,1.90370063282497,0.474,0.073,3.26424965747313e-108
PDE7B,3.72913576578507e-111,0.759320089985155,0.746,0.314,9.13787428047973e-107
NPNT,1.16648114340375e-110,0.808991208700315,0.498,0.08,2.85834539379654e-106
FHL2,2.64550209846264e-108,1.06278739494597,0.368,0.006,6.48253834207286e-104
ACTN4,2.60183434225232e-107,0.777661485070832,0.783,0.39,6.37553487225508e-103
MET,8.73015173095165e-107,1.34132365063429,0.428,0.048,2.13923638015239e-102
KRT18,7.70397789364076e-106,1.11363735578363,0.452,0.067,1.88778274305773e-101
RTN4,1.67508679198952e-105,1.10662656649717,0.792,0.433,4.10463267509111e-101
AL138828.1,3.93862920485937e-104,0.894416168194859,0.493,0.094,9.65121700358739e-100
AL157938.2,1.83485404680817e-101,0.88224723836653,0.527,0.125,4.49612635629875e-97
S100A6,1.87360467609053e-101,0.987026669620856,0.52,0.117,4.59108089829223e-97
TSIX,6.29270848755709e-101,0.69889338059378,0.373,0.017,1.54196528779099e-96
MSI2,1.31503971146894e-100,-0.703611008696924,0.807,0.85,3.22237330898348e-96
PAPSS2,1.08836332380396e-99,1.15751770633871,0.421,0.051,2.66692548864921e-95
TRHDE,4.29902890404115e-99,0.751252633921488,0.725,0.334,1.05343404264624e-94
AC015923.1,3.99859997769261e-98,0.729692849547148,0.445,0.065,9.79816938533796e-94
ZSWIM6,1.09317548877172e-95,1.18091079891782,0.769,0.436,2.67871721768623e-91
MECOM,2.98652454504137e-95,0.47359536852627,0.982,0.972,7.31817974516938e-91
FOSL2,3.01159108439656e-94,0.740068490930682,0.665,0.255,7.37960279320533e-90
TANC2,9.89820872731704e-94,0.597815931788308,0.823,0.427,2.42545706654177e-89
NRP1,2.7014257316763e-93,-0.930297671938642,0.129,0.411,6.6195736128996e-89
MCU,3.37805366272663e-93,0.779749903839385,0.678,0.277,8.27758269514533e-89
CAB39,3.2659881190992e-92,0.746604963536931,0.694,0.282,8.00297728704068e-88
ITGA2,3.90940408128745e-92,1.28967604782385,0.64,0.265,9.57960376078678e-88
FP671120.1,3.39962527989184e-90,-1.2506050953714,0.514,0.689,8.33044178584696e-86
SLC38A1,5.25407140907921e-90,0.815615919070141,0.601,0.214,1.28745765808077e-85
FER,2.09953765309709e-88,0.621013102118794,0.77,0.386,5.14470706514912e-84
PGM5,6.34117750728446e-88,0.680920234828296,0.485,0.109,1.55384213638498e-83
NFAT5,1.28275380882965e-87,0.586830417370587,0.941,0.762,3.14325993315618e-83
KIZ,5.83215251322026e-87,0.750380010693477,0.692,0.312,1.42911065183949e-82
AL353759.1,1.43244246433045e-86,-0.857791009096301,0.001,0.127,3.51005701459534e-82
PALLD,1.88479957790675e-86,1.04164255952572,0.588,0.205,4.61851288570269e-82
ITGB6,3.5685525820904e-86,1.33330396042559,0.492,0.133,8.74438124715432e-82
MIR222HG,6.98992069581776e-86,1.31102386934263,0.412,0.076,1.71281016730319e-81
HECTD1,1.31928942853073e-85,0.788816176136224,0.697,0.308,3.23278681567171e-81
PPP1CB,1.46681263825727e-85,0.818639195759827,0.55,0.181,3.5942776887856e-81
AC017002.5,2.45785932123723e-85,1.40076496647388,0.39,0.065,6.02273848075971e-81
NOX4,7.98437026224148e-85,-0.678438351195094,0.015,0.173,1.95649008905965e-80
LINC01876,1.07071576474686e-84,0.784495842839321,0.428,0.08,2.62368190993571e-80
BMPR1B,5.44623299143126e-84,0.702596816433144,0.805,0.496,1.33454493222032e-79
ITGB1,7.89073726321586e-84,0.766170040289403,0.536,0.161,1.93354625897841e-79
MAP3K14,1.56738391945469e-83,1.13396994537291,0.524,0.178,3.84071755623178e-79
LRRK2,1.59571801355156e-83,0.743672839328668,0.456,0.099,3.91014742040674e-79
MYO1B,1.6452710403746e-83,0.719745980281052,0.728,0.353,4.03157215733393e-79
BHLHE40,2.65587423685459e-83,0.794101519093377,0.667,0.311,6.50795422998849e-79
LIMA1,3.30277341549872e-83,1.05273285061666,0.675,0.323,8.09311597733807e-79
LINC01098,4.39084050804297e-82,-0.964441909339048,0.187,0.453,1.07593155809085e-77
FRAS1,4.39896964501399e-82,0.725088021454252,0.868,0.666,1.07792352181423e-77
NFKBIZ,3.35853395845824e-81,0.706888841546568,0.702,0.349,8.22975161180608e-77
NLK,1.07687644257964e-80,0.672612140430093,0.759,0.406,2.63877803489715e-76
KCNQ1OT1,7.99255895007849e-80,0.665205642856955,0.679,0.308,1.95849664512723e-75
PFKP,7.03680876632557e-78,0.755531612325991,0.443,0.105,1.72429962010042e-73
ANK3,1.84447897958138e-77,0.457936080649055,0.943,0.809,4.51971129156622e-73
MYH9,1.15645002646581e-76,0.806731493829132,0.626,0.266,2.83376514485182e-72
GRIP1,1.40110284587339e-76,0.500867038893864,0.913,0.654,3.43326241352815e-72
ADAM9,4.00961102615883e-76,0.769356460531634,0.426,0.1,9.82515085849961e-72
GPR132,4.41861389208168e-76,0.917960715001704,0.4,0.082,1.0827371481157e-71
SNTG1,1.81889511178283e-75,-0.924156792642299,0.103,0.337,4.45702058191264e-71
MIR99AHG,2.984117977841e-75,0.627915117102537,0.541,0.171,7.31228269290159e-71
PROM1,5.08811124864263e-75,0.780431244399619,0.551,0.195,1.24679078036739e-70
ADAM10,1.01848817929554e-74,0.635100094451251,0.717,0.355,2.49570343454579e-70
GLRX,1.71584068428945e-74,0.723604968620618,0.444,0.112,4.20449601278287e-70
MRPL33,1.86592987048278e-74,0.557314869980783,0.549,0.176,4.57227455463102e-70
USP9Y,2.32519133721068e-74,-0.554431871041037,0.027,0.19,5.69764885270105e-70
MFF,2.39204561622726e-74,0.698237142722373,0.565,0.21,5.86146857800327e-70
PDE4D,9.87130019901705e-74,0.390006170543444,0.994,0.996,2.41886340076714e-69
AC007952.4,3.27452210778712e-73,-0.666138272159713,0.029,0.191,8.02388897292155e-69
SLC14A2,2.08841799746872e-72,1.21836287310752,0.402,0.095,5.11745946099736e-68
PARD6B,2.68738678402081e-72,0.654005693955196,0.647,0.285,6.5851725755646e-68
PTBP3,5.81864185886687e-72,0.659042927260524,0.746,0.4,1.42580000109674e-67
AC004594.1,6.26967384616093e-72,0.732871401288024,0.598,0.246,1.53632087926327e-67
PRKCA-AS1,6.7571023545553e-72,0.59962537179356,0.356,0.054,1.65576036096023e-67
AC074033.1,1.47936489273108e-71,0.525962062175862,0.389,0.074,3.62503573314823e-67
EZR,2.62066774893144e-71,0.767893163247785,0.61,0.262,6.42168425198159e-67
FLNA,8.05415168416237e-71,0.762964522243861,0.291,0.02,1.97358932868715e-66
AC012409.2,4.65484089462119e-70,0.652732019736102,0.475,0.143,1.14062221281798e-65
SREBF2,7.35814507524883e-70,-0.887889219646711,0.39,0.575,1.80303986923897e-65
MSR1,1.03220292960913e-69,0.646576349491763,0.543,0.199,2.52931005871422e-65
TMEM184C,1.50038343327278e-69,0.591042509149702,0.37,0.068,3.67653956489162e-65
KIZ-AS1,2.16815786288851e-69,0.672812257617216,0.4,0.091,5.312854027222e-65
SLC13A3,7.80110681720081e-69,-0.604790631263243,0.024,0.173,1.91158321448689e-64
RHEX,8.57728057627315e-69,1.12991322425116,0.306,0.033,2.10177683240997e-64
TOP1,9.27793431210838e-69,0.703565448485039,0.66,0.309,2.27346502383904e-64
AC023590.1,9.45614379970518e-69,0.519055534125166,0.491,0.148,2.31713347667976e-64
TPM1,1.06558324657677e-68,0.828097680419297,0.417,0.104,2.61110518741171e-64
STK33,2.08881413929214e-68,0.497477374666226,0.764,0.391,5.11843016692146e-64
CSNK1A1,8.09388011748042e-68,0.526178806583246,0.769,0.414,1.9833243839874e-63
MINDY2,9.75257115137705e-68,0.595520590944154,0.595,0.248,2.38977003493343e-63
CDKN2AIP,1.64330750985788e-67,0.933167709346837,0.294,0.032,4.02676072215576e-63
PSD3,3.42371919975903e-67,0.692002321067013,0.424,0.112,8.38948152708952e-63
KITLG,7.0185882492706e-67,0.887444376821078,0.733,0.467,1.71983486460127e-62
MYL12A,1.51843417491093e-66,0.600529933672168,0.283,0.023,3.72077110220174e-62
ERRFI1,2.29075887329109e-66,1.19155144409766,0.337,0.064,5.61327554311249e-62
NIPAL1,1.20907314458703e-65,0.566178191669575,0.383,0.083,2.96271283349606e-61
DPH6-DT,1.36938973538141e-65,0.63033391687389,0.496,0.167,3.35555260757861e-61
ANXA2,1.51416278733483e-65,0.665032581364527,0.36,0.071,3.71030449408527e-61
ABCB1,2.33139404807299e-65,0.642532964645352,0.558,0.213,5.71284797539805e-61
FOSB,2.37029557695399e-65,-1.09603110589323,0.163,0.378,5.80817228176805e-61
NBEA,4.83019037930902e-65,0.503318584739521,0.662,0.299,1.18358985054588e-60
TBL1XR1,6.96865047687651e-65,0.538321422510565,0.769,0.426,1.70759811285382e-60
CDH6,3.31256865312611e-64,-0.48568434178552,0.01,0.13,8.11711822762023e-60
RAI14,4.67367387897359e-64,0.594757912004598,0.579,0.236,1.14523704730369e-59
TMSB4X,7.80265116854882e-64,0.541975315697791,0.331,0.053,1.9119616423412e-59
LINC00278,8.54062516399655e-64,-0.522060937872499,0.025,0.168,2.09279479018572e-59
IER3,3.545025152753e-63,0.808810311494348,0.417,0.126,8.68672963430595e-59
TES,5.79408479885737e-63,0.530938894728866,0.395,0.098,1.41978253911201e-58
AC096564.1,9.60231102793452e-63,0.780584600630975,0.304,0.044,2.35295029428508e-58
ANXA3,1.57315785091017e-62,0.55317659190202,0.304,0.041,3.85486599787029e-58
PTPRK,3.08629456528683e-62,0.507869824639071,0.733,0.387,7.56265620277886e-58
LDLR,6.91728890358148e-62,-0.857383485474507,0.114,0.321,1.6950124729336e-57
TRABD2B,1.2675095058596e-61,-0.82544109606032,0.482,0.624,3.10590529315837e-57
ZBTB20-AS5,1.4382230032945e-61,0.49577372866968,0.463,0.146,3.52422164727284e-57
NEDD4L,2.10888087427866e-61,0.519561627134043,0.866,0.625,5.16760169433243e-57
LINC00486,2.71474301076791e-61,-0.774562345179569,0.297,0.492,6.65220627358569e-57
ZRANB2,6.2695583536552e-61,0.431629963606713,0.646,0.278,1.53629257897967e-56
RGS6,7.75309761796572e-61,-0.991278570314149,0.043,0.199,1.89981904030632e-56
ERCC1,1.50163849951636e-60,-1.22372913881336,0.172,0.373,3.67961497921489e-56
FAT1,2.20214598850782e-60,0.663875391808571,0.581,0.25,5.39613853023957e-56
TEX41,2.86817615858832e-60,-0.767750706906538,0.526,0.685,7.02817885900483e-56
CTGF,4.66985309696303e-60,0.520427440831574,0.295,0.04,1.14430080287982e-55
SLCO3A1,5.35796354706275e-60,0.598563024568993,0.325,0.057,1.31291538757226e-55
PTAFR,5.74776071536255e-60,0.55675366917626,0.306,0.046,1.40843128569244e-55
RAB11FIP2,7.59955602923504e-60,0.581658061554589,0.463,0.155,1.86219520940375e-55
BTG2,2.26173732721915e-59,0.609182568758518,0.539,0.221,5.54216114661781e-55
SLC19A3,2.75625135519854e-59,-0.418075432606189,0.006,0.109,6.7539183207785e-55
SSBP2,2.82591464616494e-59,0.475658150495454,0.618,0.274,6.92462124896257e-55
ADAMTSL3,2.90707865165362e-59,0.542301578388881,0.373,0.09,7.12350552801203e-55
KAZN,4.56966779777932e-59,-0.499286265875976,0.955,0.947,1.11975139716785e-54
MAL,1.25771742717304e-58,0.756388985783243,0.553,0.241,3.08191078354482e-54
ANKRD10,1.44804159772335e-58,0.459134304172237,0.663,0.311,3.54828113106129e-54
SGMS2,2.33046870638625e-58,0.755460093073643,0.404,0.122,5.71058051812886e-54
EPB41L3,2.3991877050302e-58,-0.981331736156064,0.201,0.4,5.87896955240599e-54
CD9,4.80187439957716e-58,0.525080593480224,0.325,0.061,1.17665130287239e-53
PPP4R1,5.79486478641984e-58,0.486723047065377,0.547,0.22,1.41997366726432e-53
PPP1R9A,8.14312982183288e-58,0.422676833105832,0.716,0.373,1.99539253154193e-53
PTPRM,1.03921535287431e-57,0.429031467414826,0.854,0.554,2.5464933006832e-53
YWHAZ,1.59391255299116e-57,0.476372805877131,0.56,0.231,3.90572331984953e-53
ACTR3,4.56314172007461e-57,0.52523011118424,0.585,0.259,1.11815224708708e-52
LINC01482,1.19258485299341e-56,0.429851865329561,0.561,0.222,2.92230992377504e-52
MAL2,1.31172260132003e-56,0.612894621683285,0.367,0.093,3.2142450622746e-52
UTRN,1.39527252926184e-56,0.436792999624829,0.724,0.378,3.41897580570322e-52
LGALS3,1.72641396608413e-56,0.711314468892397,0.312,0.06,4.23040478249255e-52
TNFRSF12A,2.24605468485673e-56,0.515908593232119,0.326,0.065,5.50373239977294e-52
AC005208.1,5.35067298762426e-56,0.534867640008747,0.715,0.392,1.31112890888745e-51
UNC13C,7.81742911882079e-56,0.684450963234557,0.322,0.067,1.91558283127585e-51
RFX3,1.31549828675493e-55,0.451304357991029,0.548,0.215,3.22349700186428e-51
TIMP3,1.67607618592878e-55,1.19292639734669,0.542,0.254,4.10705708599987e-51
MAST4,1.79813899688112e-55,-0.757799325107486,0.106,0.294,4.40615979795749e-51
NAALADL2,3.51259939149472e-55,0.370033139895963,0.933,0.756,8.60727354891867e-51
LAMC1,4.34388612582846e-55,0.533950588556546,0.41,0.123,1.064425856273e-50
NAV2,7.88567399684388e-55,1.00336741266609,0.525,0.252,1.93230555618662e-50
AC104827.1,1.04352947924456e-54,0.476626862790829,0.29,0.047,2.55706463594086e-50
TULP2,1.32788124384388e-54,-0.454079101295358,0.005,0.098,3.25384019991503e-50
AC011586.1,2.43989914414314e-54,0.481658867838384,0.273,0.039,5.97872886280834e-50
PHIP,2.76951664776419e-54,0.403958239159342,0.609,0.277,6.78642359368136e-50
TCF4,2.90820518794565e-54,0.467917751193521,0.385,0.107,7.12626599254201e-50
PLS3,3.34051897490599e-54,0.731711400353052,0.409,0.129,8.18560769610964e-50
MYO1E,4.69545725082878e-54,0.613685126612347,0.858,0.6,1.15057484474308e-49
SLC7A1,1.16296882752584e-53,0.53565514534312,0.393,0.117,2.84973881496931e-49
MAP3K5,1.91984993197146e-53,0.492235383814846,0.431,0.141,4.70440027330287e-49
RYBP,1.99999672945953e-53,0.507849744882155,0.437,0.144,4.90079198586764e-49
GABRB3,2.99931654778474e-53,-0.688503987379329,0.037,0.176,7.34952526869173e-49
LINC00513,6.86960052197188e-53,0.635334851361915,0.424,0.141,1.68332691190399e-48
SOX6,9.1327365696014e-53,0.456308670702577,0.806,0.509,2.23788576901513e-48
SPAG17,9.93550101601507e-53,0.392188691875924,0.402,0.119,2.43459516896433e-48
ELL2,1.14907555989164e-52,0.573379199002619,0.338,0.082,2.81569475195848e-48
TENT4B,1.68271290515292e-52,0.50698351360998,0.401,0.126,4.12331970278671e-48
IQCJ-SCHIP1,1.86283271941858e-52,0.705488010800075,0.343,0.09,4.5646852956633e-48
ATP1B1,1.95011202468809e-52,-0.510743106202515,0.763,0.823,4.77855450529569e-48
PTP4A1,1.96253242114641e-52,0.658892456969037,0.288,0.053,4.80898944477717e-48
SYN3,1.97135562046069e-52,0.922803070013251,0.305,0.067,4.83060981237688e-48
ATP2B1,2.4839605442387e-52,0.519638201652446,0.379,0.109,6.0866969176025e-48
WWTR1,3.43026090491772e-52,0.650613946714607,0.641,0.329,8.40551132141037e-48
RASA2,4.72356440381024e-52,0.478006779938813,0.567,0.242,1.15746222150966e-47
SLC8A1,7.06809351298869e-52,-0.894210632530923,0.718,0.771,1.73196563442275e-47
ASIC2,7.18225782389129e-52,0.524912761657347,0.265,0.039,1.75994045716632e-47
GOLGA8A,1.03461029854336e-51,0.370647612815327,0.327,0.071,2.53520907555064e-47
EFR3A,1.42497689122535e-51,0.409094305291214,0.483,0.177,3.4917633742586e-47
RANBP3L,1.51358932666665e-51,-0.621167298349796,0.028,0.153,3.70889928606396e-47
STC1,1.83485777455923e-51,0.925299736892801,0.278,0.049,4.49613549077994e-47
ARAP2,1.99867361644422e-51,0.457319787166268,0.361,0.097,4.89754982973491e-47
MCTP1,2.25962460482625e-51,0.522742364563471,0.346,0.088,5.53698413166625e-47
JMJD1C,4.5444596400397e-51,0.403434805536944,0.895,0.666,1.11357439019533e-46
PPARG,5.57596282532218e-51,0.550775300590403,0.547,0.24,1.36633393071695e-46
ZNF83,5.64499922306787e-51,0.429425242817264,0.676,0.34,1.38325060962055e-46
RHOBTB3,7.64031935206174e-51,0.605849000952613,0.713,0.44,1.87218385402921e-46
ARHGEF3,1.6106186214772e-50,-0.715273246453389,0.651,0.705,3.94665987006773e-46
RAPH1,1.79293270804343e-50,0.460562075939295,0.599,0.28,4.39340230778963e-46
CADM1,2.44312593253495e-50,0.4582623748019,0.43,0.148,5.98663578508364e-46
AC009554.1,2.6250445735108e-50,0.405815381514134,0.327,0.076,6.43240922293086e-46
YTHDC1,2.68259796382528e-50,0.376386601926324,0.5,0.188,6.57343805055746e-46
EYA2,2.88625254802083e-50,-0.647593532841975,0.028,0.15,7.07247324367025e-46
LRRN3,3.35339085097319e-50,0.358869093489142,0.243,0.027,8.2171489412247e-46
CRY1,4.38134268755778e-50,0.530886158071902,0.502,0.212,1.07360421215916e-45
RDH10-AS1,4.95685690618721e-50,0.638773761901631,0.339,0.092,1.21462821629211e-45
LSAMP,5.21458360975992e-50,-0.961526998666943,0.166,0.362,1.27778156773557e-45
CDC73,6.18716975100877e-50,0.410338015245385,0.452,0.163,1.51610407578719e-45
NUP98,9.30078889224592e-50,0.408713735315482,0.549,0.237,2.27906531015594e-45
KCTD8,1.80771112918454e-49,0.503410558297456,0.634,0.333,4.42961535095379e-45
EHD4,1.82667806009877e-49,0.438310143124204,0.372,0.111,4.47609191846603e-45
MAPK10,2.41919290888973e-49,0.345804439335645,0.912,0.69,5.9279903039434e-45
ABCC9,2.53325423779929e-49,0.606543374154425,0.284,0.055,6.20748618430339e-45
LPIN2,2.66782710433786e-49,0.500269861027269,0.446,0.162,6.5372435364695e-45
SLC38A11,3.03325270599868e-49,0.453295150750117,0.651,0.343,7.43268243077918e-45
NR2F2-AS1,3.21951121151042e-49,0.432213836243774,0.7,0.387,7.88909027268513e-45
ZNF385D,3.62735394000556e-49,0.481484312329503,0.306,0.069,8.88846809458961e-45
THBS1,3.70775094729613e-49,0.784073268303594,0.271,0.05,9.08547292125444e-45
TRPS1,5.27553031589874e-49,0.430272900304209,0.712,0.407,1.29271594860783e-44
S100A2,7.38838532796325e-49,0.602757657202297,0.208,0.014,1.81044994076412e-44
RNF111,1.17648157763902e-48,0.401080879027405,0.605,0.29,2.88285045784666e-44
AP001011.1,1.19653154746209e-48,0.36327655663363,0.318,0.074,2.93198090390111e-44
DCDC1,2.12415480147266e-48,0.383460045046939,0.365,0.102,5.20502892552861e-44
STAT1,2.55193353381807e-48,0.647064913053573,0.481,0.198,6.25325793126781e-44
CNN2,3.07703195373104e-48,0.403724199670407,0.236,0.028,7.53995909942253e-44
RDX,3.72531619956835e-48,0.459385898105631,0.488,0.198,9.12851481542228e-44
NEK11,4.96614363061828e-48,0.350136352055009,0.5,0.193,1.2169038352467e-43
PAWR,1.23814533529945e-47,0.628004039999748,0.607,0.306,3.03395132961777e-43
ZNF644,1.52877841256109e-47,0.445159510846126,0.576,0.263,3.7461186221397e-43
PPP2R3A,1.77001829779279e-47,-0.513973565383781,0.812,0.804,4.33725283691145e-43
TMEM232,1.89089461734407e-47,0.412429003590622,0.447,0.164,4.63344817033991e-43
EML4,2.20757657109259e-47,0.392064134387445,0.721,0.397,5.40944562980529e-43
PPP1R12A,3.5706053775348e-47,0.424358868333468,0.626,0.311,8.74941141711128e-43
LRRFIP1,4.07746382582036e-47,0.506153621307408,0.832,0.58,9.99141735879022e-43
HPN,4.39883124172952e-47,-0.769744381974363,0.193,0.369,1.0778896074734e-42
LINC02055,4.58510806447559e-47,0.639029880389761,0.195,0.01,1.1235348801191e-42
TOX3,4.91195227305419e-47,0.556549986646389,0.686,0.401,1.2036247849892e-42
DOCK7,5.31137373473158e-47,0.376546930329444,0.66,0.34,1.30149901995863e-42
ABI2,5.93541563615434e-47,0.354512421694457,0.543,0.229,1.45441424748326e-42
TBC1D5,7.47463575841379e-47,0.354484970075691,0.806,0.503,1.83158474624172e-42
PRKAR1A,7.60829790344715e-47,0.328991470513755,0.41,0.136,1.86433731826069e-42
PDGFC,1.55155221977846e-46,0.557888673675805,0.325,0.087,3.80192355934514e-42
WDR72,2.19063265154196e-46,0.445892024656174,0.719,0.434,5.36792624933841e-42
MBD5,2.85506605286741e-46,0.347764619860353,0.868,0.622,6.99605385594631e-42
ANKS1B,3.1150434829504e-46,0.550522569485832,0.328,0.091,7.63310255062165e-42
CPXM2,3.44562025291592e-46,-0.504364396257338,0.024,0.136,8.44314786774516e-42
ROCK2,7.04217116686118e-46,0.418056115673489,0.598,0.293,1.72561362272766e-41
PAPPA,8.92299013411141e-46,0.405232075962622,0.603,0.307,2.18648950246266e-41
SMS,9.19680103953792e-46,0.861948076534936,0.325,0.097,2.25358412672837e-41
RAB31,1.18444239471688e-45,0.560722852691065,0.233,0.032,2.90235764401425e-41
PRKCI,1.22298285294675e-45,0.446528638858153,0.475,0.195,2.99679718286072e-41
ARID5B,1.28554534301793e-45,0.542576755881373,0.678,0.39,3.15010030853112e-41
AC022395.1,1.44003188469382e-45,0.401144158240094,0.211,0.02,3.52865413025373e-41
RHEB,1.44649267591083e-45,0.483223166348767,0.409,0.147,3.54448565305191e-41
DLG2,4.26852469559579e-45,0.416449211663826,0.847,0.646,1.04595929140879e-40
HNRNPU,5.29264031855238e-45,0.331539294613122,0.594,0.276,1.29690858365807e-40
SLIT2,5.33430449655948e-45,0.439538746832161,0.555,0.262,1.30711797383694e-40
CPSF6,7.05223914008454e-45,0.305305113532801,0.42,0.143,1.72808067888632e-40
CECR2,8.06681862003868e-45,-0.543908483005888,0.038,0.162,1.97669323465428e-40
DDX3Y,1.00886082883747e-44,-0.428935496413976,0.019,0.123,2.47211257498334e-40
COX20,1.04150312805001e-44,0.316119306289433,0.262,0.048,2.55209926497374e-40
DIAPH2,1.2148067966004e-44,0.385179506078231,0.489,0.203,2.97676257438963e-40
SLC20A2,1.27227893296944e-44,0.718358447780744,0.631,0.356,3.11759229734831e-40
ADGRG6,1.60172157338121e-44,0.479605503654915,0.251,0.044,3.92485854341333e-40
IQUB,1.73069458568352e-44,0.382695315165992,0.409,0.143,4.24089401275889e-40
MYO6,2.02683883558127e-44,0.446583090112343,0.849,0.576,4.96656588270835e-40
USP25,2.31446953357381e-44,0.360092679024442,0.597,0.289,5.67137614506926e-40
ARGLU1,2.36718402124984e-44,0.370625432739638,0.683,0.358,5.8005477256706e-40
AC002429.2,2.63959219176308e-44,0.37302585803338,0.322,0.085,6.46805670669626e-40
JAK1,3.84769143023407e-44,0.446877081020915,0.515,0.229,9.42838308064557e-40
PIK3C2G,5.0601818907997e-44,0.473393261348799,0.796,0.602,1.23994697052156e-39
TAB2,5.22631093634086e-44,0.328150016704064,0.513,0.216,1.28065523184096e-39
SLC16A5,6.46934284748942e-44,0.405163686300069,0.347,0.103,1.58524777134881e-39
STAM,6.94471039255718e-44,0.390414952631063,0.304,0.076,1.70173183459221e-39
ASPH,7.06355030233277e-44,0.387752016631327,0.353,0.106,1.73085236608362e-39
PDLIM5,8.82508390040194e-44,0.428358466729794,0.547,0.252,2.16249855895449e-39
GALNT16,9.35243804603416e-44,-0.428167776655196,0.015,0.11,2.29172141880021e-39
CREM,1.50765374987087e-43,0.430573851418146,0.461,0.187,3.69435474868357e-39
PARD3B,1.78012771132685e-43,0.338581885755038,0.878,0.638,4.36202494383532e-39
ATP13A3,1.948490507782e-43,0.397730792931123,0.483,0.203,4.77458114026902e-39
ID1,3.15898386985726e-43,0.438880432684457,0.27,0.058,7.74077407469823e-39
KDM6A,3.77891808221899e-43,0.334209409491499,0.654,0.328,9.25986086866941e-39
