,p_val,avg_logFC,pct.1,pct.2,p_val_adj
LINC02532,8.86030920712497e-45,-1.63425049181355,0.108,0.507,2.1711301681139e-40
ATP10A,1.0315782862317e-44,2.15259629109231,0.734,0.049,2.52777943258216e-40
MAGI2,1.97233112134822e-44,1.30235210393079,0.934,0.5,4.83300017975167e-40
AC007952.4,2.24657673918157e-43,-1.14259825125283,0.011,0.208,5.50501164169051e-39
SLC34A1,1.22839454825429e-42,-1.13355021277106,0,0.118,3.01005800104231e-38
SPP1,3.87159553892435e-41,-1.59936371811569,0.05,0.347,9.48695770858024e-37
DSCAML1,7.36614333761856e-40,-1.35156196784529,0.048,0.34,1.80499976345005e-35
ACSM2A,1.5212283176357e-39,-1.56451159484085,0.022,0.243,3.72761786953453e-35
TINAG,2.1828202311495e-38,-0.927594264880726,0.005,0.153,5.34878269440874e-34
CLDN10,3.73568488369149e-35,-1.37959787348718,0.024,0.236,9.15392223899763e-31
HIST1H2BD,1.01988449098473e-33,-1.57586666654323,0.018,0.208,2.49912495670898e-29
GLIS1,2.31224731462066e-33,-1.05195708005126,0.008,0.153,5.66593081974645e-29
PARD3B,5.13788005345694e-33,0.942833189125255,0.919,0.618,1.25898612829909e-28
VCL,1.24481003337498e-31,1.47384056922995,0.707,0.174,3.05028250578206e-27
NEBL,7.31871831879018e-31,1.34007279892617,0.763,0.271,1.79337873683635e-26
AGXT2,1.7190141718883e-30,-0.906580593724857,0.001,0.097,4.21227232679508e-26
NALCN,6.92126144555988e-30,1.61727896063033,0.584,0.042,1.69598590461999e-25
FTCD,1.1687331617134e-29,-1.4018457953195,0.005,0.125,2.86386373946252e-25
TIMP3,1.66406809176579e-28,2.45821974931766,0.629,0.118,4.07763245206289e-24
GLYAT,3.91531624741296e-28,-0.899913345687799,0.007,0.132,9.59409093266072e-24
SLC28A1,2.97369929944921e-27,-1.07622084332214,0.01,0.146,7.28675276337035e-23
SAMD4A,6.21353384936689e-27,1.31603257157179,0.795,0.368,1.52256433444886e-22
CALD1,1.01782968800181e-26,1.39720160788163,0.781,0.326,2.49408986747964e-22
CTGF,1.23806177915806e-26,1.16965900836409,0.788,0.292,3.0337465836489e-22
CRIM1,1.46134318919433e-26,1.23472490048487,0.854,0.5,3.58087535080178e-22
COL11A1,3.46517602004563e-26,1.6724119193843,0.573,0.083,8.49106731951981e-22
SLC5A12,3.97238797841628e-26,-0.802914308000986,0.002,0.09,9.73393950231125e-22
AC087762.1,8.42503050105708e-26,-0.745860310667112,0.004,0.104,2.06446947397903e-21
SLC13A1,1.16275267607536e-25,-0.72419083542883,0.004,0.104,2.84920915745505e-21
PTH2R,1.68057540064588e-25,-1.31401971883931,0.196,0.542,4.11808196174265e-21
NLGN1,4.40377593836292e-25,-1.25902801782927,0.13,0.431,1.07910125593645e-20
CHIC2,4.88640307484117e-25,1.35663852773084,0.602,0.104,1.19736420945908e-20
NAV2,1.18226707619434e-24,1.16479718313559,0.703,0.236,2.89702724350661e-20
ANPEP,4.56123235922306e-24,-0.92447552130196,0.008,0.125,1.11768437730402e-19
FHL2,5.76317665745926e-24,1.16140284836863,0.623,0.139,1.41220880814382e-19
P3H2,8.70272200567664e-24,1.37215215244195,0.709,0.278,2.132515000271e-19
BHLHE40,1.52227572256027e-23,1.29829595160089,0.531,0.056,3.73018443056168e-19
SLC13A3,3.73939649219614e-23,-1.34342195257455,0.045,0.243,9.16301716447743e-19
SLC17A1,5.29055978560573e-23,-0.829803638114844,0.006,0.111,1.29639876986483e-18
AC245014.3,5.94072447364591e-23,-0.603697937729248,0.006,0.111,1.45571512502219e-18
NAV3,1.28690245928633e-22,1.34962187627969,0.579,0.118,3.15342578623522e-18
AL589669.1,2.99066920387704e-22,-0.907499722977361,0.01,0.125,7.32833581718029e-18
PDLIM5,5.24412949735632e-22,1.32645336008965,0.714,0.312,1.28502149203219e-17
FBXL7,6.13317767868011e-22,0.958629800490719,0.754,0.319,1.50287385838377e-17
AC005699.1,1.09073700228522e-21,-0.877166727332625,0.018,0.16,2.6727419503997e-17
DPYS,1.98796379232281e-21,-0.59959465525159,0.002,0.076,4.87130647670782e-17
ACTB,2.47518544680716e-21,1.20284790350296,0.537,0.083,6.06519441885625e-17
