,p_val,avg_logFC,pct.1,pct.2,p_val_adj
TRPS1,7.56750608967267e-43,0.610446512143047,0.768,0.31,1.85434169221339e-38
ANGPTL1,2.1070148962481e-42,0.554878867976563,0.443,0.08,5.16302930176635e-38
RUNX1,3.47166747622108e-42,0.663612689551869,0.407,0.062,8.50697398373214e-38
THSD4,4.81135853042464e-42,0.660895875135233,0.86,0.441,1.17897529429525e-37
TMLHE-AS1,4.94648341847021e-42,0.600161505803127,0.539,0.136,1.21208629686194e-37
WSB1,5.47641380594342e-42,0.589271083112117,0.944,0.66,1.34194043900838e-37
PRAG1,1.76389199537982e-41,0.743127769627992,0.347,0.036,4.3222409454787e-37
AC023051.1,1.79398481526561e-41,0.588674342642622,0.495,0.111,4.39598039132685e-37
ACTR3,1.88237539917832e-41,0.612475423612541,0.743,0.3,4.61257267814656e-37
CNTN3,4.68585575038989e-41,0.537322925141972,0.505,0.114,1.14822209307554e-36
KCNJ3,5.22867682270478e-41,0.66051436240762,0.466,0.1,1.28123496863558e-36
GLS,5.38801764298747e-41,0.647181095573041,0.856,0.431,1.32027984323765e-36
DPY19L2,5.90098055329638e-41,0.576920491138089,0.831,0.415,1.44597627477974e-36
PRKCA-AS1,8.34437050259274e-41,0.445140493647389,0.347,0.036,2.04470454795533e-36
BICC1,8.74177137805198e-41,0.623829261601414,0.762,0.301,2.14208365847786e-36
AC012409.2,1.03399725954022e-40,0.571990193272947,0.539,0.139,2.53370688477735e-36
ITM2B,1.83373213209362e-40,0.508029378146198,0.591,0.165,4.49337721648221e-36
RPA3,2.00099305956078e-40,0.567910485772658,0.451,0.092,4.90323339314774e-36
AC005920.2,2.02948603003134e-40,0.592753241742098,0.495,0.114,4.97305256798879e-36
CPSF6,4.08905508628509e-40,0.459974936337824,0.484,0.103,1.0019820583433e-35
DGKI,5.48444990989165e-40,0.685136990547036,0.605,0.19,1.34390960591985e-35
AL138828.1,1.14475536193798e-39,0.558198093957605,0.422,0.076,2.80510853889283e-35
INTS6,3.36280446528856e-39,0.626728235809258,0.626,0.217,8.24021606174308e-35
FERMT2,3.78580101230969e-39,0.494946583763722,0.626,0.197,9.27672680056365e-35
NR6A1,3.83631389670588e-39,0.633763196089216,0.72,0.278,9.40050357248808e-35
LY86,5.03066502369475e-39,0.589329238146442,0.378,0.055,1.23271415740616e-34
NRCAM,5.7437686036472e-39,0.592983106477181,0.374,0.056,1.40745305863771e-34
MECOM,6.07932136763198e-39,0.487404297534251,0.985,0.899,1.48967690792454e-34
CNOT2,2.27344457948495e-38,0.460637115487866,0.639,0.203,5.57084859756993e-34
AC019197.1,2.31932094770642e-38,0.564334395718285,0.979,0.916,5.68326405025981e-34
ATP6V1G3,2.39088934008657e-38,0.454071549598191,0.499,0.117,5.85863523894812e-34
AC092422.1,3.3525288433046e-38,-1.07922850004174,0.322,0.619,8.2150366776336e-34
AC074033.1,1.00589646297848e-37,0.386353125161766,0.324,0.034,2.46484869288247e-33
FP236383.1,1.02588756900735e-37,-1.15993640832074,0.505,0.686,2.51383489909562e-33
NEAT1,1.49898754890169e-37,-0.638430093071804,0.998,0.98,3.6731190898287e-33
DUSP1,2.28694632593176e-37,0.525493108692474,0.478,0.114,5.6039332770632e-33
MLLT3,5.23246662888466e-37,0.505557787052394,0.553,0.158,1.2821636227419e-32
SNX2,7.34549667615067e-37,0.548937410476118,0.47,0.111,1.79994050552396e-32
TTC19,9.03208399729268e-37,0.481542354174645,0.674,0.236,2.2132218626966e-32
THSD7A,1.20465507960325e-36,0.596680951826372,0.894,0.568,2.9518868070598e-32
AC024145.1,3.39052690362561e-36,0.457674450595333,0.516,0.133,8.3081471246442e-32
AC023590.1,3.56249046832698e-36,0.507784006499492,0.605,0.19,8.72952664358843e-32
LDLR,4.1819171973805e-36,-1.17436432880827,0.332,0.61,1.02473699004612e-31
IMMP2L,4.38955759046654e-36,0.600559014585413,0.929,0.616,1.07561719196792e-31
STK17A,1.61894938831795e-35,0.608069002383728,0.716,0.303,3.96707358113431e-31
COBL,1.72894141285881e-35,0.440101565666767,0.491,0.122,4.23659803806924e-31
RAP1GDS1,2.27437491963522e-35,0.448565658927072,0.524,0.144,5.57312830307415e-31
RASAL2,2.66702143942767e-35,0.521177845084227,0.595,0.189,6.53526933517357e-31
LINC02343,3.53522625311255e-35,0.608513146045856,0.8,0.398,8.66271841062698e-31
EGR1,5.09402687892372e-35,0.488335295592583,0.507,0.14,1.24824034641147e-30
SREBF2,6.94907477717909e-35,-0.899921946470741,0.745,0.774,1.70280128339996e-30
AC006059.1,7.70170923087756e-35,0.435146513908277,0.449,0.105,1.88722682993424e-30
ZBTB20-AS1,1.81060793313193e-34,0.406884551572879,0.351,0.053,4.43671367934648e-30
MYL6,2.20843592859365e-34,0.411931421656215,0.461,0.109,5.41155139942588e-30
THUMPD3-AS1,2.23539459880361e-34,0.412801889510753,0.524,0.145,5.47761092490836e-30
IQGAP2,2.43491775404991e-34,0.528298474202807,0.62,0.218,5.9665224645239e-30
ABO,2.5481273178586e-34,0.411546114857869,0.457,0.109,6.2439311796807e-30
CA8,2.67576259256139e-34,-0.929729749104334,0.284,0.624,6.55668865681243e-30
CRYBG1,3.5251380607934e-34,0.51251499523727,0.338,0.051,8.63799830416816e-30
EPB41L4A,5.32762064994002e-34,0.497910593668727,0.743,0.314,1.3054801640613e-29
ANK3,1.07891419706608e-33,0.522894554468105,0.906,0.568,2.64377134849072e-29
YWHAZ,1.49545254141547e-33,0.637018763555756,0.699,0.31,3.66445690748447e-29
PFKFB3,2.00792246448424e-33,0.43519671290101,0.457,0.111,4.92021320697219e-29
PHACTR2,2.42673644055903e-33,0.509743620189391,0.731,0.306,5.94647497394584e-29
COL10A1,3.64424390396961e-33,0.394496144331467,0.303,0.037,8.92985526228712e-29
FREM1,3.98680052048678e-33,0.442017318488438,0.906,0.562,9.76925599540081e-29
DSTN,4.3270600829583e-33,0.53785949953389,0.547,0.178,1.0603028027281e-28
AP001011.1,4.38558042927952e-33,0.436580122338965,0.386,0.076,1.07464262839065e-28
ST7-AS2,6.25637801114846e-33,0.400062617518722,0.311,0.041,1.53306286785182e-28
NEK11,7.05142115483226e-33,0.455241480463951,0.491,0.139,1.7278802397801e-28
PPP1R9A,7.42759805157649e-33,0.515976522157376,0.77,0.37,1.8200586265583e-28
HIPK2,8.3905052965969e-33,-0.807685532779065,0.864,0.874,2.0560094178781e-28
ARF4,1.33786343053873e-32,0.517282147182179,0.499,0.145,3.2783005501921e-28
KNOP1,1.52080581088595e-32,0.3867728562623,0.367,0.067,3.72658255899494e-28
CGGBP1,1.73388386434661e-32,0.413286513393332,0.499,0.139,4.24870902119493e-28
CTGF,1.87448163886935e-32,0.474279602329767,0.273,0.027,4.59322980788545e-28
TMSB4X,1.88983976064157e-32,0.487743573251416,0.374,0.073,4.6308633494761e-28
HEPACAM2,2.37928830582443e-32,0.383181252673521,0.347,0.058,5.83020806459219e-28
LRP2,4.46125813802252e-32,-1.10522498165348,0.033,0.304,1.09318669414104e-27
UHMK1,7.07480822563357e-32,0.485760116370213,0.582,0.195,1.73361100760925e-27
MYL12A,8.73331224832273e-32,0.418227257933182,0.292,0.037,2.140010833329e-27
EXOSC7,1.3993956126476e-31,0.399332514501301,0.585,0.19,3.42907900923169e-27
C15orf53,1.48713398410476e-31,0.484010094018935,0.359,0.069,3.64407311465031e-27
AL365394.1,1.51089057207602e-31,0.634242447906568,0.332,0.058,3.70228625781508e-27
DAPK1,1.59636282457744e-31,0.43824558359767,0.541,0.167,3.91172746534455e-27
DENND1B,2.0064080131746e-31,0.412106347752565,0.695,0.267,4.91650219548304e-27
TNIK,2.19978684601555e-31,0.602788298200213,0.397,0.094,5.39035768747649e-27
CNN2,2.37962151473083e-31,0.361054708079577,0.28,0.031,5.83102455969644e-27
FOS,3.20181453631661e-31,0.573227821894241,0.507,0.164,7.84572633979023e-27
AC078883.1,3.35162104265435e-31,0.456516114968047,0.436,0.112,8.21281220292023e-27
LINC02055,4.0336328716174e-31,0.647831139961224,0.238,0.017,9.88401398861129e-27
TMEM184C,4.70644775750496e-31,0.393937287801624,0.326,0.053,1.15326795849901e-26
HMG20A,4.98247310559222e-31,0.40869488503419,0.511,0.153,1.22090520979432e-26
USP3-AS1,6.52154441330343e-31,0.388667473669145,0.392,0.084,1.59803924303587e-26
CAPN13,6.86769940587935e-31,0.371106419453721,0.407,0.09,1.68286106241668e-26
SORBS2,7.46093820547288e-31,0.461171430506706,0.793,0.376,1.82822829786907e-26
KIF12,7.4742935707308e-31,0.411528728420646,0.453,0.117,1.83150089657187e-26
MTX2,9.34242725118947e-31,0.406614421522044,0.641,0.245,2.28926837363147e-26
IER3,1.50811567497399e-30,0.646019796302904,0.359,0.076,3.69548664995626e-26
ADGRG6,1.59108632016715e-30,0.317315971529037,0.267,0.028,3.89879791893758e-26
MOB3B,1.64619645309227e-30,0.473424824484105,0.63,0.24,4.0338397886573e-26
RNF111,1.80785677518159e-30,0.440805114329336,0.701,0.301,4.42997224190497e-26
COL5A2,1.92131248360451e-30,0.351914749814692,0.263,0.027,4.70798410982448e-26
SKAP2,2.61549806661672e-30,0.389028875274597,0.622,0.226,6.40901646243761e-26
DAAM1,2.99624809843832e-30,0.496052972697613,0.582,0.206,7.34200634041327e-26
PAWR,4.1251944459444e-30,0.44329324672654,0.633,0.24,1.01083764703422e-25
SLC43A2,4.54340476918449e-30,0.449274607876889,0.706,0.287,1.11331590464097e-25
AC012085.2,6.11583830383216e-30,0.38404265831082,0.303,0.047,1.49862501797103e-25
PPARG,7.56423985241361e-30,0.565855444386239,0.712,0.31,1.85354133343543e-25
AC092140.1,8.94593376816468e-30,0.337758723114996,0.242,0.02,2.19211161055107e-25
CLCN3,1.08427989471932e-29,0.359720070617812,0.434,0.114,2.65691945402022e-25
FAM13C,1.87372720846329e-29,0.43582435916708,0.484,0.144,4.59138115161844e-25
MBOAT2,1.95257884787175e-29,0.493426670752845,0.459,0.131,4.78459920882494e-25
LINC00486,2.17919595658359e-29,-0.895863610221844,0.276,0.513,5.33990177201244e-25
BAZ2B,2.53792694427881e-29,0.469319403662745,0.852,0.476,6.21893618426079e-25
LINC01572,2.57027622747543e-29,0.445504580540461,0.582,0.211,6.2982048678058e-25
AC084048.1,2.86787732873245e-29,0.417205100068743,0.549,0.186,7.027446606326e-25
ARSJ,3.10977289489458e-29,0.517172002382018,0.647,0.267,7.62018750164968e-25
RHEB,5.00444243359538e-29,0.474100057056028,0.562,0.203,1.22628857392821e-24
AC016493.1,5.12892310023947e-29,0.408126452241427,0.284,0.041,1.25679131648268e-24
AC008250.1,5.71787996985196e-29,0.555232977237278,0.317,0.058,1.40110930781252e-24
PDIA6,5.79642230418286e-29,0.27415042008204,0.42,0.101,1.42035532141697e-24
FHL2,6.2325070680201e-29,0.403564688245791,0.203,0.008,1.52721353194765e-24
MARCH7,8.78634962418177e-29,0.409219162987392,0.601,0.218,2.1530071119095e-24
TPM1,8.97017865440602e-29,0.377590659063138,0.555,0.186,2.19805257747565e-24
SLC25A36,9.7770966518505e-29,0.319142682196821,0.612,0.209,2.39577976356945e-24
AC011092.2,1.31850317964216e-28,0.378125817164172,0.388,0.094,3.23086019139515e-24
SPAG17,1.39051364089148e-28,0.407059695364713,0.349,0.073,3.40731462564047e-24
MBD5,1.5912427642735e-28,0.432489520356217,0.946,0.716,3.89918126957578e-24
EIF3H,1.62273465921386e-28,0.363448830343303,0.484,0.144,3.97634900893765e-24
AP000311.1,1.69293335767845e-28,0.399013537435088,0.493,0.153,4.14836389965529e-24
PTP4A1,1.93700348731245e-28,0.36716348128706,0.282,0.041,4.74643334531043e-24
HNRNPLL,1.96472549064852e-28,0.306996333856963,0.332,0.062,4.81436334228514e-24
RHOBTB3,2.44462173908609e-28,0.398767091480443,0.601,0.223,5.99030110945656e-24
NUP214,2.56781923339536e-28,0.489618604630471,0.637,0.268,6.29218424951199e-24
CAPZA1,2.58456049753387e-28,0.346641883896399,0.578,0.2,6.33320704315699e-24
ZC2HC1A,3.2862066686584e-28,0.326138369740874,0.359,0.078,8.05252082088054e-24
AGFG1,3.49064883956374e-28,0.341611308187272,0.612,0.226,8.55348591646699e-24
PJA2,3.65926650877443e-28,0.448598198357917,0.633,0.256,8.96666665310087e-24
AC011503.1,4.11872015621315e-28,0.345772153065538,0.18,0.002,1.00925118707847e-23
PARP8,4.72678007771146e-28,0.399041627831593,0.518,0.17,1.15825019024242e-23
UBE3A,4.8697397065806e-28,0.378525062512354,0.71,0.304,1.19328101770051e-23
LY86-AS1,4.91382580267481e-28,0.535271086669812,0.749,0.367,1.20408387468744e-23
CSNK1A1,5.73643312903054e-28,0.418607453032428,0.862,0.48,1.40565557393764e-23
S100A6,6.13451517613251e-28,0.505282469808643,0.459,0.136,1.50320159875951e-23
AC020611.2,6.98477893377546e-28,0.396974208647859,0.282,0.044,1.71155022993234e-23
AC027018.1,9.04156468205051e-28,0.362361096299849,0.317,0.059,2.21554500968966e-23
AC093535.1,1.15805959602468e-27,0.328512403746695,0.311,0.056,2.83770923409887e-23
PAPOLA,1.22204520920426e-27,0.34258629090504,0.601,0.225,2.99449958063412e-23
STK33,1.3949056553399e-27,0.402274316419407,0.808,0.402,3.41807681784489e-23
TAB2,1.46844781244733e-27,0.415554662272181,0.582,0.218,3.59828451962093e-23
SOX6,1.50071501576685e-27,0.474497089728015,0.804,0.435,3.67735207463509e-23
AP000688.2,2.03332715269432e-27,0.327024059122953,0.219,0.017,4.98246485496217e-23
IL7,2.26948990073905e-27,0.34911540649494,0.374,0.09,5.56115805277096e-23
DLEU2,2.32691192774146e-27,0.504573384952371,0.534,0.197,5.70186498773766e-23
AC026202.2,2.434353590771e-27,0.299264914772064,0.286,0.045,5.96514003882525e-23
RAB11A,3.5648568233262e-27,0.487233448235031,0.741,0.365,8.73532515987851e-23
IBTK,3.82229639310637e-27,0.394320480415328,0.614,0.245,9.36615508166785e-23
JUN,4.38418533615139e-27,0.381583287477704,0.605,0.236,1.07430077477054e-22
ZDHHC21,4.57593507079287e-27,0.345599672003116,0.572,0.2,1.12128712974708e-22
KPNA4,8.47953108948885e-27,0.347258719675528,0.559,0.192,2.07782429816835e-22
SPATA6,9.7192266725784e-27,0.352795509109883,0.591,0.22,2.38159930384861e-22
SEC23A,1.35423162465533e-26,0.39153577954547,0.639,0.261,3.31840917305543e-22
KRT18,1.37110048165998e-26,0.415547482894588,0.288,0.05,3.35974462025962e-22
KIDINS220,1.43664837741366e-26,0.348355230648816,0.716,0.314,3.52036318401444e-22
SLC38A11,1.46202761474995e-26,0.403369997386599,0.509,0.172,3.58255246718328e-22
IMMP1L,1.56220592328009e-26,0.295664075539307,0.447,0.131,3.82802939440554e-22
CAT,1.82019386386621e-26,0.279241868251014,0.334,0.07,4.46020304401776e-22
RASA1,2.03058500397461e-26,0.362617599033016,0.643,0.271,4.97574549373939e-22
DHX15,2.44150155796859e-26,0.35475654744454,0.491,0.156,5.98265541764623e-22
DOCK7,2.49391905433312e-26,0.380868168166254,0.643,0.265,6.11109925073787e-22
MDFIC,2.64906214544382e-26,0.398626703929121,0.322,0.069,6.49126188119554e-22
TNFRSF12A,2.97069779605697e-26,0.376931898121808,0.29,0.051,7.27939787945801e-22
ARMCX4,3.24032347650223e-26,0.320662305302924,0.589,0.218,7.94008864682107e-22
SUB1,4.22997971904544e-26,0.271296595810933,0.349,0.08,1.03651423035489e-21
TMLHE,4.67698391617582e-26,0.301133722356354,0.564,0.197,1.14604813881972e-21
THRB,4.7816152545648e-26,0.470527504937943,0.871,0.563,1.17168700197856e-21
CDK6,5.64629182851149e-26,0.431879055650122,0.405,0.12,1.38356734965846e-21
AC104827.1,8.30848065028041e-26,0.27982236785763,0.244,0.031,2.03591009854471e-21
RHBG,8.5272060222958e-26,0.469729762364242,0.791,0.423,2.08950656370336e-21
FZD6,9.37486423846984e-26,0.314293666488923,0.441,0.129,2.29721673299465e-21
STK32A,9.43839825628717e-26,0.366757394364197,0.33,0.073,2.31278510872061e-21
MAPK10,1.00154971598435e-25,0.448099401760998,0.864,0.555,2.45419742404806e-21
PPIG,1.0883904706119e-25,0.33486878833737,0.564,0.204,2.6669920091874e-21
AL359706.1,1.31585324804617e-25,0.321956869772836,0.248,0.034,3.22436679901233e-21
ARHGAP32,1.37074729504755e-25,0.385189889589583,0.553,0.206,3.35887917178452e-21
PTPRK,1.75853096431733e-25,0.460260443992043,0.829,0.485,4.3091042749632e-21
PDE4DIP,1.87537014412816e-25,0.401595575047714,0.476,0.158,4.59540700117165e-21
FILIP1L,2.01754318980954e-25,0.435355930887822,0.436,0.139,4.94378783230929e-21
AL096772.1,2.28380005092387e-25,0.399596250498645,0.271,0.047,5.59622364478385e-21
ENO4,2.31517200402207e-25,0.294600165495657,0.284,0.051,5.67309747865568e-21
DNAJC9,2.32398268878111e-25,0.280288065264066,0.347,0.081,5.69468718058923e-21
AC027698.1,2.63442029565176e-25,0.353752856039533,0.24,0.031,6.45538349246507e-21
COL4A3BP,2.89612403728389e-25,0.290526916521673,0.624,0.245,7.09666234096046e-21
MPPED2,3.34100575286352e-25,0.402219467893828,0.939,0.754,8.18680049681677e-21
HOMER1,3.36487026972696e-25,0.589787527824191,0.409,0.119,8.24527810893894e-21
NHLRC2,3.41590403778181e-25,0.2782550212252,0.499,0.164,8.37033125418055e-21
GRAMD2B,3.68222895987184e-25,0.436263144505539,0.735,0.362,9.02293384326995e-21
AC013394.1,4.16550349935757e-25,0.351948735794069,0.526,0.187,1.02071497748258e-20
BTG3,4.3724978845513e-25,0.328227703170756,0.313,0.066,1.07143688163045e-20
ATAD1,4.57617907371377e-25,0.317737090240963,0.449,0.137,1.12134692022282e-20
VMP1,5.3509523325526e-25,0.548710859858263,0.764,0.437,1.31119735956869e-20
HNRNPU,5.6928463702808e-25,0.368188194021225,0.71,0.321,1.39497507457361e-20
PRLR,6.88071331857027e-25,0.418682978230492,0.706,0.329,1.68604999158246e-20
P3H2,8.35197806090483e-25,0.359311061306359,0.564,0.214,2.04656870404412e-20
ZDHHC3,8.44157822172177e-25,0.308212855280763,0.589,0.228,2.0685243274507e-20
CBLB,9.56264555738584e-25,0.325842164746335,0.491,0.165,2.34323066738183e-20
GPR132,9.65479793486253e-25,0.515687598680015,0.244,0.036,2.36581168595871e-20
VEZT,9.81572378374841e-25,0.322442854694089,0.578,0.22,2.40524495596971e-20
KLHL28,1.08460478462004e-24,0.350527695054459,0.342,0.081,2.65771556423295e-20
ASTN2,1.15142798704511e-24,-0.901591979025913,0.259,0.501,2.82145913945533e-20
BBX,1.397797374615e-24,0.379519012829084,0.766,0.382,3.42516268675659e-20
SNX24,1.42433165798553e-24,0.332275981551618,0.649,0.271,3.49018229472773e-20
GLRX,1.48139594346943e-24,0.251834946573905,0.332,0.075,3.6300126198775e-20
HNRNPK,1.49860323755784e-24,0.272210997316507,0.315,0.067,3.67217737331173e-20
PDLIM5,1.56537991498815e-24,0.471601289315837,0.82,0.513,3.83580694368696e-20
MYL12B,1.56961128722859e-24,0.266353736600112,0.309,0.066,3.84617549822493e-20
CCDC144NL-AS1,1.58343992565074e-24,0.289521670513618,0.294,0.058,3.88006119381458e-20
FUBP1,1.6228796080772e-24,0.317070613304254,0.582,0.218,3.97670419163238e-20
TAX1BP1,1.80315654800513e-24,0.350323739379077,0.775,0.367,4.41845480523176e-20
KIF3A,1.83091448101438e-24,0.278991278006066,0.292,0.056,4.48647284427764e-20
ANKRD44,1.87433101977144e-24,0.339061550878085,0.716,0.318,4.59286073084793e-20
RAP2C,2.26291608983077e-24,0.296226380130725,0.395,0.111,5.54504958652132e-20
SRGAP1,2.26831688835446e-24,0.355622866703275,0.787,0.382,5.55828370322377e-20
SH3RF2,2.53151718583019e-24,0.301709254763053,0.219,0.025,6.2032297121583e-20
ZRANB2,2.59944283719209e-24,0.380849132556385,0.749,0.365,6.36967472825551e-20
MORC3,2.98175564561278e-24,0.294882977472855,0.528,0.189,7.30649403400954e-20
KIFAP3,3.28511876886278e-24,0.313442923638084,0.392,0.111,8.04985503122136e-20
ABR,3.65948675288337e-24,-1.07224003934299,0.182,0.417,8.9672063392654e-20
MCC,3.68837465415126e-24,0.403530631930121,0.526,0.201,9.03799325253224e-20
MAPK6,3.79737757083886e-24,0.295390401710378,0.528,0.192,9.30509399958353e-20
TMEM50B,4.0349464973497e-24,0.308425179580303,0.422,0.126,9.8872328971057e-20
REV3L,4.37307209123676e-24,0.358489469546357,0.701,0.32,1.07157758523666e-19
YTHDC2,5.34072213979941e-24,0.27882900552675,0.595,0.232,1.30869055313645e-19
RSU1,5.45607834128517e-24,0.382489247569451,0.382,0.108,1.33695743674852e-19
SLC8A1,5.65962299844715e-24,0.503521285426415,0.493,0.186,1.38683401953949e-19
TOP1,6.07643527534614e-24,0.403628252574189,0.641,0.268,1.48896969987082e-19
ESR2,6.76323224883506e-24,0.353901967396243,0.503,0.184,1.65726243025454e-19
KIF21A,6.79380846021508e-24,0.391902275801571,0.697,0.324,1.6647548250911e-19
AC010976.1,7.15973218003057e-24,0.276170642194711,0.217,0.025,1.75442077339469e-19
ATP6V1C2,7.6721396937599e-24,0.446641383275412,0.843,0.501,1.87998111055893e-19
ARG2,7.98085355785347e-24,0.588017625867224,0.319,0.08,1.95562835581641e-19
ATP8A1,8.33178108295762e-24,0.389634225024962,0.499,0.181,2.04161963656794e-19
AC100763.1,8.63197479735563e-24,0.27018277572057,0.205,0.02,2.11517910434402e-19
SAP30L-AS1,9.28304564971466e-24,0.298444680584938,0.39,0.108,2.27471750600608e-19
AL137145.2,9.32239263969477e-24,0.316295594863741,0.261,0.045,2.28435909243081e-19
TBC1D19,9.37561291923789e-24,0.278154392556482,0.532,0.192,2.29740018973005e-19
PHIP,1.11135626783702e-23,0.405170963734699,0.664,0.304,2.72326739870784e-19
CAPZA2,1.12833451929414e-23,0.329523361119182,0.545,0.203,2.76487090607836e-19
AC025259.3,1.20463034971473e-23,0.258258179809965,0.171,0.008,2.95182620894098e-19
ZNF207,1.30415497364377e-23,0.301561933282043,0.658,0.278,3.19570134741671e-19
PHF14,1.44536595598494e-23,0.308015419828306,0.459,0.153,3.54172473854549e-19
