,p_val,avg_logFC,pct.1,pct.2,p_val_adj
KCNQ1OT1,8.20927352944303e-77,-1.95208508260053,0.123,0.633,2.01160038565472e-72
SLC5A2,2.14420192050609e-76,-2.27148427472018,0.006,0.513,5.25415238600812e-72
SYNE1,1.2559515189462e-73,1.46828908929778,0.625,0.21,3.07758360202577e-69
SLC28A1,1.2584402252963e-71,-1.80892537683977,0.05,0.558,3.08368192806604e-67
HPN,4.54866848761697e-71,-1.61405439427624,0.106,0.612,1.11460572620566e-66
NR4A1,2.5597892003847e-70,1.68114970019853,0.293,0.013,6.27250745662267e-66
CLDN10,5.61818312131454e-68,-1.70137481464502,0.084,0.574,1.37667959204691e-63
ACSM2A,6.74927967900418e-68,-1.23865291492474,0.093,0.621,1.65384349254318e-63
RNF213,7.11089913817445e-68,-1.40926058761802,0.239,0.704,1.74245472481827e-63
FOXP2,5.0950445631913e-67,1.53942161248153,0.407,0.065,1.2484897197644e-62
CDH6,5.23071829657002e-66,-1.73853390564314,0.058,0.542,1.28173521139152e-61
NRG3,3.02117428076749e-65,1.54027245951081,0.405,0.066,7.40308545759267e-61
MAST4,9.5858741574246e-65,-1.37853331818883,0.119,0.613,2.34892260353532e-60
FTCD,2.43399688520219e-64,-2.06323939062181,0.017,0.473,5.96426596749944e-60
LMNA,1.63704179945912e-63,1.58509450295466,0.386,0.062,4.01140722539463e-59
ACSM2B,4.04532977263168e-63,-1.5095367884733,0.067,0.549,9.91267607485667e-59
RP1,5.20771126062848e-63,1.70941299256929,0.237,0.003,1.2760975673044e-58
MAN1C1,1.0706265247224e-61,-2.20437502853712,0.011,0.444,2.62346323617976e-57
PTH1R,1.25802310399013e-61,-1.87296443997057,0.058,0.502,3.08265981401741e-57
EDIL3,3.60221019692648e-61,1.51491738981379,0.235,0.004,8.82685586654865e-57
HIST1H2BD,7.79887575767968e-61,-2.40928951185576,0.011,0.442,1.91103651566183e-56
PRKX,1.34553104610547e-60,1.60459562987488,0.267,0.014,3.29708927537683e-56
AC087762.1,7.75192177903362e-60,-1.94551167576251,0.022,0.456,1.8995309127344e-55
SLC4A4,3.26612829957356e-59,-1.81448012325934,0.05,0.489,8.00332078527506e-55
FP236383.1,3.85258486330715e-59,-1.62049578839816,0.312,0.739,9.44037394904784e-55
ANPEP,6.32776069653828e-59,-2.03862556226371,0.019,0.444,1.55055448107974e-54
SLCO3A1,9.93359212625802e-59,1.47167317100284,0.254,0.013,2.43412741461827e-54
EZR,3.30541467095741e-58,1.51642442865298,0.489,0.139,8.09958810971405e-54
MYO1D,1.38941587689075e-56,1.48398348823979,0.347,0.055,3.4046246647331e-52
ANXA1,1.75066989315133e-55,1.57513225776962,0.198,0,4.28984150617802e-51
GDA,2.00766902572209e-55,-1.74598159660265,0.052,0.468,4.91959218062941e-51
MYOF,1.89593336636219e-54,1.51524331155047,0.237,0.012,4.6457951209339e-50
ANXA2,1.2543596012145e-53,1.39439710805565,0.239,0.014,3.07368276681602e-49
GPX3,1.20600982827827e-52,-1.70247752859714,0.037,0.437,2.95520648321307e-48
FAM20A,2.21194154950105e-52,-2.00194979367903,0.017,0.404,5.42014157289736e-48
DLG2,5.69405464767487e-52,-1.03328450301853,0.274,0.695,1.39527115086625e-47
TRABD2B,4.22722164147223e-51,-1.24493768506226,0.172,0.598,1.03583839102636e-46
GRM8,4.48121350782922e-51,1.41419526758715,0.211,0.008,1.09807655795847e-46
LINC02471,1.71114582233941e-50,1.34664236326355,0.226,0.013,4.19299172306048e-46
C3,1.05992058900506e-49,-2.27842299581985,0.03,0.405,2.597229411298e-45
FHIT,1.44661108988899e-49,-0.881962044422338,0.394,0.757,3.54477581466397e-45
TNS3,1.52847699686672e-49,-1.23938236239578,0.159,0.575,3.74538003312222e-45
RIPOR2,2.80002242261717e-49,1.38513668354364,0.25,0.023,6.86117494438112e-45
AGXT2,7.74742412344952e-49,-1.65844166279092,0.026,0.405,1.89842880721007e-44
TINAG,7.68965350921966e-48,-1.67262418798717,0.041,0.415,1.88427269589919e-43
KLF6,1.68535501474165e-47,1.24809163149705,0.476,0.159,4.12979392812293e-43
SLC6A13,2.56078251355538e-47,-1.76690847146465,0.011,0.366,6.27494147121611e-43
AKAP12,3.07269855430489e-47,1.67620404856041,0.231,0.018,7.5293405374687e-43
LINC00621,2.25755146352853e-46,1.41133244680597,0.192,0.007,5.53190410623031e-42
LINC00871,5.15608187252953e-46,-1.78355474229741,0.019,0.372,1.26344630204464e-41
VCL,1.21469473268303e-45,1.36208430451255,0.289,0.044,2.9764879729665e-41
SLC7A8,1.75212487522573e-45,-1.89392856213982,0.004,0.343,4.29340679425314e-41
GALNT17,2.62496649665883e-45,1.39697806493903,0.207,0.013,6.43221790341281e-41
MYO10,4.47326426537867e-45,1.33502282842353,0.267,0.037,1.09612867558839e-40
CD44,8.31290574650999e-45,1.32780390580058,0.183,0.006,2.03699442412481e-40
BCL2,1.01332720828012e-44,1.33511546100236,0.45,0.152,2.48305699116961e-40
WDR72,1.69771709347733e-44,-1.47606193036829,0.062,0.431,4.16008596585684e-40
KAZN,1.73796386274418e-44,1.25431728789094,0.379,0.095,4.25870664926834e-40
CMYA5,4.20899362704734e-44,-1.699764198564,0.024,0.37,1.03137179837168e-39
NKAIN4,1.29088272248429e-43,-1.72096521119614,0.017,0.356,3.16317902317549e-39
LAMC2,1.45774067308915e-43,1.31333723260286,0.159,0.001,3.57204774533765e-39
WWC1,2.52108972877556e-43,-1.04165466562331,0.228,0.609,6.17767827139163e-39
CACNA1D,3.52888505190366e-43,-1.42441448292751,0.078,0.441,8.64717993118474e-39
SNX29,5.70595092715443e-43,-0.919782199933221,0.373,0.72,1.39818621518992e-38
MYO1E,1.34663961856805e-42,1.34350435737116,0.366,0.095,3.29980572133915e-38
MIOX,2.06182939925998e-42,-1.93529834357939,0.004,0.324,5.05230675994666e-38
ETS1,4.35145585211585e-42,1.31305561703934,0.244,0.032,1.06628074200247e-37
SLC47A2,6.32056312563532e-42,-1.64361482220671,0.037,0.372,1.54879078830568e-37
AHNAK,6.79272792496106e-42,1.40443082512721,0.228,0.025,1.66449005073246e-37
RAB11FIP3,2.08868332557547e-41,-0.99612016138714,0.147,0.537,5.11810962099013e-37
MSRA,2.50486339993397e-41,-1.29662605700489,0.067,0.424,6.13791727519821e-37
ESYT2,3.24141452206961e-41,1.3117199880421,0.345,0.085,7.94276214487936e-37
PFKP,4.67979012866215e-41,1.26633256509547,0.19,0.012,1.14673577312737e-36
ENPEP,6.54917725557375e-41,-1.4933205649766,0.047,0.384,1.60481039470579e-36
NCKAP5,9.82811539921682e-41,-1.39598911309718,0.06,0.408,2.40828139742409e-36
ARHGEF10L,1.74184674879703e-40,-1.34334866641005,0.093,0.446,4.26822127325225e-36
AL139807.1,2.53866936440178e-40,1.23030209405538,0.194,0.014,6.22075541053013e-36
NFATC2,3.05434534445484e-40,1.24235797075884,0.157,0.003,7.48436783205214e-36
LINC01060,6.3721653762778e-40,-1.73717626816219,0.002,0.306,1.56143540380311e-35
AC096577.1,1.12425620301603e-39,-1.68278879302423,0.022,0.339,2.75487739987049e-35
SLC5A12,2.57133765415268e-39,-1.63033399454897,0.011,0.318,6.30080578773572e-35
SLC17A1,6.78358764193563e-39,-1.012307210541,0.095,0.463,1.66225031577991e-34
GOLGA4,1.51116409175316e-38,-0.993313768446649,0.241,0.604,3.70295649043195e-34
CAST,1.65420538914546e-38,1.19286911196171,0.384,0.117,4.05346488556204e-34
ERBB4,1.76755525210104e-38,1.43411623827884,0.466,0.189,4.33121738974838e-34
CASC15,3.23498752595132e-38,1.25053083051628,0.205,0.021,7.92701343359112e-34
RHEX,5.45312013712694e-38,1.33683340840206,0.358,0.101,1.33623255840159e-33
ALDH1A2,6.00443261294739e-38,1.45762411323847,0.183,0.014,1.47132616747663e-33
LGMN,6.01593418080112e-38,-1.70613883549907,0.022,0.327,1.47414451166351e-33
FAM20C,6.91730850322229e-38,-1.51041089229718,0.032,0.345,1.69501727562959e-33
RBBP8,7.95218598257003e-38,1.12634301130652,0.371,0.108,1.94860365316896e-33
RAB31,8.00848835637671e-38,1.24025179834744,0.175,0.011,1.96239998684655e-33
PLEKHA5,1.576917081163e-37,-0.993813734814233,0.192,0.554,3.86407761568183e-33
PAPPA,3.98360682058996e-37,-1.33443087598941,0.052,0.373,9.76143015317363e-33
ACSF2,5.86574583968751e-37,-1.5546779146128,0.013,0.307,1.43734236055703e-32
AC005699.1,2.39780088891064e-36,-1.57353627617793,0.032,0.332,5.87557129818664e-32
PLCG2,3.9615589802385e-36,-1.62133642947088,0.097,0.425,9.70740412517642e-32
SAT1,6.41759026415983e-36,1.44949526067048,0.509,0.253,1.57256631832973e-31
LINC01320,9.37675021145048e-36,1.05747149719119,0.664,0.424,2.29767887181383e-31
SYNDIG1,1.86557523475561e-35,-1.61554645965829,0.013,0.297,4.57140555524515e-31
MET,2.82596898470745e-35,1.09455398673275,0.409,0.147,6.92475440012713e-31
BNC2,3.65941433825424e-35,-1.15410047123113,0.103,0.434,8.96702889445818e-31
ARHGEF3,2.4728782745316e-34,-1.11690963777544,0.106,0.427,6.05954092391224e-30
GAK,3.21652765459787e-34,-1.18811753531378,0.054,0.361,7.88177936482661e-30
NLGN1,5.66861757068039e-34,-0.990692480752433,0.164,0.501,1.38903804951952e-29
MAL2,5.78441173632817e-34,1.03730278326847,0.144,0.006,1.41741225186985e-29
LINC00278,6.04565691044404e-34,-1.58884038922486,0.006,0.275,1.48142776933521e-29
TIMM23B,8.95006742602357e-34,-1.17014481211747,0.125,0.447,2.19312452207282e-29
SLC39A14,1.02339654766344e-33,-1.44725170679298,0.032,0.317,2.50773090039449e-29
TPM1,2.06752628542358e-33,1.2349940133498,0.334,0.097,5.06626640980194e-29
RALYL,2.07299607939423e-33,-1.38409276414437,0.032,0.317,5.07966959294763e-29
FHL1,8.91045979103283e-33,1.07704338354512,0.127,0.003,2.18341906719469e-28
ADGRG1,3.28006065328086e-32,-1.39183883882204,0.024,0.294,8.03746062479942e-28
ST3GAL1,5.74226498524149e-32,-1.46586482306469,0.015,0.276,1.40708461198357e-27
GGT2,6.19743978684923e-32,-1.35627336684863,0.015,0.279,1.51862064536953e-27
EPB41L3,6.69221801443187e-32,-1.30518964512712,0.024,0.292,1.63986110225639e-27
NPAS3,7.19890675957091e-32,1.07772330339872,0.194,0.026,1.76402011236526e-27
P3H2,7.25311631083693e-32,1.39231898588477,0.341,0.11,1.77730362080748e-27
GCNT2,1.00231223241776e-31,-1.34178746896269,0.028,0.3,2.45606589431649e-27
HSD17B14,1.70036085718317e-31,-1.4313618489243,0.015,0.273,4.16656424444163e-27
TES,2.48494439071455e-31,0.984443216702496,0.14,0.008,6.08910773500694e-27
RYR3,6.8805683658391e-31,1.10987949969869,0.151,0.012,1.68601447236521e-26
PPP4R1,1.28022485620514e-30,1.04065507278131,0.272,0.067,3.13706298764509e-26
KRT7,1.39949162777597e-30,0.962528115557297,0.116,0.002,3.42931428470223e-26
VCAN,2.19366773280018e-30,1.12994055130007,0.119,0.003,5.37536341245356e-26
CABLES1,3.23161580104724e-30,1.43678920147122,0.319,0.101,7.91875135888615e-26
AREG,3.40771666238732e-30,1.2324220319474,0.108,0,8.35026890951389e-26
PROSER2,4.26420141861579e-30,0.934110345420283,0.136,0.008,1.04489991561761e-25
LINGO1,5.69763921747192e-30,-1.00072277139681,0.108,0.41,1.39614951384932e-25
SLC44A5,5.81168118571132e-30,1.06332644101896,0.142,0.01,1.4240943577467e-25
VMP1,5.91019012150472e-30,0.971857135461764,0.468,0.219,1.44823298737352e-25
ENOSF1,6.3145316884826e-30,-0.98751694279575,0.166,0.468,1.54731284494578e-25
KRT19,6.95230984382776e-30,1.01835110284913,0.131,0.007,1.70359400413155e-25
AC011444.2,8.77917387235167e-30,0.88408102317619,0.11,0.001,2.15124876568105e-25
MARC2,1.12601594562041e-29,-1.32656918859059,0.013,0.258,2.75918947314824e-25
ATP9A,1.70124999292147e-29,1.10095405652114,0.198,0.033,4.16874298265477e-25
ACSL1,2.70628921751271e-29,-1.34779847616181,0.019,0.267,6.63149109859315e-25
ARHGEF38,4.07175624180389e-29,0.995990795854962,0.157,0.016,9.97743149491625e-25
DPYS,5.12845189514588e-29,-1.33165473152231,0.015,0.258,1.25667585238655e-24
LINC00513,5.90847584521142e-29,1.18521144805618,0.211,0.04,1.44781292111061e-24
MAMLD1,8.39842520273974e-29,1.17616372120349,0.136,0.009,2.05795011167935e-24
INSR,8.5910521236648e-29,-0.99149230100231,0.123,0.427,2.10515141238282e-24
COL27A1,1.80838414436496e-28,-0.968508597543795,0.125,0.418,4.4312645073519e-24
MCU,1.94078252119867e-28,1.03299354713621,0.302,0.091,4.75569348994522e-24
PCDH15,2.56959341055927e-28,-1.4718927402125,0.011,0.243,6.29653169323444e-24
NEDD4L,3.33978978194778e-28,-0.752536446031384,0.263,0.583,8.18382088168484e-24
WEE1,3.8234148264277e-28,0.922591506436846,0.123,0.006,9.36889569067844e-24
ANK2,4.45252091063254e-28,-1.31171052730936,0.032,0.281,1.0910457239414e-23
SLC47A1,4.6584408470621e-28,-1.08922644144366,0.06,0.33,1.1415043451641e-23
EPB41,4.79555231934852e-28,-1.1976030156401,0.06,0.319,1.17510214033316e-23
SEMA4A,4.82120841376952e-28,1.0254198548677,0.116,0.004,1.18138890971008e-23
SAMD5,5.18910444891817e-28,-1.19343001008352,0.041,0.297,1.27153815416291e-23
DOK6,5.70356054453129e-28,-1.19899162117971,0.032,0.282,1.39760047583195e-23
BHMT,6.54829153230135e-28,-1.38012800874958,0.019,0.257,1.60459335707512e-23
ALDOB,7.06256280099841e-28,-1.45301006964619,0,0.22,1.73061038875665e-23
TRPM3,7.15347663618341e-28,-0.931374724187803,0.123,0.42,1.75288791493038e-23
FUT6,7.91679884073234e-28,-1.3252109816208,0.011,0.24,1.93993238793305e-23
CCND2,1.18764214120307e-27,0.828419549457986,0.106,0.002,2.910198302804e-23
GRK6,1.45658930845653e-27,-1.45225469807299,0.009,0.234,3.56922644144188e-23
ABCC2,1.51634191620054e-27,-1.38711092866747,0.006,0.231,3.71564423145779e-23
SKAP1,1.5208758148774e-27,1.01529897430693,0.172,0.025,3.72675409677558e-23
CCND3,2.43701113072565e-27,1.03327160895079,0.203,0.038,5.97165207473014e-23
SMIM2-AS1,3.10082608301367e-27,-1.17163372861867,0.067,0.326,7.59826423381669e-23
PCLO,4.23489205324831e-27,-0.965195355697349,0.127,0.411,1.03771794872797e-22
PLG,4.53287064704493e-27,-1.39942971394112,0.009,0.23,1.11073462335189e-22
DAPK1,7.01755423794602e-27,1.02965043028021,0.256,0.068,1.71958149046629e-22
ABCC6,9.78590496653429e-27,-1.27828989695533,0.015,0.24,2.39793815299956e-22
SLC12A1,1.38905102482917e-26,0.958351324246472,0.19,0.033,3.40373063124139e-22
TNFRSF14,2.99892344266563e-26,-1.22228989223653,0.037,0.272,7.34856200390786e-22
AC020916.1,3.01859811869108e-26,0.834830221152127,0.097,0.001,7.39677283004061e-22
MLXIPL,3.54027806976975e-26,-1.09643656599603,0.047,0.294,8.67509738216378e-22
SLC13A1,3.99199094972564e-26,-1.21287923290025,0.05,0.296,9.78197462320772e-22
CCL28,6.26767799179009e-26,0.89774072797465,0.099,0.002,1.53583181510824e-21
PLCB1,8.04788949044713e-26,1.17984047146685,0.284,0.09,1.97205484073917e-21
LRRFIP1,8.13248644281631e-26,0.948841363067285,0.416,0.188,1.99278447794771e-21
FNIP2,1.13383150105932e-25,-0.792328362443883,0.233,0.526,2.77834071019576e-21
TBX2,1.2333645076932e-25,-1.30825795361267,0.006,0.217,3.02223638965142e-21
XIST,1.37940072192641e-25,0.831993307316798,0.362,0.133,3.38008352900848e-21
PDZD2,1.50820700417099e-25,-1.14344108186877,0.043,0.283,3.69571044302058e-21
AC005726.1,1.7987808206693e-25,-1.24873884589341,0.013,0.229,4.40773252296804e-21
ADAMTS9-AS1,2.01590793937157e-25,-0.822171205946053,0.123,0.405,4.93978081463608e-21
SCIN,2.16636773616469e-25,0.893184863944623,0.131,0.012,5.30846750069795e-21
AP003400.1,2.64291973489133e-25,-1.32201465391139,0,0.201,6.47621051837771e-21
NPL,2.65671886369418e-25,-1.24583112556526,0.009,0.217,6.51002390359622e-21
RUFY3,4.00857380291699e-25,-0.955942241437709,0.144,0.413,9.82260924666779e-21
SLC7A7,4.49481312355278e-25,-1.33928202941466,0,0.199,1.10140900779537e-20
PPARA,5.06277220207763e-25,-0.963781991510057,0.08,0.34,1.2405817003971e-20
ANXA11,6.5669272945586e-25,1.06486017854397,0.241,0.066,1.60915986425864e-20
CLPTM1L,7.29800398596292e-25,-1.20676408512898,0.022,0.24,1.78830289672035e-20
FER,8.72878395835768e-25,0.99086950461193,0.282,0.092,2.13890122115597e-20
TNFRSF12A,1.13857320277971e-24,0.88803283713474,0.144,0.018,2.7899597760914e-20
MAP3K20,1.46347331004308e-24,0.942064494107002,0.091,0.001,3.58609499892955e-20
S100A10,1.63230376519772e-24,0.85931287802042,0.144,0.018,3.9997971462405e-20
DIP2C,2.42914653724077e-24,-0.818217329575618,0.205,0.481,5.95238067485477e-20
EVA1C,3.13511859113032e-24,1.06269149302183,0.233,0.063,7.68229459570573e-20
TBC1D8,3.1661184740155e-24,1.02801123545032,0.244,0.069,7.75825670872757e-20
NEDD9,4.64476270387103e-24,1.10309356707358,0.278,0.092,1.13815265295656e-19
TMEM178B,4.94038587440641e-24,1.02780121056474,0.28,0.093,1.21059215466455e-19
OGDHL,8.02761830135347e-24,-1.23271190565343,0.009,0.208,1.96708758856365e-19
FRMD4B,8.7379037613037e-24,-0.898147204037811,0.149,0.42,2.14113593766986e-19
TSC22D3,8.93183245646157e-24,0.910589255476936,0.129,0.014,2.18865622513134e-19
KCNAB2,1.05962218518662e-23,-1.25108816225946,0,0.189,2.59649820258129e-19
RPRD2,1.1154233689496e-23,-0.976105658471243,0.071,0.313,2.7332334232741e-19
MACF1,1.17903120509164e-23,-0.707498934523277,0.306,0.578,2.88909806495654e-19
TMEM241,1.24717403925322e-23,1.02988885725338,0.177,0.034,3.05607526578608e-19
EYA1,1.26034517044237e-23,0.762340621708005,0.091,0.002,3.08834980565199e-19
AC113383.1,1.4439690552753e-23,0.839183006696129,0.091,0.002,3.5383017730466e-19
AC017101.1,1.74091547664699e-23,0.836105190521941,0.108,0.007,4.26593928397579e-19
TENM3,1.76187472907136e-23,0.866455931018108,0.138,0.017,4.31729783611645e-19
CTTNBP2,2.15115353741803e-23,0.947069922762324,0.263,0.082,5.27118662808914e-19
NR2F2-AS1,2.1651951494765e-23,0.953949247965513,0.289,0.101,5.30559419427721e-19
MME,2.2916076738742e-23,-1.16853720224841,0.017,0.222,5.61535544406133e-19
MIR4435-2HG,2.6786235303222e-23,0.961574087892853,0.17,0.032,6.56369909870151e-19
PAX8,2.78695579777415e-23,-0.416210324090081,0.631,0.836,6.82915648686578e-19
PBX3,2.88561052611541e-23,1.10027420093858,0.138,0.018,7.0709000331932e-19
SLC5A10,3.50778452055754e-23,-1.23910511808865,0.032,0.243,8.59547518917419e-19
SLC36A2,3.96303996629944e-23,-1.24699630183232,0.004,0.194,9.71103313342015e-19
NINL,4.24028992316964e-23,-1.06246016360394,0.045,0.266,1.03904064277349e-18
BHMT2,5.24902467696176e-23,-1.13780490936131,0.041,0.255,1.28622100684271e-18
APBB1IP,5.76588631982476e-23,0.916391440836477,0.116,0.01,1.41287278380986e-18
EPS8L2,7.32207082662599e-23,-0.942341032188153,0.075,0.318,1.79420023535643e-18
NFATC1,8.01535240249472e-23,0.909304985553376,0.084,0.001,1.96408195270731e-18
SRRM2,8.13311040485056e-23,-0.725700533802945,0.265,0.529,1.99293737360458e-18
BICDL1,9.07458220677458e-23,-0.885320066887615,0.084,0.328,2.22363562394804e-18
MIA2,9.29969631344823e-23,-0.90884800904249,0.073,0.311,2.27879758464735e-18
TCIM,9.33792315251461e-23,0.801058922271123,0.116,0.01,2.28816468929218e-18
TMEM72-AS1,9.61962920323829e-23,-1.20052436418464,0.013,0.209,2.35719393996151e-18
ADIRF,1.12385834783e-22,0.857946568310343,0.11,0.009,2.75390249552264e-18
TTC38,1.25459401061797e-22,-1.10306122352592,0.017,0.216,3.07425716361829e-18
EREG,1.33654511655761e-22,0.760694567104092,0.08,0,3.27507015361278e-18
HDAC9,1.36516021902716e-22,0.894273452859094,0.112,0.009,3.34518860070415e-18
GALNT2,1.58670759518045e-22,-1.02845886129942,0.052,0.273,3.88806829123018e-18
L3MBTL4,1.60227420489454e-22,-0.810278899004687,0.108,0.359,3.92621271167358e-18
AL033504.1,1.64708555284934e-22,-1.07433640421768,0.022,0.224,4.03601843870203e-18
PROM1,1.71064995742696e-22,0.89372959478925,0.093,0.003,4.19177665567901e-18
RORA,1.73724440798399e-22,0.760100271987557,0.638,0.457,4.25694369732397e-18
PABPC1,1.82411200508234e-22,0.892858292571972,0.256,0.081,4.46980405725376e-18
MTHFD1L,1.93885549852536e-22,0.96804047250168,0.194,0.046,4.75097151358653e-18
SLPI,2.00743459724837e-22,0.790908569553574,0.086,0.002,4.91901773709739e-18
NAALADL2,2.03898087617315e-22,0.877100474841372,0.36,0.152,4.99631873897468e-18
ABLIM3,3.08791077942883e-22,-1.17536467148053,0.009,0.196,7.56661657391241e-18
TP53BP2,3.49346076187203e-22,0.928764172015027,0.185,0.041,8.56037625089121e-18
MALAT1,3.61062752962916e-22,0.701972581108273,1,1,8.84748169860331e-18
GPRC5A,4.55916026457992e-22,0.825853909899415,0.097,0.005,1.11717663123266e-17
CHST9,4.80554746250025e-22,0.815630231672949,0.097,0.005,1.17755135021106e-17
ACTR3C,5.29185868192156e-22,-1.00320757446783,0.037,0.245,1.29671705141806e-17
RFX3,5.94715268874464e-22,0.974166442523079,0.22,0.061,1.45729029484999e-17
ACSS2,5.98958575203324e-22,-0.982243635812871,0.054,0.276,1.46768809267822e-17
RELL1,1.27878717423484e-21,0.866288427268558,0.125,0.015,3.13354009174506e-17
ALDH1A3,1.29125331958433e-21,0.799395899820186,0.08,0.001,3.16408713430943e-17
SLC1A1,1.31149654205707e-21,-0.987872262173246,0.065,0.286,3.21369112665664e-17
ZBTB20,1.31878039880326e-21,0.48134671608056,0.802,0.692,3.23153948922751e-17
ODC1,1.86524823788131e-21,1.08966050960695,0.175,0.038,4.57060428210437e-17
CHDH,1.8783458131569e-21,-1.02034635245787,0.017,0.208,4.60269858055968e-17
HOMER1,1.96962082620243e-21,1.02736840033057,0.142,0.023,4.82635887252643e-17
SCMH1,1.98947009850359e-21,-0.718912188590513,0.213,0.474,4.87499752937319e-17
GHR,1.99437874867029e-21,-1.01852063460546,0.024,0.22,4.88702568574169e-17
FBXO17,2.33369509029854e-21,-1.13125009305516,0.022,0.212,5.71848644926754e-17
NRP1,2.48356795009354e-21,-0.661870149446665,0.213,0.487,6.08573490490921e-17
CYB5A,2.64880981677976e-21,-1.07376263281342,0.026,0.221,6.49064357503714e-17
FRY,2.65959856087799e-21,0.896417682538041,0.138,0.02,6.51708031357543e-17
ITGB8,2.7372251969405e-21,0.869151146628583,0.369,0.17,6.70729662258299e-17
KLF5,2.80516158992732e-21,0.75444682343486,0.088,0.003,6.87376795995789e-17
THADA,2.96276237386646e-21,0.925980394371149,0.272,0.096,7.25995292092237e-17
JAK1,3.5416508512334e-21,0.856216609778446,0.302,0.116,8.67846124586232e-17
SLC22A6,3.67448473051568e-21,-1.02023138993228,0.026,0.222,9.00395738365562e-17
PATJ,3.84223876313297e-21,-0.564861995509519,0.418,0.674,9.41502186518102e-17
SLC9A2,3.96032067265056e-21,0.893635763420093,0.099,0.007,9.70436977626293e-17
SPSB1,4.24427609924696e-21,-1.01650843904293,0.05,0.258,1.04001741535947e-16
GLIS1,4.36641104512809e-21,-1.01576375285572,0.052,0.263,1.06994536249819e-16
PXDN,5.18183044582024e-21,0.747927258059941,0.084,0.003,1.26975573244379e-16
SULT1C2,6.28908342331462e-21,-0.949474414479057,0.041,0.246,1.54107700204902e-16
MYO3B,6.78502825340448e-21,0.740057260299698,0.103,0.009,1.66260332321423e-16
TSHZ2,6.9108257884428e-21,0.893489820639324,0.106,0.009,1.69342875120002e-16
NEBL,8.15018372626926e-21,0.954866744523203,0.162,0.032,1.99712102028502e-16
ZFPM2,8.76130008748063e-21,0.796562151511981,0.095,0.006,2.14686897343625e-16
MYADM,1.04102346892989e-20,0.718920548359527,0.08,0.002,2.55092390826579e-16
SLC6A20,1.06057959981511e-20,0.790011821045802,0.095,0.006,2.59884425138695e-16
PRODH2,1.20776812574863e-20,-0.877480598294823,0.022,0.211,2.95951501533445e-16
RTN4,1.22679939299111e-20,0.888353373386914,0.235,0.073,3.00614923258542e-16
ERAP1,1.61476843452573e-20,0.838775520662958,0.121,0.015,3.95682857196184e-16
NCEH1,1.89643204077337e-20,1.0291756207198,0.284,0.106,4.64701707271105e-16
DNAH11,2.13457288132584e-20,0.752438894401395,0.082,0.003,5.23055738840084e-16
PDLIM3,2.77371870356086e-20,0.733532764742297,0.071,0,6.79672031120554e-16
AC136475.3,2.77371870356086e-20,0.629393060759029,0.071,0,6.79672031120554e-16
SLC22A11,3.18654711783711e-20,-1.14639801116757,0.004,0.172,7.80831505754805e-16
ACTG1,3.22999878549139e-20,0.9059537016493,0.131,0.02,7.91478902396811e-16
PLEKHH2,3.40512850756742e-20,0.940294074479273,0.134,0.021,8.3439268949432e-16
CRY1,4.03795180157371e-20,0.83795783499658,0.188,0.047,9.89459709457621e-16
PAG1,4.03963639758198e-20,0.678441531497728,0.078,0.002,9.89872502863488e-16
