,p_val,avg_logFC,pct.1,pct.2,p_val_adj
IQCJ-SCHIP1,6.97818121218311e-45,1.0837214706594,0.935,0.614,1.70993352423335e-40
FP671120.1,4.06157798565587e-44,-1.32810167878525,0.453,0.81,9.95249069605115e-40
NELL1,4.20778965763948e-41,-1.56453888884527,0.048,0.428,1.03107677770798e-36
NPHS2,4.72374377532312e-41,-0.84129477654345,0.867,0.952,1.15750617470518e-36
NFASC,2.29216361728678e-38,-0.944552647700484,0.57,0.855,5.61671772779952e-34
MAGI2,8.29066905601216e-37,0.384863430443785,1,1,2.03154554548522e-32
MME-AS1,2.18451814942626e-36,1.19806534895036,0.663,0.228,5.35294327335411e-32
SPOCK2,1.18671071889216e-35,-1.13211409849879,0.374,0.724,2.90791594557334e-31
CBLB,1.87151686991538e-34,0.669973600068834,0.964,0.859,4.58596493804065e-30
NPHS1,2.2147627100169e-33,-0.511256878242642,0.994,1,5.42705454462542e-29
MAP6,3.79046600867399e-33,-1.09586459778891,0.133,0.503,9.28815790765474e-29
TYRO3,3.3827631762158e-31,-0.977541987143602,0.329,0.679,8.28912288699921e-27
COBLL1,6.7775087288409e-31,1.07597751139303,0.63,0.207,1.66076073891517e-26
KIRREL1,6.78855816303135e-31,-0.855407424891921,0.59,0.817,1.6634682922692e-26
KCNQ1OT1,1.12523253678602e-29,-0.772732153799227,0.604,0.859,2.75726980814046e-25
ZNF804A,1.60385057452401e-29,-1.2111634108006,0.212,0.576,3.93007544781363e-25
AC109466.1,7.36136503318472e-29,1.00710168397246,0.869,0.7,1.80382888773158e-24
PTPRD,8.48825081381566e-29,0.579426359124006,0.964,0.897,2.07996097941739e-24
CTDSPL,1.75136606417877e-28,-0.727193428954683,0.687,0.852,4.29154740366365e-24
RYR2,7.10643873455246e-28,1.20315551241691,0.422,0.052,1.74136174751473e-23
RORA,7.16767036405851e-28,0.861201613631338,0.81,0.51,1.7563659460089e-23
PTPRQ,1.12443872122848e-27,-0.576548964535749,0.917,0.986,2.75532464249827e-23
ATP10A,1.50454978898337e-27,-0.620885243368405,0.778,0.91,3.68674880292484e-23
PLCG2,1.56804535377868e-27,-0.856310618916638,0.467,0.766,3.84233833489927e-23
ARHGAP29,2.36923788183703e-27,0.742878085579018,0.881,0.648,5.80558050565345e-23
XIST,3.44850719697853e-27,0.676490591889951,0.869,0.514,8.45022203547619e-23
DACH1,9.47868165418097e-27,0.571383929602905,0.972,0.986,2.32265615254051e-22
ADORA1,1.42972621983417e-26,-0.919996788174499,0.081,0.379,3.50340112908166e-22
ADAM28,3.37174884496032e-26,-0.936914675246612,0.04,0.307,8.26213336969076e-22
ROBO2,4.76709431965997e-26,0.854702617588273,0.832,0.559,1.16812879208948e-21
AC006355.2,1.83783827723503e-25,0.800094110329689,0.739,0.407,4.50343891453673e-21
RAMP3,3.0100943636234e-25,-0.854140350796221,0.028,0.276,7.37593522862277e-21
RIPOR1,4.33953650196041e-25,-0.606733984826612,0.754,0.9,1.06336002444038e-20
NEAT1,7.9766944815495e-24,-0.526808754427315,0.998,0.99,1.95460921575889e-19
HPGD,9.4857270174408e-24,-1.00463084689721,0.065,0.334,2.32438254835369e-19
AC008415.1,1.34617181194407e-22,1.0147959479942,0.697,0.397,3.29865940798775e-18
FRAS1,2.32345053437629e-22,0.893761372486294,0.578,0.228,5.69338318943565e-18
ARGLU1,2.63058273693339e-22,0.63977487062368,0.808,0.517,6.44597993858158e-18
CDKN1C,6.49204061995031e-22,-0.988028474549676,0.261,0.559,1.59080963351262e-17
AC019197.1,1.26567216277038e-21,1.06789437443507,0.521,0.176,3.10140306765255e-17
SLC13A3,1.35817732714871e-21,-0.879086871930042,0.014,0.214,3.3280777224452e-17
ANKRD33B,2.14551298683281e-21,-0.799495170462478,0.259,0.576,5.25736502293512e-17
PDE5A,5.16161509311348e-21,0.772157436278311,0.394,0.079,1.26480216241653e-16
RBFOX1,5.59518249384853e-21,-0.638264179407377,0.661,0.9,1.37104351829264e-16
DHRS3,6.52721092241485e-21,-0.743729854325043,0.119,0.397,1.59942776442853e-16
PARD3,1.34586260515813e-20,-0.482125077285062,0.901,0.941,3.29790172767949e-16
ITGA3,1.8864445472903e-20,-0.911011585923241,0.507,0.71,4.62254371868015e-16
