,p_val,avg_logFC,pct.1,pct.2,p_val_adj
PPP1R14C,6.60367891636856e-56,0.785435754188087,0.23,0.02,1.61816548166695e-51
IQGAP1,7.53413694267149e-56,0.74361645280665,0.552,0.245,1.84616491643222e-51
PDK4,1.25609035348978e-55,1.15917501490658,0.313,0.065,3.07792380219136e-51
AC138305.1,1.30028152797898e-55,-0.933473157536039,0.224,0.508,3.18620985615969e-51
ITGB8,2.73470736133944e-55,1.02116505434782,0.519,0.231,6.70112691822616e-51
AHNAK,2.93943059226039e-55,0.863864125763701,0.37,0.101,7.20278072327485e-51
TMEM178B,4.08031751111387e-55,0.981578890792346,0.347,0.086,9.99841002923343e-51
FARP1,4.17510280112228e-55,-0.661644177379245,0.581,0.759,1.023067190387e-50
ACTG1,4.2823450060883e-55,0.758089857688504,0.293,0.051,1.04934582029188e-50
NPC1,4.83319880850365e-55,0.894904079983117,0.482,0.192,1.18432703603573e-50
TCAIM,5.21505064306488e-55,-0.929619116160629,0.127,0.392,1.27789600957662e-50
MAP2,1.22433798017775e-54,0.75066307157085,0.241,0.025,3.00011778662755e-50
GALNT16,1.36659015030721e-54,-0.96841253072738,0.007,0.205,3.34869250431278e-50
PTPRK,1.50456436630035e-54,0.711129497696278,0.628,0.325,3.68678452318238e-50
CECR2,2.02689684075999e-54,-0.921410856986428,0.075,0.324,4.96670801859829e-50
SPON1,2.42060045812097e-54,0.825252712177959,0.248,0.03,5.93143936257963e-50
NRP2,4.51442493159557e-54,0.766366358678017,0.195,0.007,1.10621468523818e-49
NELL1,7.99204968455847e-54,-1.00249320607768,0.025,0.24,1.95837185470421e-49
FER,8.9957257717492e-54,0.728789298959214,0.578,0.285,2.20431264310942e-49
SLC16A12,2.02893614952084e-53,-0.979462925706659,0.135,0.398,4.97170514078586e-49
PRKCA,2.35041787052413e-53,0.692130778879447,0.657,0.349,5.75946394993233e-49
SULF2,3.25085856862176e-53,0.765772448413206,0.287,0.051,7.96590383655076e-49
CAB39,4.16878360545012e-53,0.845008722762652,0.511,0.219,1.0215187346795e-48
SCD5,8.60337392862227e-53,-1.00212147794909,0.07,0.314,2.1081707474696e-48
S100A6,1.15318064871117e-52,0.801337147411555,0.394,0.118,2.82575386160185e-48
LGALS3,1.29961146988228e-52,0.776681171100471,0.265,0.042,3.18456794579954e-48
ARHGAP42,1.94166454511614e-52,0.957359228579526,0.236,0.028,4.75785480135258e-48
VPS37B,3.88056394183782e-52,0.765498471000896,0.504,0.211,9.50893388307938e-48
ACACB,4.12453257413336e-52,-0.908956131343249,0.126,0.383,1.01067546196564e-47
KRT19,4.36928247479865e-52,0.788422721843171,0.192,0.007,1.07064897762466e-47
KCTD1,5.33994828052077e-52,-0.859434031926148,0.289,0.553,1.30850092665881e-47
SPAG9,5.70688669110981e-52,0.75771179731436,0.608,0.319,1.39841551478955e-47
CABLES1,7.18260112763066e-52,1.23874499685468,0.292,0.06,1.76002458031462e-47
CPEB3,7.51011376570174e-52,-0.934349423271402,0.218,0.476,1.84027827714756e-47
TNFAIP8,9.53285288759221e-52,0.825611385956643,0.295,0.058,2.3359302715756e-47
TMEM72,1.49995185505042e-51,-0.970242019860706,0.066,0.295,3.67548202561555e-47
HECTD1,2.0292444365824e-51,0.913178815057724,0.577,0.312,4.9724605674015e-47
PROM1,3.01034424698336e-51,0.987244176188254,0.306,0.069,7.37654754280803e-47
HIP1,3.12291728199185e-51,-0.761609322146097,0.553,0.742,7.65239650779282e-47
RBM20,4.04642723396574e-51,-0.930320869445467,0.007,0.193,9.91536529410966e-47
MTHFD1L,7.43303169700101e-51,0.850944881337165,0.384,0.119,1.82139008703313e-46
SLC16A5,1.17890303435382e-50,0.73476569816621,0.403,0.131,2.8887839953806e-46
GAREM1,2.6457522793447e-50,0.734728218409613,0.632,0.353,6.48315138530626e-46
MAP4K4,3.77883695387901e-50,0.909118899172133,0.415,0.146,9.25966207178513e-46
MIR646HG,4.19637231216711e-50,-1.29927723671192,0.078,0.304,1.02827907137343e-45
ADAM9,6.38369087005447e-50,0.88108590745355,0.343,0.096,1.56425961079815e-45
PRKG1,7.04113610943689e-50,-0.623533587401724,0.447,0.698,1.72535999225641e-45
TNS1,1.23518434355611e-49,-0.896858514628931,0.13,0.378,3.0266957154499e-45
RASA2,1.19684548574495e-48,0.791887224432546,0.458,0.187,2.93275017826942e-44
CAST,1.36542368263452e-48,0.718173992974656,0.529,0.246,3.34583419192762e-44
PISD,1.62436753584122e-48,0.812621619632081,0.479,0.199,3.98035020982532e-44
ARL15,2.90352041967146e-48,-0.721127035694849,0.4,0.622,7.11478643636294e-44
GPC6,6.43961709213089e-48,-0.8366787905243,0.097,0.339,1.57796377225575e-43
PTPRG,8.62084854147884e-48,-0.551460592298015,0.706,0.825,2.11245272660398e-43
PPP1R9A,1.54729752643229e-47,0.642114572254828,0.55,0.265,3.79149785876969e-43
H3F3B,1.82215140804024e-47,0.733567290116589,0.375,0.119,4.4649998102618e-43
ALDH1L1,2.90748503307801e-47,-0.770261170609436,0.02,0.211,7.12450132505435e-43
NCEH1,3.38726905234511e-47,0.995075838149438,0.434,0.169,8.30016408586645e-43
DIRC3,6.40497694318316e-47,-0.931719119343285,0.037,0.24,1.5694755501576e-42
PHF21B,9.47134851434308e-47,-0.814608841278112,0.022,0.214,2.32085923995463e-42
IL6R,2.01225383332734e-46,0.792868123072935,0.207,0.023,4.93082679318531e-42
AC020916.1,2.61786975763424e-46,0.585037000560304,0.198,0.017,6.41482805410694e-42
C9orf3,3.29910864000499e-46,0.652796234424603,0.746,0.537,8.08413581146822e-42
ITGB6,3.40206481741126e-46,0.709266392595446,0.644,0.377,8.33641962858455e-42
PRKCQ,3.97195056480441e-46,-0.888263112982373,0.133,0.369,9.73286766399672e-42
AC017002.5,4.29182396625496e-46,0.753052797697494,0.242,0.041,1.05166854469112e-41
JAK1,4.58670981447299e-46,0.729653170466087,0.463,0.193,1.12392737293846e-41
RYR3,4.60972066965166e-46,0.895233542594987,0.227,0.033,1.12956595289144e-41
AC068631.1,4.89546831886065e-46,-0.940323338546439,0.065,0.277,1.19958555685361e-41
SEMA3B,6.84531040817613e-46,0.794641949338133,0.281,0.064,1.67737486241948e-41
FOSL1,8.20479396648762e-46,0.732332057941729,0.179,0.011,2.01050271354813e-41
SEC14L1,9.22500813422147e-46,-0.867381137124629,0.223,0.466,2.26049599320963e-41
SIK2,1.07644110656024e-45,0.864024893758314,0.608,0.345,2.6377112875152e-41
UGCG,1.17476994631841e-45,0.791362918789862,0.5,0.24,2.87865627645864e-41
TES,1.28165851004566e-45,0.593229867223599,0.298,0.07,3.1405760130159e-41
AC138123.1,1.30901105246063e-45,-0.916978556512183,0.06,0.272,3.20760068294954e-41
RPS6KA3,1.72177581506936e-45,0.92098940794451,0.401,0.157,4.21903945724596e-41
LRP2,2.73668546051642e-45,-0.747831234339,0.027,0.219,6.70597405244943e-41
FAM135A,2.88861689370979e-45,0.902317780558231,0.559,0.304,7.07826683634646e-41
SNX9,3.92128892954578e-45,0.724391615234292,0.565,0.29,9.60872639295898e-41
MYH14,4.01166933577277e-45,0.691625484590593,0.295,0.071,9.8301945403776e-41
NEAT1,4.83905441556861e-45,0.367229233629212,0.972,0.902,1.18576189399093e-40
CLIC4,6.98923545593072e-45,0.801382028900946,0.265,0.055,1.71264225612126e-40
CORO1C,1.20777341134085e-44,0.635010211527014,0.25,0.047,2.95952796714963e-40
CCND2,1.55116295448171e-44,0.652128152834034,0.155,0.002,3.80096970366199e-40
PAM,1.74247763402061e-44,0.659440318239627,0.571,0.308,4.26976719440411e-40
CACNA1D,2.912106558038e-44,-0.752203024763359,0.217,0.462,7.13582590981631e-40
RERE,3.25664680760247e-44,-0.517544699170928,0.675,0.8,7.98008733734909e-40
GLS,3.67451945733121e-44,0.717637310895404,0.602,0.325,9.0040424782444e-40
SEPT10,4.84314175515648e-44,0.751706730085449,0.411,0.162,1.18676345568354e-39
AP002989.1,5.28901660943984e-44,1.22845223387017,0.157,0.004,1.29602062997714e-39
PLEC,5.52173749735482e-44,0.843656653917908,0.276,0.064,1.35304655635182e-39
LHFPL3,7.47038881853277e-44,0.727815867016137,0.412,0.156,1.83054407609327e-39
LINC02532,2.45188785827367e-43,-0.58071689193757,0.468,0.708,6.00810600791381e-39
S100A10,3.41756079240403e-43,0.616077795179364,0.226,0.037,8.37439096570683e-39
AC058822.1,3.94643055058767e-43,-1.00405385967632,0.35,0.539,9.67033342116002e-39
STPG2,4.37802153980338e-43,-0.862142991625489,0.255,0.488,1.07279039811342e-38
PPARA,5.01125156446998e-43,-0.817978338651341,0.116,0.341,1.22795708335772e-38
MAL2,5.347210126269e-43,0.639482072526146,0.262,0.056,1.31028036934096e-38
IGFBP7,6.69296947027651e-43,-0.85273067519899,0.298,0.53,1.64004523899656e-38
AC016831.7,7.14962384108495e-43,0.621189221057003,0.823,0.633,1.75194382601945e-38
RUNX1,1.2471282966318e-42,0.69978420927716,0.357,0.117,3.05596317806657e-38
MAPK4,1.26545704816563e-42,-0.876350622829899,0.043,0.236,3.10087595082507e-38
FHOD3,2.09657776586379e-42,-0.851673326003355,0.207,0.433,5.13745415747264e-38
MICU1,4.14023328470923e-42,0.618060409763852,0.423,0.163,1.01452276408515e-37
IQCJ-SCHIP1,4.67101573996891e-42,0.692604801505553,0.325,0.097,1.14458569692198e-37
PKD2,4.71286246198686e-42,0.709061001969872,0.603,0.344,1.15483981768526e-37
BARX2,5.47653478388867e-42,0.66716103351651,0.16,0.007,1.34197008344408e-37
LINGO2,6.14852541703796e-42,-1.05407202412588,0.039,0.225,1.50663466819098e-37
NR4A1,7.70008441635223e-42,0.726424491048039,0.291,0.077,1.88682868538295e-37
DLGAP1,7.79326921978599e-42,1.16564172021392,0.274,0.069,1.90966268961636e-37
TPM4,8.10231537380218e-42,0.62872489707315,0.184,0.018,1.98539135919649e-37
LAMB3,1.25041601538629e-41,0.621132625858485,0.17,0.012,3.06401940410257e-37
KATNAL2,1.64448435878476e-41,-0.812824056993571,0.082,0.292,4.02964447276617e-37
ABCC5,1.81034112239557e-41,-0.916122619825296,0.102,0.312,4.43605988631811e-37
LINC01762,2.66164459348026e-41,-0.90461979928735,0.185,0.416,6.52209391186403e-37
IRAK2,3.02224095291397e-41,0.822042752109153,0.201,0.029,7.40569923102038e-37
KLF5,4.50425146460173e-41,0.66193741554853,0.199,0.027,1.10372177888601e-36
ZFPM2,4.56038315323261e-41,0.58293295415281,0.174,0.015,1.11747628786812e-36
PBX1,5.67820214636074e-41,-0.825906631008576,0.32,0.534,1.39138665394424e-36
BTBD11,7.96789373341448e-41,-0.817793093254197,0.021,0.19,1.95245268043588e-36
EPHA2,8.64318051547863e-41,0.580246515845232,0.225,0.04,2.11792495351288e-36
CHL1,9.96926282425471e-41,0.677908782095084,0.402,0.155,2.44286816245537e-36
TENM4,1.21714254142434e-40,-0.790496401747941,0.054,0.25,2.98248608350619e-36
DMGDH,1.94306946469773e-40,-0.802707861632305,0.08,0.282,4.76129741629531e-36
ZFP36,2.18749777490028e-40,0.623301941871821,0.247,0.052,5.36024454761565e-36
C6orf132,2.52211136977707e-40,0.73706110050273,0.179,0.019,6.18018170050174e-36
ABCC3,2.72371131616889e-40,0.550113814068146,0.219,0.037,6.67418220914025e-36
SMS,5.64585142441953e-40,0.835370748424487,0.352,0.126,1.38345943303976e-35
CLCF1,6.45324471020002e-40,0.522949073761438,0.147,0.005,1.58130308378741e-35
KRAS,8.36774310597085e-40,0.505655649450145,0.267,0.064,2.0504317706871e-35
PCK1,1.21196786035601e-39,-0.822230112988092,0.019,0.182,2.96980604501637e-35
NFKBIZ,1.22040204668051e-39,0.660675700724478,0.36,0.128,2.99047317518592e-35
FHIT,1.45353626959784e-39,-0.460691505690859,0.742,0.862,3.56174527502255e-35
AZIN1-AS1,1.54270456484326e-39,-0.816591469611318,0.17,0.388,3.78024326569191e-35
RASAL1,1.72583719487226e-39,0.651768486605319,0.206,0.033,4.22899146231499e-35
MT2A,2.20762557340239e-39,0.815624740830214,0.23,0.046,5.40956570506521e-35
F11,2.28300299677733e-39,-0.667748612372158,0.008,0.157,5.59427054330317e-35
ZSWIM6,3.06329699869652e-39,0.604723931570987,0.684,0.431,7.50630296560594e-35
KCNJ1,7.49593217873526e-39,-0.851535328929187,0.089,0.289,1.83680322107729e-34
NR2F1-AS1,1.06538108167966e-38,-0.665265750768934,0.014,0.169,2.61060980254783e-34
KRT7,1.26066909894859e-38,0.519669680007091,0.198,0.029,3.08914356006363e-34
PPARGC1A,1.63396924072209e-38,-0.745901053557083,0.243,0.473,4.0038782274654e-34
PPL,2.67093185603625e-38,0.636310281855708,0.242,0.054,6.54485142003122e-34
ANK2,4.49925039863262e-38,-0.820176022428688,0.052,0.232,1.10249631768094e-33
WWTR1,6.20620207176398e-38,0.802647287933194,0.491,0.25,1.52076775566505e-33
RANBP17,6.30035448048708e-38,0.613951459850895,0.318,0.102,1.54383886189855e-33
CLCNKB,8.34232234032973e-38,-0.715513992390559,0.05,0.231,2.0442026662744e-33
LINC02471,9.80988973919681e-38,0.741019269000232,0.183,0.025,2.40381538169279e-33
SESTD1,1.17665321846892e-37,0.555505233017505,0.526,0.263,2.88327104653623e-33
EFNA5,1.75859908747966e-37,-0.509272021257112,0.621,0.789,4.30927120396016e-33
SEPT9,2.1376216666867e-37,0.737532520560101,0.568,0.342,5.2380281320491e-33
TNFRSF10B,2.90726740036277e-37,0.647325887515151,0.385,0.153,7.12396803784894e-33
PDLIM1,3.02111119057627e-37,0.568263009709916,0.148,0.009,7.4029308613881e-33
ZNF83,4.59924322808718e-37,0.677800030569095,0.555,0.334,1.12699856061048e-32
GRIP1,5.31298561127882e-37,0.731205876934434,0.293,0.091,1.30189399418776e-32
CLIP1,5.63701645349116e-37,0.812767820050492,0.575,0.353,1.38129451176347e-32
SEMA6D,6.0195881023679e-37,-0.754591372856031,0.066,0.253,1.47503986860423e-32
ACTB,7.60918183714506e-37,0.551634500543639,0.33,0.108,1.86455391737403e-32
PFKP,1.16635459970922e-36,0.595717219140394,0.431,0.188,2.85803531112747e-32
PLCG2,1.37949116690112e-36,-0.835017422938327,0.152,0.362,3.38030515537451e-32
TP53BP2,1.50940020663353e-36,0.59360424267735,0.26,0.069,3.69863426633479e-32
ACSS1,1.53724855672542e-36,-0.765968420326031,0.034,0.197,3.76687386339997e-32
RBFOX1,1.93223531772159e-36,-0.687074399402643,0.323,0.543,4.73474942254497e-32
PPP1CB,2.09657213509921e-36,0.635116972131796,0.411,0.177,5.13744035984709e-32
PRDM16,2.33536642703261e-36,-0.840861737122316,0.205,0.411,5.72258189280071e-32
TSPAN1,2.46774168346917e-36,0.471953070898127,0.186,0.027,6.04695422117286e-32
PGGHG,2.68410173065683e-36,0.551933890553059,0.145,0.009,6.57712288080151e-32
PELI2,3.95142505369002e-36,0.699602837577574,0.507,0.267,9.68257195156204e-32
ACTN1,5.41282182881241e-36,0.622677049648391,0.324,0.109,1.32635786093219e-31
MYADM,5.59542072111375e-36,0.492753902728548,0.125,0.002,1.37110189350171e-31
ACTR3,5.74056251959953e-36,0.534997779776768,0.362,0.135,1.40666743980267e-31
KAZN,7.04060457072998e-36,-0.6088526747756,0.6,0.736,1.72522974401167e-31
NFE2L2,9.50129478568716e-36,-0.801814428243171,0.39,0.565,2.32819727428478e-31
GALNT14,1.10773270206811e-35,-0.83585714042679,0.171,0.376,2.71438821314769e-31
EML1,1.42426366422963e-35,0.583924232530004,0.285,0.086,3.49001568282829e-31
