,p_val,avg_logFC,pct.1,pct.2,p_val_adj
SPP1,4.61092948178913e-169,-1.95353137128061,0.201,0.899,1.12986216021761e-164
SLC12A3,3.2286395641361e-164,-2.27954957978575,0.13,0.861,7.9114583879591e-160
EGF,9.4520122944731e-163,-2.36131402853001,0.023,0.772,2.31612109263769e-158
CNNM2,2.39221053279864e-145,-2.17573682399046,0.214,0.825,5.86187268956978e-141
CACNA2D3,5.02952165022081e-144,-1.59600045873784,0.251,0.868,1.23243398517011e-139
PRKCA,7.86937965869498e-126,1.46330068262354,0.822,0.38,1.92831279156662e-121
PLCL1,2.38486913268627e-122,-1.57457103253819,0.242,0.819,5.84388332273444e-118
MAST4,1.82159816428415e-113,-1.34539354443301,0.207,0.8,4.46364414176187e-109
PTGER3,6.97942362541593e-113,-1.57779040996293,0.264,0.799,1.71023796517192e-108
ATP1B1,3.40601373089194e-112,-1.03253268599092,0.49,0.938,8.34609604617762e-108
ITGB8,1.17434904813421e-107,1.78153015299461,0.504,0.074,2.87762490754807e-103
AC019197.1,1.50261707558237e-107,0.92183795207831,0.984,0.947,3.68201288200703e-103
MET,1.36620446106586e-106,1.82470947040197,0.52,0.087,3.34774741139577e-102
ITPR1,3.31491851516175e-105,-1.28358163714991,0.362,0.837,8.12287632955236e-101
GPC5,3.30798913671443e-101,-1.55807983287013,0.152,0.717,8.10589658060505e-97
ABCA5,1.9266820618539e-100,-1.27705502596718,0.26,0.762,4.72114172436679e-96
ARHGAP6,8.0084873551373e-100,-1.10176744638025,0.501,0.902,1.96239974150284e-95
PKHD1,1.91208290499888e-95,0.87133890274868,0.955,0.918,4.68536795040927e-91
NEAT1,2.48381312884547e-95,-1.00310963631109,0.947,0.992,6.08633569092294e-91
KRT19,3.94075915439976e-95,1.70453673395576,0.398,0.035,9.65643623194118e-91
GCNT2,3.69863644723309e-93,-1.37965645694107,0.225,0.723,9.06313875029995e-89
LRRK2,8.80087913414634e-92,1.71874110538431,0.501,0.1,2.15656742303122e-87
TPM4,1.69299040081272e-89,1.38212450284065,0.351,0.022,4.1485036781515e-85
XIST,5.11341093425724e-89,1.10459922720763,0.717,0.241,1.25299021533039e-84
SLC19A3,6.96582929980205e-89,-1.47190086181243,0.025,0.532,1.70690681162349e-84
ZDHHC14,1.29527420449979e-87,-1.37044165981406,0.127,0.635,3.17393991070628e-83
