,p_val,avg_logFC,pct.1,pct.2,p_val_adj
ACSM2B,6.56208039660501e-20,-1.38687068748282,0,0.154,1.60797218038409e-15
ACSM2A,6.56208039660501e-20,-1.61930824879974,0,0.154,1.60797218038409e-15
GDA,1.98672121754083e-19,-1.7474444198065,0.009,0.269,4.86826167146205e-15
ARHGEF10L,8.11755088628594e-19,-1.38520651114419,0.015,0.308,1.98912466917551e-14
PPP2R3A,4.58552104257816e-18,-1.99103397046232,0.056,0.5,1.12363607627335e-13
SLC6A13,5.2967851073869e-18,-1.33491295106256,0.011,0.269,1.29792422271409e-13
COL27A1,1.58832629550377e-17,-1.5217900867636,0.004,0.192,3.89203475450243e-13
NR1H4,1.67873645793351e-17,-1.23026447525641,0.004,0.192,4.11357581652027e-13
ALDH1L1,1.77422086465235e-17,-1.30945478142233,0.004,0.192,4.34755080674411e-13
WDR72,6.71052313193812e-17,-1.56015226642883,0.041,0.423,1.64434658825012e-12
YPEL2,1.88503404087518e-16,-1.55835474774616,0.033,0.385,4.61908741376053e-12
SPP1,2.13046173483698e-16,-2.14384053717377,0.052,0.462,5.22048343504454e-12
PTPN14,2.28097745501123e-16,-1.63953487360687,0.033,0.385,5.58930715575951e-12
FRMD4B,2.49235120687518e-16,-1.56377986397636,0.026,0.346,6.10725739732694e-12
WWC1,3.07464007123784e-16,-1.54633718112465,0.033,0.385,7.53409803056121e-12
DMTN,6.52799744160453e-16,-1.39312532672755,0.002,0.154,1.59962049309077e-11
CLDN10,9.9213302626658e-16,-1.31284229110399,0.009,0.231,2.43112276756363e-11
LINC02532,1.1549127482412e-15,-1.51055035998313,0.02,0.308,2.82999819829023e-11
AL033504.1,2.61050550244131e-15,-1.14518310282744,0.006,0.192,6.39678268318218e-11
ESPN,2.73110073065455e-15,-0.67376151400505,0,0.115,6.69228923039592e-11
LINC01671,2.73110073065455e-15,-0.775716932486192,0,0.115,6.69228923039592e-11
SLC34A1,2.73110073065455e-15,-0.861711720317524,0,0.115,6.69228923039592e-11
ABLIM3,2.73110073065455e-15,-0.868096525134705,0,0.115,6.69228923039592e-11
TINAG,2.73110073065455e-15,-1.06109506243889,0,0.115,6.69228923039592e-11
SLC13A1,2.73110073065455e-15,-1.37596585231382,0,0.115,6.69228923039592e-11
BHMT,2.73942981626038e-15,-1.37363937604422,0.006,0.192,6.71269882176444e-11
GLYAT,3.01637282766134e-15,-1.14803981912657,0.006,0.192,7.39131997690136e-11
TRABD2B,5.56897418718702e-15,-1.73764943000601,0.022,0.308,1.36462143482831e-10
PAX8,1.29685454878121e-14,-1.9103853327207,0.072,0.5,3.17781238633348e-10
CNKSR3,1.59012306661357e-14,-1.67247814422132,0.039,0.385,3.89643756242989e-10
PLXNB1,1.97149704884076e-14,-1.41568592348998,0.017,0.269,4.83095636847939e-10
KIFC3,2.55461308730274e-14,-1.45198102626325,0.011,0.231,6.25982390912664e-10
SASH1,3.47228384455522e-14,-1.82889919124278,0.024,0.308,8.5084843326981e-10
ESRRG,1.2188246916713e-13,-2.10160798401201,0.091,0.538,2.98660802447136e-09
FBXO17,1.44901129305983e-13,-1.44586028069172,0.007,0.192,3.5506572725138e-09
ACOT11,1.71797915720024e-13,-1.02269373599338,0.007,0.192,4.20973612680347e-09
RIPK4,2.49146909431797e-13,-0.972260334873429,0.004,0.154,6.10509586871675e-09
LINC01060,2.49146909431797e-13,-0.977986335883192,0.004,0.154,6.10509586871675e-09
RNF152,2.81318822349485e-13,-1.22731921064071,0.013,0.231,6.89343642285178e-09
AP1M2,2.90775332857171e-13,-1.12418550972006,0.004,0.154,7.12515875633212e-09
PTPRF,3.06114574661653e-13,-0.735485772071658,0.004,0.154,7.50103153750914e-09
PLEKHA5,3.95797987117421e-13,-1.89915457185425,0.057,0.423,9.69863387632528e-09
DAB2IP,4.13697801955042e-13,-1.21374638235142,0.013,0.231,1.01372509391063e-08
NHS,4.58797528048584e-13,-1.8032391102933,0.044,0.385,1.12423746273025e-08
SYNE2,5.47263850084604e-13,-2.07418706755929,0.23,0.769,1.34101533824731e-08
PKHD1,1.17598575315243e-12,-1.52774466732573,0.131,0.615,2.88163548952471e-08
SHANK2,2.59023851597381e-12,-1.72720683625737,0.039,0.346,6.34712045954223e-08
JUP,2.59588975905083e-12,-1.40028174534193,0.015,0.231,6.36096826557815e-08
KIF12,3.10400136324168e-12,-1.32826101299816,0.009,0.192,7.60604494048741e-08
AC087564.1,3.10400136324168e-12,-1.43811529268744,0.009,0.192,7.60604494048741e-08
SULT1C2,3.90296986713791e-12,-1.10189296838508,0.009,0.192,9.56383736243474e-08
STOX2,4.92045279338928e-12,-1.87107429981842,0.041,0.346,1.20570775249211e-07
RHOBTB1,5.49252809609737e-12,-0.911408725631076,0.009,0.192,1.3458890846677e-07
NLGN1,7.8337201574433e-12,-1.33376084263362,0.05,0.385,1.91957478737991e-07
NUDT8,1.45203867095666e-11,-0.607145241494435,0.002,0.115,3.55807555931219e-07
MIOX,1.45203867095666e-11,-0.764145839005091,0.002,0.115,3.55807555931219e-07
HECTD3,1.45203867095666e-11,-0.778504784750204,0.002,0.115,3.55807555931219e-07
CFAP221,1.45203867095666e-11,-0.879592826515532,0.002,0.115,3.55807555931219e-07
LINC02274,1.45203867095666e-11,-0.950019056920126,0.002,0.115,3.55807555931219e-07
LINC02275,1.45203867095666e-11,-0.966900362371172,0.002,0.115,3.55807555931219e-07
AGXT2,1.45203867095666e-11,-1.29486637092751,0.002,0.115,3.55807555931219e-07
SLC22A2,1.45203867095666e-11,-1.40921574108341,0.002,0.115,3.55807555931219e-07
SGSH,1.63152493721373e-11,-0.606898682803911,0.002,0.115,3.99788870614852e-07
SNHG22,2.00768174822355e-11,-1.02261877583148,0.006,0.154,4.91962335584699e-07
SORCS2,2.19185668251089e-11,-1.02322803901177,0.006,0.154,5.37092561482468e-07
EVC,2.2900476994672e-11,-1.050240130548,0.006,0.154,5.61153288277443e-07
ADGRA3,2.2900476994672e-11,-1.12055575834306,0.006,0.154,5.61153288277443e-07
CNN3,5.59335303195064e-11,-0.973263939315622,0.011,0.192,1.37059522694919e-06
FHOD3,5.96771504119967e-11,-1.32103008507385,0.026,0.269,1.46232889369557e-06
PTPRD,9.5684701899489e-11,-1.38234126437223,0.057,0.385,2.34465793534508e-06
GTF2IRD1,1.14424751749141e-10,-1.13311280553782,0.019,0.231,2.80386411686096e-06
ALS2CL,1.15781951780584e-10,-0.291646735301885,0,0.077,2.83712094643143e-06
MAN1B1-DT,1.15781951780584e-10,-0.311227665406144,0,0.077,2.83712094643143e-06
TMEM72,1.15781951780584e-10,-0.319090956023061,0,0.077,2.83712094643143e-06
FAM92A,1.15781951780584e-10,-0.337950350833189,0,0.077,2.83712094643143e-06
SPAAR,1.15781951780584e-10,-0.415714478931942,0,0.077,2.83712094643143e-06
DACT2,1.15781951780584e-10,-0.438450524407712,0,0.077,2.83712094643143e-06
SLC22A12,1.15781951780584e-10,-0.488883882692595,0,0.077,2.83712094643143e-06
TST,1.15781951780584e-10,-0.502554564542117,0,0.077,2.83712094643143e-06
TBL1Y,1.15781951780584e-10,-0.504196512934234,0,0.077,2.83712094643143e-06
GGT2,1.15781951780584e-10,-0.528994464956177,0,0.077,2.83712094643143e-06
RTEL1,1.15781951780584e-10,-0.540216994393619,0,0.077,2.83712094643143e-06
CAPN13,1.15781951780584e-10,-0.544470103050849,0,0.077,2.83712094643143e-06
SERPINF2,1.15781951780584e-10,-0.589556729504483,0,0.077,2.83712094643143e-06
TMEM37,1.15781951780584e-10,-0.589877800502557,0,0.077,2.83712094643143e-06
DIO1,1.15781951780584e-10,-0.596213160413501,0,0.077,2.83712094643143e-06
RNF217,1.15781951780584e-10,-0.60574833813783,0,0.077,2.83712094643143e-06
DNAJC22,1.15781951780584e-10,-0.621851970518229,0,0.077,2.83712094643143e-06
RAB3IL1,1.15781951780584e-10,-0.642863128126812,0,0.077,2.83712094643143e-06
MYO7B,1.15781951780584e-10,-0.66114674821982,0,0.077,2.83712094643143e-06
RUNX1T1,1.15781951780584e-10,-0.68000477827863,0,0.077,2.83712094643143e-06
CYP4A22-AS1,1.15781951780584e-10,-0.680940673884986,0,0.077,2.83712094643143e-06
SLC5A12,1.15781951780584e-10,-0.687076578818071,0,0.077,2.83712094643143e-06
LHX1-DT,1.15781951780584e-10,-0.687076578818071,0,0.077,2.83712094643143e-06
PCBP4,1.15781951780584e-10,-0.713537611536071,0,0.077,2.83712094643143e-06
FXYD2,1.15781951780584e-10,-0.764913505422065,0,0.077,2.83712094643143e-06
FGA,1.15781951780584e-10,-0.775429635223059,0,0.077,2.83712094643143e-06
AC017074.1,1.15781951780584e-10,-0.804905691394454,0,0.077,2.83712094643143e-06
SLC44A4,1.15781951780584e-10,-0.853246630399814,0,0.077,2.83712094643143e-06
CABP1,1.15781951780584e-10,-0.878711977594983,0,0.077,2.83712094643143e-06
AL357078.1,1.15781951780584e-10,-0.887361630522089,0,0.077,2.83712094643143e-06
SLC22A11,1.15781951780584e-10,-1.01503136380618,0,0.077,2.83712094643143e-06
PARD3,2.23542365346101e-10,-1.92246951635253,0.106,0.5,5.47768212044087e-06
LRMDA,3.70545017126522e-10,-1.5836752882886,0.109,0.5,9.0798350996683e-06
DUSP3,5.86978432190656e-10,-0.916900550035376,0.007,0.154,1.43833195023998e-05
SLC1A1,6.33431543185679e-10,-0.850177187782546,0.007,0.154,1.55216065342219e-05
ADAMTS1,7.37345684503823e-10,-0.979660550177678,0.007,0.154,1.80679186530817e-05
BICC1,7.71977793091991e-10,-1.77085556365624,0.093,0.462,1.89165438419261e-05
ARHGAP15,9.23506880342793e-10,1.9953462289965,0.785,0.077,2.26296125959198e-05
LINC01320,1.55942546756451e-09,-1.89034828971416,0.031,0.269,3.82121616572008e-05
GNG12,1.74353465403281e-09,-1.13276126203292,0.022,0.231,4.272357316242e-05
GCNT2,1.82730044344259e-09,-1.72145531761125,0.067,0.385,4.47761700661172e-05
CACNA2D3,1.83269656516407e-09,-1.2551311446449,0.022,0.231,4.49083966327803e-05
SLC47A1,2.06754391600058e-09,-1.40856077101579,0.043,0.308,5.06630961176781e-05
PTGER3,2.23590782845227e-09,-1.33104736592199,0.022,0.231,5.47886854283945e-05
ARHGAP6,2.4939910293561e-09,-1.53770507228993,0.081,0.423,6.11127561833418e-05
CDH2,2.55408027356851e-09,-0.810067227635673,0.004,0.115,6.25851830235228e-05
GABRB3,2.55408027356851e-09,-0.918323775596366,0.004,0.115,6.25851830235228e-05
AK4,2.55408027356851e-09,-0.97390383094652,0.004,0.115,6.25851830235228e-05
SORD,2.67515050398203e-09,-0.517724059008071,0.004,0.115,6.55518879495756e-05
MEI4,2.67515050398203e-09,-0.927925024482235,0.004,0.115,6.55518879495756e-05
ARHGEF17,2.67515050398203e-09,-1.04436591280439,0.004,0.115,6.55518879495756e-05
TNS1,2.68398375670695e-09,-1.20657110607061,0.015,0.192,6.57683379743471e-05
SIM1,2.76267231927473e-09,-1.05401109369511,0.015,0.192,6.76965225115079e-05
NOSTRIN,2.80180291414097e-09,-0.65809212753081,0.004,0.115,6.86553786081103e-05
ZNF584,2.80180291414097e-09,-0.711982375810481,0.004,0.115,6.86553786081103e-05
TNFRSF11B,2.80180291414097e-09,-0.912057217495617,0.004,0.115,6.86553786081103e-05
SLC27A2,2.80180291414097e-09,-0.955507418452232,0.004,0.115,6.86553786081103e-05
RAB17,2.80180291414097e-09,-1.01888843507667,0.004,0.115,6.86553786081103e-05
GPX3,2.84360575049877e-09,-1.438921235294,0.015,0.192,6.96797153102218e-05
BCAR1,2.93428727857738e-09,-0.759461220428082,0.004,0.115,7.19017754742602e-05
SLC36A2,2.93428727857738e-09,-0.804036583027988,0.004,0.115,7.19017754742602e-05
GLIS2,3.07286418845346e-09,-0.677028394606641,0.004,0.115,7.52974640738635e-05
CHDH,3.07286418845346e-09,-0.782049383680226,0.004,0.115,7.52974640738635e-05
SLC6A8,3.21780550341752e-09,-0.473708510124343,0.004,0.115,7.8849106055743e-05
HSPA4L,3.21780550341752e-09,-0.52481369545453,0.004,0.115,7.8849106055743e-05
ARHGEF5,3.36939482159352e-09,-0.434020182837101,0.004,0.115,8.25636507083275e-05
CHRM3,6.42983337301453e-09,-1.17001795542767,0.009,0.154,0.000157556636972348
SHF,6.65090150269584e-09,-1.30131249876763,0.009,0.154,0.000162973690422059
CTDSPL,6.87935505142935e-09,-1.0338188401396,0.009,0.154,0.000168571716180225
CMTM4,7.03989623188663e-09,-1.15544796204075,0.024,0.231,0.00017250561726615
RGS3,7.11543317047215e-09,-1.28620113138303,0.009,0.154,0.00017435657440925
KLHL13,8.10011486464394e-09,-1.18299334749825,0.024,0.231,0.000198485214643235
ZNF462,8.14104109006881e-09,-0.762834221837168,0.009,0.154,0.000199488070871046
DPYS,8.14104109006881e-09,-0.838670474327881,0.009,0.154,0.000199488070871046
NTN4,8.29129563973895e-09,-1.0834383306486,0.024,0.231,0.000203169908356163
CACFD1,9.00318649606861e-09,-0.735098857571166,0.009,0.154,0.000220614081899665
CACNA1D,9.31494423398564e-09,-1.0663004676278,0.024,0.231,0.000228253393509584
WWC2,9.75792671953125e-09,-1.07759479425791,0.024,0.231,0.000239108236335394
RETREG1,1.04593620288589e-08,-1.09254211504335,0.033,0.269,0.000256296207155159
NEAT1,1.32486553310833e-08,-1.16401405941332,0.706,1,0.000324645050232865
LAPTM4B,1.6964912639291e-08,-0.942688587954665,0.017,0.192,0.000415708219313187
WDFY3,1.79168329201078e-08,-1.3668172576559,0.046,0.308,0.00043903407387432
GAREM1,1.80276779466305e-08,-1.06905567084499,0.072,0.385,0.000441750220404233
SLC25A29,2.96407132685098e-08,-1.02618990315688,0.037,0.269,0.000726316037931565
SLC39A14,3.32126298634393e-08,-1.29340831799246,0.037,0.269,0.000813842282173717
MT1X,3.88130549168124e-08,2.83310224040823,0.615,0,0.000951075097681572
SLC12A7,4.25999518954689e-08,-1.35042974597108,0.028,0.231,0.00104386922124657
DOK6,4.62805069026835e-08,-1.2987965798243,0.019,0.192,0.00113405754114336
TMEM51,4.73531886243028e-08,-1.39428585608088,0.028,0.231,0.00116034253404992
ZHX2,5.17346370837848e-08,1.94123200256689,0.748,0.192,0.00126770554710106
AC005699.1,5.26195449722963e-08,-1.34228861682615,0.011,0.154,0.00128938933000115
C3,6.11785313631669e-08,-0.995303738034512,0.011,0.154,0.00149911873252304
NCKAP5,6.22442779081479e-08,-1.23561223734158,0.028,0.231,0.00152523378586126
AL627171.2,6.87387576868276e-08,-0.749383179196452,0.019,0.192,0.00168437451835802
ADGRG1,6.87387576868276e-08,-1.00482947185845,0.019,0.192,0.00168437451835802
ECHDC2,7.18674225468934e-08,-1.09410674545261,0.05,0.308,0.00176103932208908
CCDC40,7.32383237292123e-08,-0.759305153285925,0.011,0.154,0.00179463188466062
MOGAT1,8.45438426221039e-08,-0.835910354191735,0.006,0.115,0.00207166231961203
SLC7A8,8.45438426221039e-08,-0.908158394559473,0.006,0.115,0.00207166231961203
EPB41L3,8.78033655344129e-08,-0.835818341517441,0.019,0.192,0.00215153366905525
TNFRSF19,8.78420639858061e-08,-0.819219723721882,0.006,0.115,0.00215248193590819
CEACAM19,8.78420639858061e-08,-0.862639775475827,0.006,0.115,0.00215248193590819
SERINC2,8.78420639858061e-08,-0.953352795729587,0.006,0.115,0.00215248193590819
SLC6A12,9.12647109063332e-08,-0.590861109140867,0.006,0.115,0.00223635047604879
ME3,9.12647109063332e-08,-0.978019729344989,0.006,0.115,0.00223635047604879
PLEKHG3,9.48163071990348e-08,-0.606030556617995,0.006,0.115,0.00232337879160515
LDLRAD3,9.48163071990348e-08,-0.713409546572846,0.006,0.115,0.00232337879160515
ARNT2,9.48163071990348e-08,-0.840194359384306,0.006,0.115,0.00232337879160515
TGM2,1.06292429911743e-07,-0.74926348910054,0.006,0.115,0.00260458970255736
ACLY,1.2063711412643e-07,-1.32383613371699,0.03,0.231,0.00295609184455403
NCEH1,1.24428840649762e-07,-1.04592454000164,0.052,0.308,0.00304900431128176
RILPL1,1.51013765644623e-07,-0.958324976985495,0.02,0.192,0.00370044131335585
GRAMD1A,1.61895583235876e-07,-1.18252315611953,0.02,0.192,0.0039670893716119
C20orf194,1.78681261878321e-07,-1.30721665489598,0.056,0.308,0.00437840564106638
SPTLC3,1.90315958725548e-07,-1.06101026844352,0.02,0.192,0.00466350225261084
EVL,2.17090578596533e-07,-1.12913733409601,0.1,0.423,0.00531958753792945
PRKD1,2.29571822113927e-07,-1.27425095598173,0.043,0.269,0.00562542792907967
ARMC7,2.60993205390232e-07,-0.348585370302655,0.002,0.077,0.00639537750488225
UNC5CL,2.60993205390232e-07,-0.446982951526079,0.002,0.077,0.00639537750488225
SMAD9,2.60993205390232e-07,-0.482533367208583,0.002,0.077,0.00639537750488225
AL162411.1,2.60993205390232e-07,-0.510301464390283,0.002,0.077,0.00639537750488225
GAS2L3,2.60993205390232e-07,-0.616344196160359,0.002,0.077,0.00639537750488225
APOD,2.60993205390232e-07,-0.664357233780745,0.002,0.077,0.00639537750488225
TMPRSS2,2.60993205390232e-07,-0.668273917371822,0.002,0.077,0.00639537750488225
LINC00671,2.60993205390232e-07,-0.719399854431053,0.002,0.077,0.00639537750488225
DYSF,2.60993205390232e-07,-0.73942347515785,0.002,0.077,0.00639537750488225
SPACA6,2.60993205390232e-07,-0.744242965756194,0.002,0.077,0.00639537750488225
AL110292.1,2.60993205390232e-07,-0.750168341229596,0.002,0.077,0.00639537750488225
LINC01239,2.60993205390232e-07,-0.806277672926178,0.002,0.077,0.00639537750488225
OBSL1,2.60993205390232e-07,-0.812323399534175,0.002,0.077,0.00639537750488225
KCTD2,2.60993205390232e-07,-0.899343419274263,0.002,0.077,0.00639537750488225
ARHGAP29,2.68811721245425e-07,-1.21524431895803,0.07,0.346,0.0065869624173979
SH3RF1,2.70137772025411e-07,-1.07650000208931,0.069,0.346,0.00661945596571068
DNAJC19,2.74924034017982e-07,-0.486111693507788,0.002,0.077,0.00673673852957664
CYP4F3,2.74924034017982e-07,-0.492391757580596,0.002,0.077,0.00673673852957664
FAM131A,2.74924034017982e-07,-0.560844937928399,0.002,0.077,0.00673673852957664
PIH1D2,2.74924034017982e-07,-0.597725274236333,0.002,0.077,0.00673673852957664
KHK,2.74924034017982e-07,-0.602841070245015,0.002,0.077,0.00673673852957664
UMOD,2.74924034017982e-07,-0.630927754994327,0.002,0.077,0.00673673852957664
FUT6,2.74924034017982e-07,-0.643041981493156,0.002,0.077,0.00673673852957664
SCNN1D,2.74924034017982e-07,-0.648411111644488,0.002,0.077,0.00673673852957664
CLTRN,2.74924034017982e-07,-0.815972535891024,0.002,0.077,0.00673673852957664
REL,2.75376281951456e-07,2.48238410100519,0.611,0.077,0.00674782041293849
TTLL9,2.89571701003516e-07,-0.296677538498969,0.002,0.077,0.00709566496139016
INAVA,2.89571701003516e-07,-0.297839589204931,0.002,0.077,0.00709566496139016
AC104667.2,2.89571701003516e-07,-0.314708656530548,0.002,0.077,0.00709566496139016
EGFL7,2.89571701003516e-07,-0.383628191234306,0.002,0.077,0.00709566496139016
CAHM,2.89571701003516e-07,-0.466735455074227,0.002,0.077,0.00709566496139016
CX3CL1,2.89571701003516e-07,-0.565127737476921,0.002,0.077,0.00709566496139016
SOD2,2.89571701003516e-07,-0.592705102375011,0.002,0.077,0.00709566496139016
PVR,2.89571701003516e-07,-0.738374516344361,0.002,0.077,0.00709566496139016
PHLDB2,3.03170105097182e-07,-1.17828275626639,0.043,0.269,0.00742888025530134
KCNQ1OT1,3.28855733060279e-07,-1.23106617741893,0.156,0.5,0.00805828088290909
ALDH1A1,3.66183935389922e-07,-0.753409303099664,0.013,0.154,0.00897297115279464
IL13RA1,3.70464752398389e-07,-0.650248767453901,0.03,0.231,0.00907786829277012
GGT1,3.76221964530995e-07,-0.826858108854315,0.013,0.154,0.00921894301886751
GTF3C5,3.76221964530995e-07,-0.893884126755744,0.013,0.154,0.00921894301886751
RBPMS,4.14252547207043e-07,-1.44353643829945,0.111,0.423,0.0101508444167614
FNBP1L,4.45301959087489e-07,-1.3218987810253,0.057,0.308,0.0109116792054798
HIST1H2BD,4.58968435754581e-07,-1.31351160143739,0.044,0.269,0.0112465625497302
RGL3,4.99751695587602e-07,-0.948398871057504,0.022,0.192,0.0122459155486786
AL139260.1,6.20071524257245e-07,-1.39300196384545,0.033,0.231,0.0151942326303995
PRDM2,6.93950006299959e-07,1.65669463252426,0.646,0.077,0.0170045509543742
FGF13,7.27171986543012e-07,-1.58042954170219,0.046,0.269,0.01781862235825
UACA,8.1346605863411e-07,-1.04460911651068,0.033,0.231,0.0199331723007702
RNF213,9.16707127364483e-07,-1.37816282570402,0.22,0.577,0.0224629914489393
EMX1,1.03960927774048e-06,-0.747143553272704,0.007,0.115,0.0254745857417528
HOXB3,1.03960927774048e-06,-0.902184776293418,0.007,0.115,0.0254745857417528
ENPEP,1.03960927774048e-06,-0.906854301321083,0.007,0.115,0.0254745857417528
TRPM3,1.06595396142479e-06,-1.19668306345852,0.024,0.192,0.026120135870753
CFAP69,1.07397875370299e-06,-0.65129456331608,0.007,0.115,0.0263167753807381
AL049629.1,1.07397875370299e-06,-0.655615443783706,0.007,0.115,0.0263167753807381
ST6GALNAC2,1.07397875370299e-06,-0.854212634043606,0.007,0.115,0.0263167753807381
ETHE1,1.07397875370299e-06,-1.11480797553921,0.007,0.115,0.0263167753807381
ABCC6,1.10944040124156e-06,-0.608919634483494,0.007,0.115,0.0271857275920232
PTK7,1.10944040124156e-06,-0.890797871334822,0.007,0.115,0.0271857275920232
NOX4,1.10944040124156e-06,-0.914511669047141,0.007,0.115,0.0271857275920232
FNBP1,1.11698308367592e-06,1.20776548195103,0.739,0.231,0.0273705534823947
PITPNM2,1.14287776244443e-06,-0.971363097440533,0.033,0.231,0.0280050766909383
UNC5D,1.14602742167114e-06,-0.836989229825792,0.007,0.115,0.0280822559406296
ZSWIM6,1.16071671760914e-06,1.88492691696101,0.661,0.154,0.0284422024482944
TSPAN9,1.18377397589724e-06,-0.680067532091558,0.007,0.115,0.0290071975053859
ZFYVE21,1.22271521056583e-06,-0.407832320937448,0.007,0.115,0.0299614135197052
AL355075.4,1.22271521056583e-06,-0.725652581968104,0.007,0.115,0.0299614135197052
ACSS2,1.2297551310573e-06,-1.01249196355583,0.024,0.192,0.030133919731428
SPEF2,1.3043273980792e-06,-0.575140202927733,0.007,0.115,0.0319612385625328
POLD3,1.37027073649151e-06,-0.956736398539242,0.015,0.154,0.033577114126988
AFMID,1.37027073649151e-06,-1.01988085958228,0.015,0.154,0.033577114126988
HNF1B,1.40452291370017e-06,-0.752202703859847,0.015,0.154,0.034416429477309
ADAMTS16,1.40453194648598e-06,-0.781770530389124,0.015,0.154,0.0344166508166925
MT2A,1.43060030124954e-06,1.94292037563851,0.681,0.231,0.0350554297818188
BIN1,1.43961615377287e-06,-0.865996623918341,0.015,0.154,0.0352763542320505
NRP1,1.54169269426142e-06,-1.19479791912065,0.035,0.231,0.0377776377801819
CSKMT,1.62805824657094e-06,-0.672243726116657,0.015,0.154,0.0398939392739742
LAMB1,1.8737509706556e-06,-1.19114109766249,0.065,0.308,0.0459143937849447
STK3,1.93413611216955e-06,-1.10461771210099,0.137,0.462,0.0473940712926026
AC016831.7,2.1978512294853e-06,1.35501371014307,0.88,0.5,0.0538561465273078
SBNO2,2.37396746223077e-06,-0.946598339695634,0.063,0.308,0.0581716986945028
GPAT3,2.40779371307157e-06,-1.21175841966924,0.026,0.192,0.0590005771451059
SMCHD1,2.74984252176735e-06,1.43160679955965,0.728,0.231,0.0673821411533873
DOCK1,2.97330820331725e-06,-1.18348462622229,0.037,0.231,0.0728579442140859
IFT88,3.07641196163355e-06,-1.12456211995287,0.05,0.269,0.0753843987078686
PTPN3,3.66091150151474e-06,-1.27938451346121,0.017,0.154,0.0897069754331172
TRAF3,3.68779247361645e-06,1.50486019668969,0.567,0.038,0.0903656667734974
FAT1,3.80271062006488e-06,-0.79426337472714,0.037,0.231,0.0931816210340699
RALYL,3.83192474378945e-06,-0.972487528233736,0.017,0.154,0.0938974839218167
NPAS2,4.49282217648661e-06,-1.21741122580914,0.017,0.154,0.110092114612628
TNFRSF10D,4.80832840840812e-06,-1.19555446353139,0.017,0.154,0.117823279319632
HS6ST1,5.08702703692957e-06,-1.07313146844321,0.039,0.231,0.124652510512922
SAMD5,5.26214747098712e-06,-0.727877143378463,0.017,0.154,0.128943661629068
TRPM8,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
MYL3,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
C3orf14,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
MBNL1-AS1,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
LINC00880,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
KCNN2,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
AC008514.1,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
AC006333.2,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
RBPMS-AS1,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
NPDC1,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
COL17A1,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
SDSL,5.39302224690529e-06,-0.140483041098594,0,0.038,0.132150617138167
