,p_val,avg_logFC,pct.1,pct.2,p_val_adj
SLC13A3,3.79328550395144e-229,-2.76030392609109,0.099,0.982,9.29506679888261e-225
CGNL1,1.44150335625459e-202,-2.31814895064967,0.171,0.946,3.53225982416625e-198
AKAP12,8.69424859156838e-200,2.4448079724205,0.498,0.032,2.13043867487792e-195
KCTD16,3.63161237491965e-168,1.76349521025816,0.412,0.023,8.8989029635031e-164
ABCC3,9.64266425014537e-152,1.55454476679542,0.464,0.047,2.36283844785562e-147
SLC34A1,9.54738854844836e-144,-2.84675705063357,0.009,0.748,2.33949208991179e-139
NEAT1,1.67107021887306e-140,-0.902111791120653,0.977,1,4.09479046432654e-136
SPP1,3.29969120218507e-135,-1.6780800510671,0.261,0.876,8.0855633218343e-131
MAN1C1,5.99163190471937e-135,-2.41652616723942,0.007,0.719,1.46818948193243e-130
VCAN,6.34380005984785e-134,1.26307901223891,0.266,0.004,1.55448476666512e-129
PLEKHH2,2.23857455440125e-130,1.39828600318695,0.417,0.045,5.48540308810482e-126
KAZN,2.74644922310053e-129,1.72621639611884,0.671,0.191,6.72989917628554e-125
NOX4,1.30122540011947e-127,-1.38634924846358,0.342,0.901,3.18852272045274e-123
PROM1,2.1064443868827e-123,1.09370914925633,0.288,0.012,5.16163132561738e-119
CNTNAP3B,2.01302261071941e-120,-1.12260268535312,0.489,0.941,4.93271060530684e-116
CASC15,2.00890462344804e-117,1.51009688801579,0.45,0.07,4.92261988929707e-113
SLC5A2,9.34467238372002e-117,-1.73951043002069,0.043,0.701,2.28981852090675e-112
LINC00871,3.01608208059296e-116,-1.60345548132349,0.083,0.751,7.39060753028499e-112
AQP4-AS1,1.11527250991365e-110,1.16161983088401,0.3,0.02,2.7328637582924e-106
RNF213,3.49009326718232e-110,-1.28394556739893,0.426,0.889,8.55212454190356e-106
LINC01060,1.23397358094506e-106,-1.77123607285767,0.047,0.666,3.02372886274776e-102
PRKX,9.69157928474932e-105,1.27759504355789,0.363,0.042,2.37482458793497e-100
PKHD1,5.43585879760113e-104,0.833396955288106,0.975,0.923,1.33200283976418e-99
PLCL1,5.83682981195189e-102,1.59131517164941,0.676,0.251,1.43025677712069e-97
FAM20A,4.1323312884675e-101,-1.862853063397,0.043,0.634,1.01258645892608e-96
EDIL3,5.26715325722614e-101,0.956480030080757,0.248,0.012,1.29066323415069e-96
SLC5A12,7.93758589951895e-101,-1.46748085256254,0.09,0.706,1.94502604881812e-96
AC087762.1,8.41147539088966e-97,-1.28315516485693,0.227,0.795,2.0611479297836e-92
XKR4,1.01363443694065e-95,1.2811434228053,0.3,0.029,2.48380982427938e-91
PPP2R3A,1.37085534031513e-95,-0.850538639057537,0.714,0.96,3.35914392590819e-91
NPNT,1.63335222532156e-94,0.912566586199323,0.239,0.012,4.00236629292794e-90
MACC1,1.3917773392414e-89,1.48789378466525,0.579,0.188,3.41041119207713e-85
PAPPA,1.2314963963233e-84,-1.46526094900491,0.182,0.679,3.0176587695506e-80
NEBL,2.03832328009586e-84,1.04142257478047,0.297,0.035,4.9947073655469e-80
SLC4A4,1.10003232251648e-83,-1.19556739927327,0.304,0.789,2.69551920309439e-79
SLC35F3,6.19319690917572e-83,0.990720460382933,0.209,0.011,1.51758097062442e-78
MYO10,7.52704625068938e-83,1.04485693057175,0.372,0.065,1.84442741326892e-78
SEMA5A,9.41214799263685e-82,1.37869974759509,0.646,0.28,2.30635274411573e-77
ADAMTS16,1.17281126380206e-81,1.1599799919022,0.293,0.036,2.87385672082057e-77
SLC7A8,2.76184032770926e-81,-1.73853689419725,0.029,0.557,6.76761353901878e-77
CLDN10,4.98723215486045e-81,-0.983575252316855,0.52,0.882,1.222071367227e-76
LRP2,6.11767149117057e-81,-0.818850519843827,0.786,0.978,1.49907422219644e-76
ABCA13,6.49052697097276e-80,0.715050413762813,0.167,0.003,1.59043872896717e-75
HIST1H2BD,7.42110602662579e-80,-2.38718389815397,0.009,0.52,1.81846782076438e-75
TMEM163,6.90779039040157e-78,0.998843379718534,0.286,0.036,1.692684957264e-73
XIST,7.86653772385862e-77,0.978660623236197,0.664,0.249,1.92761640385432e-72
AC098617.1,1.12976891079459e-76,0.782721461894091,0.194,0.01,2.76838573901105e-72
NRG3,2.80911123046353e-76,1.27594040754317,0.484,0.134,6.88344615912784e-72
AC005699.1,3.9973911444575e-76,-1.30761474325217,0.194,0.685,9.79520726037865e-72
DLG2,4.80668867678137e-76,-0.811929227361995,0.579,0.929,1.17783099335851e-71
RALYL,1.17668084161214e-74,-1.06823238185947,0.119,0.664,2.88333873428639e-70
RIPOR2,6.32174628905146e-74,1.16656128778279,0.365,0.072,1.54908071066917e-69
GDA,7.28315380129391e-74,-1.0500280058148,0.374,0.81,1.78466400746906e-69
ST3GAL1,1.67422148879866e-73,-1.43286734999413,0.068,0.552,4.10251233615224e-69
RAPGEF5,2.9219162235945e-73,0.76459242384857,0.212,0.016,7.15986351429596e-69
