,p_val,avg_logFC,pct.1,pct.2,p_val_adj
GPC5,2.00200544607286e-141,-2.34468080821709,0.051,0.56,4.90571414505695e-137
ESRRB,7.81355876745008e-135,-1.49690809892085,0.016,0.402,1.91463444037597e-130
CGNL1,1.02011958474911e-127,-1.97963280946623,0.12,0.705,2.49970103046923e-123
SFRP1,4.01732559754244e-127,-1.23188500936477,0.007,0.321,9.844054644218e-123
SPP1,9.71047733246535e-124,-2.04998914818384,0.112,0.679,2.37945536554731e-119
GCNT2,9.08851489091231e-122,-1.96049118251047,0.068,0.573,2.22704968886915e-117
CA10,8.80904547259992e-117,-1.42398016068188,0.022,0.389,2.15856850260589e-112
SLC12A3,2.35163686842346e-111,-1.52504620801176,0.011,0.316,5.76245098238484e-107
PTGER3,3.07818526739754e-107,-1.62314992361026,0.029,0.397,7.54278517923093e-103
HS6ST2,7.21288346940467e-103,-1.1802592853596,0.007,0.274,1.76744496534292e-98
HRH1,5.17752317825537e-85,2.97022772864016,0.777,0.026,1.2687002795997e-80
EGF,2.06621279117764e-83,-1.04028137701348,0.01,0.252,5.0630478235017e-79
UMOD,8.4274321104981e-82,-1.22636790907836,0.002,0.188,2.06505796435645e-77
SGMS2,1.0463868040066e-75,1.81193442901164,0.87,0.397,2.56406622453776e-71
SYNE1,9.11958416650065e-75,1.61418619586528,0.9,0.436,2.23466290415932e-70
EFNA5,3.534154862421e-74,-1.4326420670201,0.286,0.803,8.66009307487641e-70
LAMA3,8.16436737522079e-72,3.29667821469285,0.708,0.03,2.0005965816241e-67
PLCL1,2.93557373369865e-71,-1.64155260146664,0.117,0.543,7.19332987705516e-67
MACC1,3.46951672762128e-71,1.69363723795905,0.877,0.432,8.50170378936319e-67
MECOM,1.94362738461692e-67,-1.07368658564263,0.417,0.927,4.76266454326529e-63
EZR,8.67220372989289e-65,1.23216083871693,0.883,0.457,2.12503680197295e-60
KCNIP4,1.63248267555979e-64,-1.30492190533605,0.552,0.919,4.00023554819172e-60
RFX2,2.10535279403203e-63,2.04341463703537,0.718,0.103,5.15895648649608e-59
MET,8.44294342373289e-62,1.46755271923733,0.853,0.427,2.06885885655151e-57
ESRRG,9.42474974925355e-62,-1.11910470137172,0.602,0.932,2.30944067855709e-57
SLC19A3,1.09922152286367e-60,-0.640424715934905,0.006,0.175,2.69353241962514e-56
CAMK1D,4.9448676842423e-56,2.34348542658234,0.629,0.047,1.21169037734673e-51
ATP6V0A4,5.4363509120917e-56,-1.02623146387711,0.04,0.303,1.33212342749895e-51
BTBD11,1.26159637635892e-55,-0.901989572463811,0.01,0.188,3.09141576062989e-51
TBC1D9,4.43903035740393e-55,-1.19688031002849,0.072,0.389,1.08773999877826e-50
FOXP2,4.54927179345539e-55,2.04908731737633,0.631,0.056,1.11475356026831e-50
SAMD5,5.9266219323656e-54,-1.31481897841222,0.093,0.432,1.45225943830687e-49
SGIP1,1.7547501970317e-53,-0.951682446609587,0.032,0.274,4.29983988280649e-49
FP671120.1,6.41993174856149e-53,-1.59424318373761,0.295,0.735,1.57314007566751e-48
GSDME,6.12628977060655e-52,-0.440391852393012,0.003,0.137,1.50118604538943e-47
NOX4,1.38175893648571e-50,-0.650775209340401,0.015,0.201,3.38586209796458e-46
GRAMD1B,4.09086643390655e-49,-0.612593941103878,0.01,0.171,1.00242591096446e-44
ATP1B1,1.00916697821592e-48,-1.14150771688053,0.264,0.684,2.47286276342028e-44
AL033504.1,2.55384426834866e-47,-1.1394819152526,0.089,0.397,6.25793999516155e-43
MAST4,3.36934914307964e-47,-0.985555674237131,0.269,0.692,8.25625314020235e-43
IDH2,9.13645729284785e-46,-0.725315039735531,0.026,0.231,2.23879749503944e-41
CPXM2,9.83198036614765e-46,-0.690957912731049,0.03,0.248,2.40922846892082e-41
UTY,1.83159423818525e-44,-0.868759717691008,0.078,0.372,4.48813852124913e-40
TCAIM,2.06282819326401e-44,-0.905398750185548,0.049,0.295,5.05475420477414e-40
AC078980.1,2.836389049561e-44,-0.612399353010036,0.009,0.154,6.95028772704428e-40
ANXA2,8.10474018044251e-44,1.37231251710598,0.673,0.209,1.98598553381563e-39
NPEPPS,2.02717538460914e-43,1.08499605032594,0.829,0.504,4.96739056244623e-39
DNER,2.25532940143181e-43,-0.933903047087224,0.041,0.269,5.52645916526852e-39
LAMC2,3.60126893444029e-43,2.32653767346549,0.612,0.124,8.82454939695248e-39
LINC01762,1.4220197622094e-42,-0.895935698265381,0.021,0.201,3.48451722531792e-38
RP1,1.45909020130445e-42,2.23773768596225,0.528,0.03,3.57535462927641e-38
CNNM2,1.86848344398045e-42,-1.34094630322346,0.072,0.346,4.5785318311297e-38
ETS1,1.89166038101611e-41,1.40708223026408,0.656,0.218,4.63532459764188e-37
AC138305.1,3.24027327523178e-41,-0.92449821853873,0.1,0.415,7.93996563362794e-37
SYNDIG1,1.26266896652999e-40,-0.611996257246,0.01,0.15,3.0940440355851e-36
CACNA1D,2.5805292174958e-40,-1.04289211939301,0.174,0.526,6.3233287945517e-36
GRM8,6.08851401703454e-40,1.69714269268556,0.53,0.051,1.49192947473414e-35
AP002989.1,7.67459182714593e-40,2.45656521306742,0.484,0.013,1.88058198132384e-35
AL627171.2,1.09333858123594e-39,-0.64308227305145,0.032,0.235,2.67911685946055e-35
LINC02471,1.49725980335428e-39,1.77900698219967,0.487,0.017,3.66888542213932e-35
AKAP13,1.71127781203939e-39,0.997702518580833,0.831,0.594,4.19331515062132e-35
TMEM52B,2.32802770134344e-39,-1.05485426247006,0.031,0.226,5.70459907937198e-35
VMP1,3.38369943963621e-39,1.03350905589948,0.8,0.543,8.29141710688458e-35
NRG3,9.09301891709664e-39,1.37604457022663,0.661,0.231,2.22815335544536e-34
EDIL3,9.33693259439315e-39,1.83633875371761,0.496,0.034,2.2879219629301e-34
PPP2R3A,3.11182231121778e-38,-0.855508567674454,0.445,0.795,7.62520939140804e-34
AHNAK,4.96622703138097e-38,1.50833951278657,0.601,0.171,1.21692427176959e-33
EMP1,7.9544702881929e-38,1.58984655153757,0.601,0.167,1.94916339941879e-33
KLF6,1.19277992761343e-37,1.20485260132121,0.724,0.393,2.92278793462395e-33
ABCC5,1.22158219877045e-37,-0.928340750181424,0.072,0.325,2.9933650198671e-33
ADAMTS16,3.01868803374449e-37,-0.860870367332406,0.036,0.235,7.39699315788749e-33
CAST,3.30491108094156e-37,1.18521288029051,0.736,0.38,8.0983541127392e-33
CACNA2D3,5.89229484567548e-37,-1.01551544806129,0.415,0.778,1.44384792898432e-32
ST5,1.18146737286825e-36,-1.07390408882074,0.14,0.457,2.89506765047636e-32
KNG1,1.21453384912886e-36,-0.660229890171583,0.006,0.12,2.97609374390536e-32
PCCA,1.32057374984346e-36,-0.887524062630866,0.476,0.803,3.2359339166164e-32
FAM155A,1.83830806328519e-36,-1.34035175699125,0.082,0.342,4.50459007827402e-32
TRPM6,2.1102358969111e-36,-0.56377040602892,0.016,0.167,5.17092204179097e-32
LINC01606,2.17029631987584e-36,-1.27821614908598,0.104,0.376,5.31809410222377e-32
SLCO3A1,3.91022980153037e-36,1.19801231376182,0.59,0.12,9.58162710567001e-32
AK3,1.49450661289513e-35,-1.19673157793559,0.158,0.47,3.66213900423824e-31
HKDC1,3.29883993590302e-35,-1.00645973734905,0.046,0.256,8.08347737893677e-31
GPI,3.35709669775931e-35,-0.859233836166229,0.068,0.308,8.22622974818941e-31
CLCNKA,4.79691561297881e-35,-0.54084802061899,0.008,0.128,1.17543620180433e-30
ARHGEF28,6.11712008299514e-35,-0.871157210617458,0.171,0.491,1.49893910513713e-30
TMEM178B,6.59868816305412e-35,1.67784961977448,0.562,0.145,1.61694254747478e-30
ESYT2,1.03228892943856e-34,1.17557206007436,0.684,0.325,2.52952079269626e-30
MAL2,1.13824599595184e-34,1.55424510555966,0.522,0.103,2.78915798848038e-30
KCNQ1,1.44809660181046e-34,-0.941635047714245,0.138,0.436,3.54841591307634e-30
TSPAN9,1.4902607187404e-34,-0.872095590596285,0.167,0.491,3.65173486520148e-30
IGFBP7,4.00628551412347e-34,-1.23463886691215,0.269,0.598,9.81700202380816e-30
IL6R,6.29680754906596e-34,1.55441855243736,0.471,0.047,1.54296972182312e-29
ACSL4,7.43018379439515e-34,-0.966659117663792,0.264,0.611,1.82069223697859e-29
FA2H,7.70412139556326e-34,-0.836889346724217,0.046,0.252,1.88781790676882e-29
SREBF2,9.03095031801949e-34,-0.884682467530138,0.224,0.573,2.21294406592749e-29
GP2,1.24590948013767e-33,-0.452033902597951,0,0.068,3.05297659012935e-29
AC068631.1,1.2918694546534e-33,-0.546655030797224,0.014,0.15,3.1655969116827e-29
CLCNKB,1.76521350843519e-33,-0.546706462427716,0.014,0.15,4.3254791810696e-29
AL353759.1,1.91220819792601e-33,-0.546963894476072,0.001,0.081,4.68567496819788e-29
CD44,2.52013967329472e-33,1.58759954199694,0.57,0.162,6.17535025544139e-29
GPRIN3,2.81570889568829e-33,-0.580612100414828,0.025,0.188,6.89961307799458e-29
SIM1,3.66399712745331e-33,-0.90289708070651,0.083,0.333,8.9782585611116e-29
SDK1,4.24793872873695e-33,1.25528823919422,0.664,0.295,1.0409149060897e-28
WDFY2,4.368454276553e-33,-0.831766848511887,0.087,0.338,1.07044603592655e-28
LNX1,5.66111038883682e-33,-1.13715593314483,0.088,0.338,1.38719848968057e-28
MTUS1,7.93909754069383e-33,-0.825872153802834,0.069,0.303,1.94539646137162e-28
OSBPL3,8.85087762052784e-33,-0.878593964084527,0.153,0.462,2.16881905213414e-28
ZBTB20,1.24841002758442e-32,0.582956825431233,0.966,0.868,3.05910393159285e-28
BCL2,3.00869826603075e-32,1.35410232328633,0.66,0.291,7.37251423108174e-28
FAM135A,7.1862440965517e-32,1.2222807369547,0.683,0.38,1.76091725341903e-27
TNIK,8.04439799249885e-32,1.4221898992853,0.5,0.09,1.97119928408192e-27
LRP2,1.0452792841713e-31,-0.62372438043762,0.049,0.256,2.56135235793335e-27
TRIM50,1.27273213202987e-31,-0.179457095203706,0,0.064,3.118702816326e-27
ARHGAP42,1.73431370509428e-31,1.72548090791856,0.463,0.064,4.24976230296302e-27
SLC34A1,2.50964727077657e-31,-0.314027654610413,0.001,0.073,6.14963967231092e-27
TFAP2B,2.93472837836875e-31,-0.624075265583829,0.013,0.137,7.19125841835479e-27
PTH1R,5.91223914300519e-31,-0.951790504966047,0.183,0.491,1.44873507960199e-26
RANBP3L,7.58774438118945e-31,-0.660184206786854,0.011,0.128,1.85930088316666e-26
PHF21B,1.07994742572987e-30,-0.56584723950406,0.015,0.145,2.64630317200847e-26
LINC01055,1.11592541318674e-30,-0.442673130498942,0.006,0.103,2.7344636324728e-26
TMEM213,1.19624519321003e-30,-0.810899139913815,0.027,0.184,2.93127922144185e-26
ITPR1,1.94112088385237e-30,-0.887686070653492,0.204,0.521,4.75652261379184e-26
STOX2,2.44482525117146e-30,1.14656325245015,0.601,0.188,5.99079979547056e-26
ELF3,2.49503094095432e-30,1.15534131836089,0.681,0.376,6.11382381771446e-26
LINC00970,2.95228203608553e-30,-0.722959518358018,0.041,0.226,7.23427190122398e-26
NLGN4Y,4.64523442876997e-30,-0.728966936977552,0.067,0.291,1.13826824442579e-25
LINC01320,6.42231167726453e-30,1.1552703492363,0.746,0.415,1.5737232533969e-25
KCTD1,7.86169900137175e-30,-1.0229184693138,0.124,0.389,1.92643072329613e-25
FAM184A,8.19728237198199e-30,-0.650187233994383,0.024,0.175,2.00866207243047e-25
MCU,1.2235938056358e-29,1.06738289928384,0.682,0.363,2.99829426132996e-25
ANK2,1.33602880348889e-29,-0.626385360111147,0.03,0.192,3.27380498006917e-25
