,p_val,avg_logFC,pct.1,pct.2,p_val_adj
LRP2,1.23321984867382e-67,-2.38380193687095,0.007,0.444,3.02188191719032e-63
CLDN10,2.64621992958921e-58,-2.02278526605967,0.01,0.444,6.48429731546539e-54
ACSM2B,4.93843717916876e-58,-1.94897493982151,0.001,0.259,1.21011464638351e-53
SMIM2-AS1,6.41126686558898e-58,-1.39234554654043,0.001,0.259,1.57101683274392e-53
ACSM2A,8.65448325135734e-55,-1.70566924333107,0.003,0.296,2.1206945759126e-50
TINAG,8.22269904029359e-48,-1.41040230886121,0,0.185,2.01489017283354e-43
SLC5A12,1.4537493187369e-38,-0.986829446509375,0,0.148,3.56226733063289e-34
MIOX,1.4537493187369e-38,-1.07245823658707,0,0.148,3.56226733063289e-34
FTCD,1.53878041305064e-38,-1.88660894999317,0.004,0.259,3.77062752413929e-34
SLC13A3,4.98774041170216e-38,-2.18536135339348,0.01,0.333,1.2221959104835e-33
DPYS,8.22929791178958e-38,-1.19759384914258,0.003,0.222,2.01650716030492e-33
CNTNAP3B,1.45783346500977e-35,-1.77849068179391,0.005,0.259,3.57227512265993e-31
SLC28A1,3.21430402464096e-34,-1.46969049405965,0.004,0.222,7.87633058198021e-30
CHDH,3.78638073570867e-34,-1.12309305643523,0.002,0.185,9.27814735478053e-30
CGNL1,6.23185565835742e-33,-1.58818192822274,0.012,0.333,1.5270539105239e-28
SLC17A1,6.28904431606075e-31,-1.38151297363041,0.004,0.222,1.54106741920753e-26
LINC02027,8.15349395312792e-31,-0.893016049835882,0.001,0.148,1.99793215827447e-26
SLC16A9,6.21239816696285e-30,-1.52134620499718,0.003,0.185,1.52228604683258e-25
SLC47A2,2.55773384120728e-29,-0.556503675354349,0,0.111,6.26747100449432e-25
GGT2,2.55773384120728e-29,-0.816681555579044,0,0.111,6.26747100449432e-25
SLC6A8,2.55773384120728e-29,-0.83892774206046,0,0.111,6.26747100449432e-25
SLC34A1,2.55773384120728e-29,-1.34880171441718,0,0.111,6.26747100449432e-25
NOX4,2.00473877490881e-28,-1.29932243220218,0.005,0.222,4.91241189403654e-24
TRABD2B,4.91642550141998e-27,-1.41325666199777,0.012,0.296,1.20472090486795e-22
AC087762.1,1.28914835296142e-26,-1.64024340592053,0.004,0.185,3.15892912409665e-22
BHMT2,5.03737337990126e-26,-1.29938015370198,0.006,0.222,1.23435797301101e-21
ADAMTS9-AS1,5.39050413977415e-26,-1.41951379283729,0.006,0.222,1.32088913441026e-21
CUBN,8.98015557609257e-26,-1.93198438449444,0.049,0.519,2.20049732236572e-21
