,p_val,avg_logFC,pct.1,pct.2,p_val_adj
ANXA1,3.22754018334017e-20,0.768151827846196,0.417,0.004,7.90876446525676e-16
VCAN,1.21440265989735e-17,1.4603234649766,0.417,0.008,2.97577227781247e-13
EDN2,3.77866941621762e-15,1.19390599622663,0.25,0,9.25925153749965e-11
SBSPON,3.77866941621762e-15,0.478482986933601,0.25,0,9.25925153749965e-11
IGKC,3.77866941621762e-15,0.360607416795986,0.25,0,9.25925153749965e-11
PXDN,3.06521554737362e-13,0.617403757313193,0.333,0.008,7.51100417728431e-09
XKR4,6.2116152851466e-13,1.61517793575901,0.583,0.049,1.52209420947232e-08
CASC15,1.11532345208534e-11,1.97990322859451,0.833,0.154,2.73298858698992e-07
MACC1-AS1,1.81487130617178e-11,0.469048586859659,0.25,0.004,4.44716064864333e-07
AL117209.1,1.81487130617178e-11,0.430861802838658,0.25,0.004,4.44716064864333e-07
AC068234.2,2.33958346832765e-11,1.08211771525658,0.417,0.024,5.73291533079007e-07
AC025154.2,1.52823280122511e-10,0.748082147367718,0.167,0,3.74478165612201e-06
IGHGP,1.52823280122511e-10,0.477863900383201,0.167,0,3.74478165612201e-06
LINC01748,1.52823280122511e-10,0.469312404412863,0.167,0,3.74478165612201e-06
PLK4,1.52823280122511e-10,0.38663464485251,0.167,0,3.74478165612201e-06
LINC02542,1.52823280122511e-10,0.382909345578251,0.167,0,3.74478165612201e-06
DRC1,1.52823280122511e-10,0.327180647864176,0.167,0,3.74478165612201e-06
CACYBP,1.52823280122511e-10,0.295593029966494,0.167,0,3.74478165612201e-06
MYEOV,1.52823280122511e-10,0.263792580099984,0.167,0,3.74478165612201e-06
AC078864.2,1.52823280122511e-10,0.205727550591816,0.167,0,3.74478165612201e-06
MSTN,1.52823280122511e-10,0.174761655404291,0.167,0,3.74478165612201e-06
CFAP54,5.38556748727053e-10,0.929860800104565,0.333,0.016,1.31967945708077e-05
ZC2HC1A,2.72757505229067e-09,0.825393469433906,0.583,0.073,6.68364990813306e-05
SLC9C2,3.0072904163373e-09,0.43087162360153,0.25,0.008,7.36906443619293e-05
AC098617.1,6.09781149457515e-09,0.769033613823371,0.333,0.02,0.000149420772863069
CD40,7.07533270908874e-09,0.52568678691459,0.333,0.02,0.000173373952703511
ELF4,1.1012552607757e-08,0.550222180990897,0.333,0.02,0.000269851589100477
ABCC3,1.23639077470979e-08,1.58616157930904,0.5,0.057,0.000302965195434887
JAZF1,1.5766732603117e-08,0.932359910526915,0.583,0.089,0.000386348015706779
SLC13A3,5.30735755281393e-08,-2.1735027327485,0.25,0.955,0.00130051489474153
SEMA5A,6.86513633896428e-08,1.50678611946322,0.917,0.285,0.00168223300849981
AC099792.1,8.47504453236548e-08,0.655955431847976,0.25,0.012,0.00207672491221084
WEE1,1.03534941171787e-07,0.857584125420705,0.5,0.065,0.00253702019847347
COL7A1,1.18359145618069e-07,0.588972321440319,0.25,0.012,0.00290027250422515
ARHGDIB,1.2859502055413e-07,0.257470848079921,0.25,0.012,0.0031510923836584
AC079298.3,2.87991187589837e-07,1.08808707400076,0.167,0.004,0.00705693606070137
CFAP45,2.87991187589837e-07,0.624378327398662,0.167,0.004,0.00705693606070137
SULT6B1,2.87991187589837e-07,0.548332387607111,0.167,0.004,0.00705693606070137
CFAP157,2.87991187589837e-07,0.545878751552574,0.167,0.004,0.00705693606070137
MICAL2,2.87991187589837e-07,0.513227330735159,0.167,0.004,0.00705693606070137
CCL28,2.87991187589837e-07,0.400101286309519,0.167,0.004,0.00705693606070137
PRKAR2B,2.87991187589837e-07,0.37235969600686,0.167,0.004,0.00705693606070137
ARL4A,2.87991187589837e-07,0.346875746672958,0.167,0.004,0.00705693606070137
SEMA6A,3.05445943796843e-07,0.902278180155059,0.583,0.102,0.00748464740679783
LINC01191,3.22490432466566e-07,0.608735131078597,0.167,0.004,0.00790230555716073
SDCBP2,3.22490432466566e-07,0.391218861638469,0.167,0.004,0.00790230555716073
MACROD2-AS1,3.22490432466566e-07,0.323936541664633,0.167,0.004,0.00790230555716073
ARHGEF33,3.22490432466566e-07,0.320470780983954,0.167,0.004,0.00790230555716073
SLFN13,3.22490432466566e-07,0.297053832991498,0.167,0.004,0.00790230555716073
IL11RA,3.22490432466566e-07,0.290391647158425,0.167,0.004,0.00790230555716073
BATF2,3.22490432466566e-07,0.268968010290408,0.167,0.004,0.00790230555716073
ALOX5,3.22490432466566e-07,0.256833445118409,0.167,0.004,0.00790230555716073
PDLIM4,3.6096327349343e-07,0.259371637270995,0.167,0.004,0.00884504405368301
AL139142.1,3.6096327349343e-07,0.258894228648819,0.167,0.004,0.00884504405368301
ACTG1,4.20935888650403e-07,0.986580361577306,0.5,0.073,0.0103146130154895
KRT19,4.20935888650403e-07,0.968933921171884,0.5,0.073,0.0103146130154895
CGNL1,8.88667093959743e-07,-1.50797466962285,0.583,0.967,0.0217758984703895
GPM6B,9.48569606313117e-07,0.723016146764965,0.333,0.033,0.0232437496330966
FP671120.1,9.64030147043414e-07,-1.66874803567503,0.667,0.972,0.0236225947231518
AC011444.2,1.00003938865676e-06,0.569638146513265,0.25,0.016,0.0245049651796453
AC068234.1,1.01679847072044e-06,1.13760376132022,0.667,0.146,0.0249156297265337
SPON1,1.18224879793117e-06,0.821039087976711,0.333,0.033,0.0289698245445053
LRRC8C-DT,1.32928819085099e-06,0.447320439470561,0.25,0.016,0.0325728778286126
AC107081.2,1.32928819085099e-06,0.37258086820652,0.25,0.016,0.0325728778286126
CCDC196,1.32928819085099e-06,0.369906983783627,0.25,0.016,0.0325728778286126
AC090971.2,1.42663184594274e-06,0.301980361548838,0.25,0.016,0.0349581867529809
ITGB8,1.98412106054099e-06,1.28898364005326,0.917,0.459,0.0486189024674964
SPATS2L,2.03822382946525e-06,1.10657263169031,0.917,0.541,0.0499446367172165
GPR132,2.61129506268764e-06,0.983998765236498,0.417,0.061,0.0639871742160979
PKHD1,3.20851343537284e-06,0.954009116621854,1,0.984,0.0786214132203761
ABHD2,3.52253321953408e-06,0.822710940465377,0.583,0.122,0.086316154011463
IQUB,5.61922932031463e-06,0.684176450243612,0.583,0.122,0.13769359526499
AC087762.1,5.78319361720846e-06,-1.8735080850958,0,0.768,0.141711376396076
MCTP1,5.87445587702763e-06,0.471705851857954,0.333,0.037,0.143947666810685
RP2,6.03115571974633e-06,0.404876090510324,0.25,0.02,0.147787439756664
CLIC6,6.5045767781941e-06,0.616073716139815,0.083,0,0.159388149372868
CYBRD1,6.5045767781941e-06,0.454156722600267,0.083,0,0.159388149372868
PDLIM3,6.5045767781941e-06,0.444950186040402,0.083,0,0.159388149372868
OR2T12,6.5045767781941e-06,0.354748374595871,0.083,0,0.159388149372868
CFAP65,6.5045767781941e-06,0.354748374595871,0.083,0,0.159388149372868
IGHG3,6.5045767781941e-06,0.354748374595871,0.083,0,0.159388149372868
AC002558.2,6.5045767781941e-06,0.354748374595871,0.083,0,0.159388149372868
OR52I1,6.5045767781941e-06,0.354748374595871,0.083,0,0.159388149372868
LINC01916,6.5045767781941e-06,0.354748374595871,0.083,0,0.159388149372868
SHE,6.5045767781941e-06,0.32442124369555,0.083,0,0.159388149372868
AC098484.3,6.5045767781941e-06,0.320457272291829,0.083,0,0.159388149372868
AL390860.1,6.5045767781941e-06,0.320457272291829,0.083,0,0.159388149372868
ACKR2,6.5045767781941e-06,0.320457272291829,0.083,0,0.159388149372868
TM4SF4,6.5045767781941e-06,0.320457272291829,0.083,0,0.159388149372868
AC005186.1,6.5045767781941e-06,0.320457272291829,0.083,0,0.159388149372868
LINC01687,6.5045767781941e-06,0.320457272291829,0.083,0,0.159388149372868
PTN,6.5045767781941e-06,0.295033161200871,0.083,0,0.159388149372868
AL513523.4,6.5045767781941e-06,0.272619977441835,0.083,0,0.159388149372868
TNIP3,6.5045767781941e-06,0.272619977441835,0.083,0,0.159388149372868
AL354733.2,6.5045767781941e-06,0.272619977441835,0.083,0,0.159388149372868
ADGRE1,6.5045767781941e-06,0.272619977441835,0.083,0,0.159388149372868
MIAT,6.5045767781941e-06,0.272619977441835,0.083,0,0.159388149372868
LINC01426,6.5045767781941e-06,0.272619977441835,0.083,0,0.159388149372868
AC073283.3,6.5045767781941e-06,0.236928962753002,0.083,0,0.159388149372868
AC129807.1,6.5045767781941e-06,0.236928962753002,0.083,0,0.159388149372868
AC019131.1,6.5045767781941e-06,0.236928962753002,0.083,0,0.159388149372868
AC004593.3,6.5045767781941e-06,0.236928962753002,0.083,0,0.159388149372868
PJA1,6.5045767781941e-06,0.236928962753002,0.083,0,0.159388149372868
MYC,6.5045767781941e-06,0.236928962753002,0.083,0,0.159388149372868
