,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
MESD,1.02238666868749e-143,1.23252597490249,0.604,0,1.79234606887605e-139
ATP5PB,4.16619063158805e-142,1.33429484268897,0.599,0,7.30374879623701e-138
METTL26,1.94093646353311e-139,1.25835653827547,0.589,0,3.40265571421989e-135
SINHCAF,3.29487066912003e-135,1.26120517659532,0.575,0,5.77623777003432e-131
RPS17,1.67360224464615e-134,-1.91828396677762,0.609,0.924,2.93399209508917e-130
NECTIN2,4.11822850619708e-133,1.21099659036631,0.568,0,7.21966639421409e-129
SMIM37,1.51191540146043e-131,1.24334491828365,0.562,0,2.65053889030028e-127
NBDY,6.37995406060677e-128,1.13288344994381,0.549,0,1.11846974636497e-123
SELENOS,2.22566439049106e-126,1.19120984595062,0.544,0,3.90181224296988e-122
NORAD,8.01495959952204e-124,1.08306036061586,0.535,0,1.40510256739221e-119
FOS,1.1390690590926e-121,2.40084898366268,0.876,0.429,1.99690196749524e-117
SELENOT,9.23526464130659e-118,1.00459164356165,0.513,0,1.61903424426746e-113
MIA2,1.50084647734138e-114,0.990732509266687,0.52,0.009,2.63113395942718e-110
NSD3,2.8426215122352e-114,0.992984569790538,0.5,0,4.98339977309953e-110
SELENOF,8.89621993581417e-114,1.02915904570108,0.498,0,1.55959631694758e-109
NDUFAF8,8.89621993581417e-114,1.06277764862373,0.498,0,1.55959631694758e-109
RPL15,3.45828642441309e-111,-0.890217933602557,0.967,0.992,6.06272193063858e-107
TCEAL9,7.72242306059692e-110,1.00008928124033,0.484,0,1.35381798675325e-105
ONECUT2,3.62473181723773e-108,1.31112347875733,0.536,0.027,6.35451734879946e-104
DMAC1,1.98294879962705e-106,0.845989557064872,0.471,0,3.47630754062618e-102
MUC5B,7.18271270326149e-106,2.40637937470266,0.529,0.031,1.25920136400877e-101
TMC5,8.58390146647969e-106,1.43139344039787,0.588,0.065,1.50484376608855e-101
RTL8C,5.5996777814131e-105,0.918055760784788,0.465,0,9.8167951185953e-101
RAB5IF,1.6998197363312e-104,0.921682828511362,0.464,0,2.97995397976222e-100
BUD23,1.55891805395927e-103,0.892910610832294,0.46,0,2.732939240396e-99
RTL8A,4.27874926588232e-102,0.867219568931133,0.454,0,7.50107533801829e-98
AQP3,1.12341330951234e-100,1.30437578958051,0.547,0.047,1.96945587290608e-96
CD59,1.31513730845173e-100,-2.21921620908647,0.655,0.934,2.30556721544674e-96
AGR2,2.47563339120432e-100,1.49303705628262,0.965,0.737,4.34003289812029e-96
NAXE,3.46548384965607e-100,0.919501757615698,0.447,0,6.07533973683206e-96
DHRS3,7.4631308590123e-99,1.49422925168664,0.699,0.187,1.30836147089345e-94
SELENOP,8.12967736236793e-98,0.816860706110145,0.438,0,1.42521373839672e-93
IFITM2,2.19815744797252e-97,1.52202719504174,0.943,0.758,3.85358982204062e-93
AC005082.1,7.13638640181435e-97,0.807944996726392,0.434,0,1.25107990010207e-92
CFAP298,7.13638640181435e-97,0.753981929162272,0.434,0,1.25107990010207e-92
PATJ,6.22585336316995e-96,0.834631359211952,0.431,0,1.09145435309732e-91
AFDN,3.98411592681924e-93,0.755658104175792,0.42,0,6.98455363130681e-89
LYPD1,6.45252815285647e-93,1.47256379725401,0.637,0.147,1.13119271047727e-88
MINDY2,1.16330562611353e-92,0.883180631490783,0.418,0,2.03939109313963e-88
RTF2,1.16330562611353e-92,0.744889828741129,0.418,0,2.03939109313963e-88
REX1BD,3.39151640967483e-92,0.811649919139133,0.416,0,5.94566741780094e-88
CENPX,2.86952379981542e-91,0.86491589223992,0.412,0,5.03056217345641e-87
ERG28,8.32777644988861e-91,0.756108437011658,0.411,0,1.45994248942997e-86
VIM,8.1908859581933e-90,-2.9144665755592,0.788,0.911,1.43594421733087e-85
ERBIN,1.6759746657923e-88,0.77276772616243,0.401,0,2.93815118660048e-84
NIPSNAP2,1.6759746657923e-88,0.747177143955031,0.401,0,2.93815118660048e-84
LINC02532,4.82004293222038e-88,0.845384117152865,0.4,0,8.45001726447555e-84
RPL13,1.54080917797884e-87,-0.744328250849674,0.995,0.996,2.70119256991471e-83
ZFP36,1.16501528462525e-86,1.53282156157126,0.604,0.14,2.04238829547652e-82
SOX17,3.22759478371735e-85,1.05073127464931,0.476,0.04,5.65829641533488e-81
AK1,4.88221399884605e-83,-1.04277643261107,0.075,0.587,8.55900936137702e-79
NOSTRIN,2.08983593580139e-82,1.34136803977396,0.498,0.06,3.66369137905342e-78
CP,2.35785852126732e-82,1.78697924002255,0.781,0.323,4.13356177363374e-78
AGR3,3.32618890568958e-82,1.2345068544966,0.547,0.09,5.8311417705644e-78
SQOR,3.06939095890592e-81,0.651045826170973,0.372,0,5.38094929005796e-77
SELENOM,3.06939095890592e-81,0.765325394323458,0.372,0,5.38094929005796e-77
TMEM101,1.63100748445485e-80,1.60444858878535,0.715,0.319,2.85931922099779e-76
TUT4,2.41733434916585e-80,0.685157603283008,0.369,0,4.23782884752265e-76
BABAM2,6.7690004843054e-80,0.591346363957975,0.367,0,1.18667347490358e-75
SEPHS2,2.30400146150252e-79,0.791520273669245,0.453,0.04,4.03914496216006e-75
RETREG2,4.10143144175186e-78,0.614257511622518,0.359,0,7.19021946053519e-74
EBLN3P,4.10143144175186e-78,0.65253168222338,0.359,0,7.19021946053519e-74
ST6GALNAC1,5.40709663118566e-78,0.745408135427584,0.409,0.018,9.47918110413159e-74
RPS27L,5.87376482203516e-78,1.03204417276324,0.943,0.834,1.02972971095098e-73
JPT2,8.77228599578808e-77,0.691205621522097,0.354,0,1.53786945792161e-72
PSAT1,3.90999585623516e-76,1.41686510883298,0.681,0.275,6.85461373556586e-72
HDGFL2,6.71050325792512e-76,0.571292937415145,0.35,0,1.17641832614685e-71
HLA-DMB,1.86601423301123e-75,1.54719720567577,0.69,0.31,3.27130955189198e-71
ANXA4,2.50001887073182e-75,1.22310839634816,0.942,0.807,4.38278308227996e-71
SPINT1-AS1,5.1037869203067e-75,0.597185144602574,0.347,0,8.94744884998967e-71
RPS5,2.92262536818886e-73,-0.786867259545382,0.936,0.982,5.12365453297189e-69
UFD1,2.16944411360398e-72,0.668011804353562,0.336,0,3.80325247555914e-68
RPL3,4.33859388933173e-71,-0.907650173132681,0.965,0.982,7.60598894738745e-67
CFTR,4.47475938132436e-71,1.31296897509229,0.633,0.197,7.84470067139974e-67
UCHL1,7.50362321772985e-71,-1.45410018477446,0.078,0.543,1.31546018630022e-66
SERPINE2,2.02167645018453e-70,-1.58443374560088,0.013,0.458,3.54420098481849e-66
RPS26,6.12324200931106e-70,0.931365299145498,0.956,0.942,1.07346555665232e-65
INTS11,2.36999127360632e-69,0.680331929008198,0.323,0,4.15483170175924e-65
PAXX,2.36999127360632e-69,0.619817673290061,0.323,0,4.15483170175924e-65
AL133453.1,6.40247420584367e-69,0.695985763319834,0.321,0,1.12241775302645e-64
PTPA,6.4024808132878e-69,0.532909967028348,0.321,0,1.12241891137748e-64
C4BPA,7.81949735876595e-69,0.793904614506166,0.376,0.023,1.37083608196526e-64
SMIM30,1.72718503414184e-68,0.490932044344123,0.319,0,3.02792808335406e-64
RPS18,1.94680817908207e-68,-0.657281221855706,0.98,0.996,3.41294941874878e-64
RPL34,2.34791199745994e-68,0.71996621106563,0.98,0.974,4.11612452274703e-64
KYAT3,4.65285425854403e-68,0.483072709363848,0.318,0,8.15691880065354e-64
AC007906.2,1.25167332198949e-67,0.667997331555928,0.316,0,2.19430850077978e-63
WFDC2,2.32626615355626e-67,1.05264067994557,0.989,0.892,4.07817719379948e-63
AC100810.1,3.36243940650179e-67,0.520104505638787,0.314,0,5.89469252353829e-63
OGA,9.0200890167953e-67,0.563935353463819,0.312,0,1.58131180553438e-62
WASHC4,9.0200890167953e-67,0.560466685141065,0.312,0,1.58131180553438e-62
LINC02381,6.46406984808218e-66,0.508404571588594,0.308,0,1.13321608506729e-61
JUND,8.70754427111066e-66,1.17166530347369,0.863,0.648,1.52651958616841e-61
RPS9,1.30315813791745e-65,-0.779699415439168,0.962,0.98,2.28456653158308e-61
C3,3.68748402064981e-65,1.42239254853258,0.819,0.49,6.46452823660119e-61
LRMDA,4.60663603951805e-65,0.551213545697675,0.305,0,8.07589364087909e-61
PLAU,1.15875387504209e-64,-2.05246299838303,0.172,0.617,2.03141141833629e-60
CCDC198,3.26477633147206e-64,0.608974597790727,0.301,0,5.72347938670366e-60
RPS6,4.40629960020367e-64,-0.766057755147911,0.965,0.985,7.72468382911706e-60
CD74,6.37657873071528e-64,1.5359461088139,0.664,0.294,1.1178780172817e-59
AC019197.1,6.09616426292124e-63,0.539727613815769,0.296,0,1.06871855693272e-58
RIDA,6.09616426292124e-63,0.466020483256712,0.296,0,1.06871855693272e-58
HABP2,1.81048194991602e-62,0.824108596155944,0.427,0.063,3.17395590639778e-58
ADIRF,2.50441791719547e-62,-1.92537075544381,0.071,0.488,4.39049505063539e-58
CYREN,4.26124461339945e-62,0.516455703260734,0.292,0,7.47038793175057e-58
AC010642.2,4.26124461339945e-62,0.516405023611707,0.292,0,7.47038793175057e-58
KLF5,3.85634884534652e-61,1.22057082385867,0.673,0.312,6.76056516077698e-57
RHEX,7.79455898336344e-61,0.475572329515823,0.286,0,1.36646413537344e-56
TMPRSS4,1.7303094653418e-60,1.11425930087013,0.772,0.419,3.0334055236907e-56
H3F3B,4.05549593294842e-60,0.862224982357153,0.947,0.772,7.10968992005187e-56
CYB5A,1.05936761641518e-59,0.998148981949702,0.898,0.739,1.85717736833745e-55
HIKESHI,1.40835873424061e-59,0.550322569110001,0.281,0,2.46899369699722e-55
SPART,1.40836014140427e-59,0.434403346132423,0.281,0,2.46899616389582e-55
DDX5,2.01668205079213e-59,1.1200836130252,0.828,0.642,3.53544530324368e-55
PTMA,3.32128856941585e-59,0.752962371068381,0.974,0.883,5.82255099104292e-55
MRPL58,3.68558885356598e-59,0.424136378741357,0.279,0,6.46120581918652e-55
CST6,5.14454752506219e-59,-2.54581597095423,0.024,0.418,9.01890626618652e-55
DEGS1,5.53345625693142e-59,1.10985034488951,0.719,0.422,9.70070216402647e-55
RXFP1,5.83462490045557e-59,0.706530428010625,0.301,0.008,1.02286809129887e-54
CYBC1,9.63188504392037e-59,0.481171351858507,0.277,0,1.68856576704968e-54
HLA-DRA,1.59389962218308e-58,1.25558605529657,0.438,0.079,2.79426542764916e-54
NKAPD1,2.51378374978251e-58,0.418613058545909,0.276,0,4.40691429174372e-54
MCRIP2,2.51378374978251e-58,0.481940975946474,0.276,0,4.40691429174372e-54
HSPG2,3.86157597553175e-58,1.05868073718081,0.646,0.256,6.7697288427047e-54
LTF,1.43021097510111e-57,-3.74563659801397,0.031,0.416,2.50730286044976e-53
VIRMA,1.70530196174987e-57,0.434058335448917,0.272,0,2.98956486914369e-53
WASHC1,1.70530196174987e-57,0.50300645210533,0.272,0,2.98956486914369e-53
CRYBG1,4.43261928478522e-57,0.48672263330906,0.27,0,7.77082486815698e-53
AC245297.3,1.15063115822217e-56,0.462700036094388,0.268,0,2.01717148347929e-52
CXCL2,6.04881140189294e-56,1.56602037958789,0.392,0.063,1.06041712686585e-51
NCOA7,1.20459077164705e-55,1.16623473284494,0.617,0.25,2.11176808177445e-51
CARMIL1,1.99649638953966e-55,0.472628028289281,0.263,0,3.50005782050199e-51
HDGFL3,5.15487502516894e-55,0.413404694523282,0.261,0,9.03701140662366e-51
RDH10,1.59063966022455e-54,0.895635656918328,0.518,0.153,2.78855038833965e-50
HLA-DRB1,1.96315600893035e-54,0.970437873001418,0.442,0.091,3.44160879925579e-50
TENT2,8.80232174375404e-54,0.429984181173431,0.255,0,1.54313502489752e-49
CLDN4,3.37198034192664e-53,0.985534529124279,0.858,0.579,5.91141873743159e-49
ETFRF1,5.79831462630661e-53,0.412622675064322,0.252,0,1.01650253713781e-48
DUSP1,6.76536740611482e-53,1.16907792237948,0.622,0.27,1.18603655996599e-48
SERINC5,1.1024936683953e-52,0.76204116978183,0.46,0.108,1.93278165006381e-48
ANK1,1.18775823707059e-52,0.50242828726596,0.285,0.013,2.08225896540845e-48
FTL,1.26767906559618e-52,-1.23566421634697,0.969,0.986,2.22236816989667e-48
C2orf88,1.41182527769536e-52,0.640917778806981,0.328,0.032,2.47507089432773e-48
RPL8,1.71131669655756e-52,-0.585818580853333,0.976,0.993,3.00010930073506e-48
CDKN2A,3.0341396367493e-52,-1.04551528482338,0.051,0.44,5.3191501971852e-48
AC004556.1,3.79935952262354e-52,0.408877567545916,0.248,0,6.66065717911133e-48
MIGA1,3.79935952262354e-52,0.410296718285126,0.248,0,6.66065717911133e-48
CYP3A5,6.25566659114172e-52,0.80841203836999,0.354,0.046,1.09668091009306e-47
EEF1B2,9.64051286072341e-52,-0.774895994207846,0.874,0.95,1.69007830961342e-47
MTREX,9.70634686204174e-52,0.370905710552505,0.246,0,1.70161966838454e-47
GRAMD2B,9.70635629536968e-52,0.399305316881952,0.246,0,1.70162132214126e-47
GDF15,1.09815403386457e-51,1.04690329439707,0.746,0.37,1.92517383676798e-47
GABRP,1.86321484190127e-51,0.612293124251871,0.321,0.028,3.26640193933711e-47
H3F3A,3.21462556393144e-51,0.629604444635454,0.969,0.945,5.63556007612821e-47
MARCKS,1.15256633368752e-50,-0.839813454089483,0.091,0.484,2.0205640395876e-46
PDK4,1.84116110178708e-50,0.65378804211204,0.33,0.039,3.22773952754293e-46
RPL39,5.31419597908802e-50,0.638657657026782,0.978,0.977,9.31631697093921e-46
TMSB4X,6.13699854234117e-50,-1.13878247446105,0.985,0.998,1.07587721445783e-45
LMO4,6.76591430668665e-50,1.01223691812389,0.719,0.416,1.18613243710524e-45
INAVA,1.03571676222471e-49,0.387343818880932,0.237,0,1.81571505585614e-45
MRNIP,1.03571676222471e-49,0.379936835715414,0.237,0,1.81571505585614e-45
ACSL5,4.94412667369312e-49,0.574293565191637,0.318,0.033,8.6675484716514e-45
CCDC32,6.64578755621853e-49,0.324199319084278,0.234,0,1.16507301648067e-44
RPS2,1.15352194494648e-48,-0.67734452525418,0.989,0.988,2.02223932168567e-44
MPZL2,1.20054641816078e-48,0.971466901926114,0.69,0.333,2.10467792567766e-44
KITLG,1.41131594100612e-48,0.992564700388623,0.666,0.307,2.47417797617782e-44
GRK2,1.68016704269618e-48,0.358280681094906,0.232,0,2.94550084255068e-44
NEPRO,1.6801686568238e-48,0.366079133792924,0.232,0,2.9455036722778e-44
RARRES2,1.7008967278012e-48,-1.6320100237769,0.064,0.418,2.98184205350829e-44
SFRP1,2.57293863628193e-48,-1.12247446591305,0,0.319,4.51061872326586e-44
MUC20-OT1,4.24225211548446e-48,0.432766942210105,0.23,0,7.43709218365581e-44
TEN1,4.24225211548446e-48,0.371822576842565,0.23,0,7.43709218365581e-44
MCRIP1,1.06974009971009e-47,0.410435669131595,0.228,0,1.87536136880177e-43
AC020916.1,1.06974009971009e-47,0.588952063107028,0.228,0,1.87536136880177e-43
TOB1,2.07151961269223e-47,0.866881908809592,0.642,0.312,3.63158103301075e-43
ELOA,2.69400556063999e-47,0.382943263522402,0.226,0,4.72286114835797e-43
ECPAS,2.69401071455042e-47,0.336493249856543,0.226,0,4.72287018367834e-43
ODR4,6.77580102804598e-47,0.370027566207044,0.224,0,1.18786567822674e-42
KHDC4,1.70201466732684e-46,0.465719754076814,0.223,0,2.98380191329068e-42
CDKN1A,2.23364728367675e-46,1.13392217375978,0.613,0.262,3.91580705301372e-42
HSPB1,4.51504073827825e-46,0.742531833640971,0.903,0.814,7.9153179182756e-42
SLC7A2,5.6965451878532e-46,0.581457879789443,0.294,0.03,9.98661336882544e-42
LGALS1,6.37279841845462e-46,-1.68714704451507,0.668,0.851,1.11721529073928e-41
RHOU,9.04086722819939e-46,0.520888890736342,0.345,0.053,1.58495443377564e-41
PLP2,9.28633143055627e-46,-0.883575160033889,0.432,0.746,1.62798676309082e-41
PLPBP,1.06978571275853e-45,0.330602962379353,0.219,0,1.87544133303697e-41
MHENCR,1.06978571275853e-45,0.331258944012709,0.219,0,1.87544133303697e-41
HPF1,2.67688520592252e-45,0.405716681216819,0.217,0,4.69284745450276e-41
TENT4B,2.67688520592252e-45,0.33877372929244,0.217,0,4.69284745450276e-41
HOXB-AS3,2.90102808379445e-45,0.824139149241504,0.473,0.151,5.08579233370004e-41
CIB1,6.56721845338136e-45,0.823771097474169,0.876,0.809,1.15129906706229e-40
TUT7,6.68972485516207e-45,0.310162136955687,0.215,0,1.17277566435846e-40
NDUFA13,7.90482096134009e-45,0.961771632695051,0.734,0.493,1.38579416273253e-40
SLC7A11,1.39983066364368e-44,0.658372781411122,0.301,0.036,2.45404313643374e-40
BST2,1.52945284037803e-44,0.786563384819774,0.889,0.649,2.68128377446673e-40
CYTOR,1.66967896505435e-44,0.491379146095205,0.214,0,2.92711419363678e-40
AC005261.1,1.66968054621674e-44,0.364098885513833,0.214,0,2.92711696557257e-40
EMP3,3.29478935742684e-44,-1.34958081137051,0.215,0.547,5.776095222505e-40
DMAC2,4.16203967224059e-44,0.325111997436834,0.212,0,7.29647174940498e-40
RPL10,6.27553572082311e-44,-0.505444029143711,0.987,0.996,1.1001641672175e-39
IFITM3,1.0229865625706e-43,0.819067795971706,0.945,0.936,1.79339774284252e-39
UTP11,1.03616238097609e-43,0.382840638061225,0.21,0,1.81649627008918e-39
AC118549.1,1.03616238097609e-43,0.342098570266938,0.21,0,1.81649627008918e-39
CLDN10,1.41798171578023e-43,0.974640641309517,0.805,0.582,2.48586374593432e-39
CEBPD,1.42434676330194e-43,1.04111471616517,0.765,0.516,2.49702231074463e-39
FILIP1,1.65474951285537e-43,0.465520207703928,0.27,0.024,2.90094137098674e-39
RPS7,2.43863430224746e-43,-0.524298070440243,0.971,0.987,4.27516979527003e-39
GON7,2.57631693296995e-43,0.304983229888776,0.208,0,4.51654121518962e-39
RAD50,2.86285648811009e-43,-0.626069215035199,0.073,0.4,5.01887370930581e-39
SCTR,3.44154536524823e-43,0.521979961727901,0.303,0.039,6.03337317981667e-39
NDUFA3,4.83729281253666e-43,0.944793101024348,0.693,0.45,8.48025802965802e-39
WASHC3,6.39766814172524e-43,0.352015353679322,0.206,0,1.12157520192585e-38
PCNX4,6.39766814172524e-43,0.434273856677902,0.206,0,1.12157520192585e-38
CRIP2,7.20024808399684e-43,0.948711522220496,0.664,0.394,1.26227549160549e-38
ATF3,3.50358993452078e-42,0.679480827809297,0.356,0.066,6.14214351420839e-38
SLC44A4,3.53251646517124e-42,0.744404180164301,0.609,0.263,6.1928546150917e-38
MAIP1,3.9302828651018e-42,0.269170033146824,0.203,0,6.89017889080996e-38
BAX,5.90118060457754e-42,0.786821274077813,0.834,0.667,1.03453597178849e-37
TMBIM4,7.3979773827262e-42,0.848592407989635,0.673,0.421,1.29693941496573e-37
COL17A1,7.64980756612146e-42,0.481150786893665,0.281,0.03,1.34108776441675e-37
SH3YL1,1.20208756273531e-41,0.957822198700135,0.728,0.512,2.10737970623127e-37
TOMM70,2.40238705862028e-41,0.293417687329834,0.199,0,4.21162475246721e-37
RETREG3,2.40238705862028e-41,0.325717157712338,0.199,0,4.21162475246721e-37
NFKBIZ,4.49634512134564e-41,0.972854122047701,0.628,0.336,7.88254263223105e-37
COX7C,5.84047436890977e-41,0.651678807602537,0.923,0.93,1.02389356161357e-36
AC008771.1,1.46112778248833e-40,0.320244385026047,0.195,0,2.56150311548029e-36
ADGRF1,2.47203792362381e-40,0.775067993060529,0.617,0.304,4.3337296839049e-36
SPRY1,2.4802373806671e-40,0.752718623397582,0.467,0.161,4.34810415204749e-36
MUC1,2.86552648719885e-40,0.725201735990514,0.889,0.77,5.02355448470831e-36
NSD2,8.84236754601233e-40,0.288282482076368,0.192,0,1.55015545449142e-35
GYPC,1.2973830097783e-39,-0.582362280064967,0,0.268,2.27444215444233e-35
PON2,1.32754927108781e-39,-0.827727946457566,0.431,0.714,2.32732662714405e-35
BX284668.5,2.17119986963801e-39,0.334319175300122,0.19,0,3.80633049146239e-35
ZNF503,2.53062651394758e-39,0.942734762312072,0.586,0.286,4.4364413416015e-35
ID4,2.57852683288052e-39,0.978860409223941,0.462,0.163,4.52041539072284e-35
ERMP1,3.04142542343869e-39,0.69713908081283,0.491,0.184,5.33192290983037e-35
CAV1,4.39589507202632e-39,-0.805761982258044,0.075,0.386,7.70644365076934e-35
KHDRBS3,5.06716053715915e-39,-0.628269825090946,0.078,0.397,8.88323913769371e-35
THAP12,5.3246774511746e-39,0.329838179110197,0.188,0,9.33469203965419e-35
EIF3J-DT,5.3246774511746e-39,0.279891097048751,0.188,0,9.33469203965419e-35
ANPEP,6.30687913522736e-39,-0.597107972358266,0.013,0.293,1.10565898119671e-34
HS6ST1,8.26471927838073e-39,0.60602889743794,0.416,0.12,1.44888793669293e-34
TMEM37,8.70488252183037e-39,0.892464541388569,0.6,0.312,1.52605295490208e-34
PIP4P1,1.30421815748018e-38,0.300472340493725,0.186,0,2.2864248518785e-34
DNAAF4,1.30421815748018e-38,0.331729000257567,0.186,0,2.2864248518785e-34
SELENOO,1.30421815748018e-38,0.316410974967925,0.186,0,2.2864248518785e-34
AKR1B1,2.49907894752199e-38,-1.18893963777611,0.345,0.624,4.38113530290081e-34
SELENON,3.19059589986783e-38,0.260659704988702,0.184,0,5.5934336720583e-34
LINC02001,3.19059589986783e-38,0.326275316538884,0.184,0,5.5934336720583e-34
PPP1R1A,3.35537573357275e-38,-0.527747736792951,0.011,0.28,5.88230919852639e-34
CLU,4.6618459544478e-38,0.592548970882125,0.927,0.747,8.17268214274243e-34
AC027031.2,7.79576577855188e-38,0.316043089880478,0.182,0,1.36667569863793e-33
TOGARAM1,7.79577298479162e-38,0.261297123384018,0.182,0,1.36667696196382e-33
IGFBP6,9.73666362474396e-38,-0.687413083040813,0.031,0.313,1.70693450005386e-33
DPM3,1.4642575444747e-37,0.832243567708508,0.604,0.323,2.56698990121859e-33
CMTM7,1.58133612684917e-37,0.687767979649185,0.52,0.227,2.77224036397928e-33
CKB,1.65404262385834e-37,-1.22604594144493,0.416,0.694,2.89970212388606e-33
MACO1,1.90244974198714e-37,0.261159194084367,0.181,0,3.33518464267766e-33
SMIM27,1.90245149809572e-37,0.344464366567087,0.181,0,3.33518772131161e-33
LZTS3,1.90245149809572e-37,0.300779778923287,0.181,0,3.33518772131161e-33
S100A2,2.5966657745635e-37,-0.962515843600653,0.069,0.371,4.55221476938728e-33
HLA-DMA,2.85825026118762e-37,0.679571181383433,0.385,0.113,5.01079853288801e-33
UCP2,2.9257655466597e-37,0.834058545560355,0.699,0.461,5.12915957984911e-33
TMOD1,3.70406179728971e-37,0.50264663799745,0.33,0.066,6.49359073682859e-33
ARPC1B,4.25232967260898e-37,-0.852401940120157,0.631,0.805,7.4547591490508e-33
SNX10,4.4523087519119e-37,-0.667260737397436,0.161,0.467,7.80534247297675e-33
CEMIP2,4.63699097934948e-37,0.307121984346127,0.179,0,8.12910888589757e-33
RPL19,5.93410236684835e-37,-0.403064911747845,0.98,0.988,1.04030748593218e-32
CD24,7.2427169484253e-37,0.542893384143572,0.98,0.979,1.26972070822844e-32
MMP7,8.02934849641283e-37,-0.867302135521752,0.978,0.859,1.40762508490613e-32
NFKBIA,8.93863477501376e-37,1.00771370638046,0.681,0.41,1.56703206240766e-32
LINC01781,1.12882959657786e-36,0.28917906141898,0.177,0,1.97895116576064e-32
PCNX2,1.12882959657786e-36,0.409664731671147,0.177,0,1.97895116576064e-32
MAP3K20,1.12882959657786e-36,0.373651877853733,0.177,0,1.97895116576064e-32
GUCY1B1,1.12882959657786e-36,0.260185172061123,0.177,0,1.97895116576064e-32
MRE11,1.12882959657786e-36,0.297890011260669,0.177,0,1.97895116576064e-32
FBH1,1.12882959657786e-36,0.260457477842285,0.177,0,1.97895116576064e-32
OLFM4,1.65580544076545e-36,-2.02874614047525,0,0.249,2.90279251820592e-32
RPL7A,1.79550026897489e-36,-0.469930491545301,0.973,0.991,3.14769152153988e-32
SRSF5,2.20805928323614e-36,0.815858908663836,0.741,0.571,3.87094872944129e-32
METRN,2.35548374852024e-36,-0.725294335804599,0.359,0.656,4.12939855953084e-32
MRM2,2.74467702270208e-36,0.289904846908797,0.175,0,4.81169328849902e-32
STN1,2.74467702270208e-36,0.335386707671887,0.175,0,4.81169328849902e-32
ARHGEF35,2.79800747428228e-36,0.599161836427912,0.432,0.148,4.90518690316427e-32
MTRNR2L12,4.21315267679121e-36,-0.590798792593617,0.507,0.795,7.38607795768267e-32
COP1,6.66539796273561e-36,0.265820590724566,0.173,0,1.16851091684718e-31
EIPR1,6.66539796273561e-36,0.275479020158512,0.173,0,1.16851091684718e-31
NECTIN4,1.61671761734277e-35,0.266465178129272,0.172,0,2.83426765496361e-31
MISP3,1.61671761734277e-35,0.265296257340557,0.172,0,2.83426765496361e-31
