,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
MT2A,0,-2.66502099345717,0.441,0.916,0
ST6GALNAC1,0,0.994821734761008,0.634,0.024,0
TUBB6,0,-1.31508259088681,0.217,0.859,0
ONECUT2,0,1.68965276771933,0.81,0.162,0
WFDC2,0,2.2963394412683,0.997,0.956,0
C3,0,2.30636828873154,0.944,0.524,0
ZFP36,0,1.48802989098423,0.81,0.301,0
RPS9,0,-0.960981191447311,0.985,0.999,0
RPS5,0,-0.955349458817399,0.976,0.997,0
INTS11,0,0.543889827225757,0.474,0,0
ATP5IF1,0,2.89053446300164,0.967,0,0
TUT4,0,0.804483517580612,0.584,0,0
PATJ,0,1.01821502669205,0.692,0,0
MIGA1,0,0.549252480776855,0.457,0,0
SELENOF,0,1.04704054827636,0.724,0,0
KYAT3,0,0.556165787940119,0.473,0,0
ATP5PB,0,1.16818650485553,0.754,0,0
NAXE,0,0.795163103810472,0.608,0,0
CYTOR,0,0.715773915588472,0.459,0,0
SMIM37,0,0.957425601939687,0.655,0,0
AC019197.1,0,0.761661589379976,0.501,0,0
ATP5MC3,0,2.24450577065885,0.919,0,0
RETREG2,0,0.706442092339968,0.565,0,0
COPS9,0,1.01249067237708,0.692,0,0
SELENOK,0,1.24448972950906,0.776,0,0
SELENOT,0,0.943220086386478,0.689,0,0
MUC20-OT1,0,0.733042391401979,0.504,0,0
ATP5ME,0,1.78710320446041,0.89,0,0
SELENOP,0,0.678834274109839,0.511,0,0
ERBIN,0,0.944160937336867,0.666,0,0
GRAMD2B,0,0.602395611098056,0.45,0,0
RACK1,0,3.84987743177567,0.989,0,0
CARMIL1,0,0.555709486328465,0.462,0,0
CRYBG1,0,0.69178297812028,0.498,0,0
AFDN,0,1.04323240847156,0.724,0,0
AC005082.1,0,0.727140437210834,0.554,0,0
NIPSNAP2,0,0.726865270271163,0.553,0,0
BUD23,0,0.797963339106858,0.598,0,0
SEM1,0,1.63842712862215,0.855,0,0
SMIM30,0,0.538779479428234,0.466,0,0
STMP1,0,1.44709579099284,0.824,0,0
NBDY,0,0.955513017547147,0.684,0,0
TCEAL9,0,0.876468215641548,0.64,0,0
BEX3,0,1.60042272232717,0.817,0,0
RTL8C,0,0.857073337786905,0.645,0,0
RTL8A,0,0.813850050200408,0.603,0,0
NSD3,0,1.16994749409378,0.77,0,0
TCIM,0,1.92820836357026,0.865,0,0
ELOC,0,1.26461809554693,0.795,0,0
VIRMA,0,0.565292852985394,0.478,0,0
DMAC1,0,0.719099443327954,0.561,0,0
EBLN3P,0,0.765349050263328,0.587,0,0
TUT7,0,0.60740722611215,0.48,0,0
PAXX,0,0.537895201528702,0.454,0,0
NKAPD1,0,0.538322884355532,0.47,0,0
ATP5MG,0,2.18880296694421,0.918,0,0
ATP5F1C,0,2.15328908718723,0.91,0,0
OGA,0,0.770926471394487,0.563,0,0
ATP5MD,0,1.94970771818181,0.902,0,0
SINHCAF,0,1.38124720886128,0.806,0,0
ATP5MC2,0,2.86443559289209,0.96,0,0
ATP5F1B,0,1.88420258086572,0.911,0,0
WASHC4,0,0.627946274788395,0.51,0,0
SPART,0,0.548672007539208,0.469,0,0
RTRAF,0,1.41448663304675,0.815,0,0
AL133453.1,0,0.877920658526965,0.52,0,0
CCDC198,0,0.663054537208557,0.451,0,0
ERG28,0,0.653703916190677,0.508,0,0
ATP5MPL,0,1.7808718309162,0.878,0,0
SQOR,0,0.70028993929886,0.547,0,0
MINDY2,0,1.31118323682779,0.763,0,0
MESD,0,1.27042016829561,0.782,0,0
SELENOS,0,1.22560283324584,0.78,0,0
METTL26,0,1.15062319564765,0.737,0,0
JPT2,0,0.798338210363761,0.618,0,0
ELOB,0,2.3402492540756,0.94,0,0
ATP5MC1,0,1.12677703780198,0.711,0,0
ATP5PD,0,1.69472607154247,0.856,0,0
JPT1,0,1.93211303417415,0.895,0,0
NDUFAF8,0,0.862892456052368,0.637,0,0
CENPX,0,0.63964494441197,0.489,0,0
ATP5F1A,0,1.43189855578809,0.823,0,0
SMIM26,0,1.59335608617774,0.864,0,0
MMP24OS,0,1.52640308170885,0.834,0,0
NORAD,0,1.47474230715532,0.834,0,0
RAB5IF,0,0.7700403739119,0.582,0,0
RTF2,0,0.658609695591227,0.557,0,0
ATP5F1E,0,2.73698247644811,0.941,0,0
ATP5F1D,0,2.13603895378259,0.915,0,0
HDGFL2,0,0.565965265991119,0.485,0,0
TRIR,0,1.61938337461519,0.87,0,0
AC020916.1,0,0.757144813479705,0.453,0,0
UCA1,0,2.8334775677931,0.904,0,0
REX1BD,0,0.649428965470902,0.515,0,0
NECTIN2,0,1.3312747706755,0.827,0,0
NOP53,0,1.66226770778002,0.898,0,0
SELENOW,0,2.27457445025936,0.94,0,0
UFD1,0,0.53475959921151,0.453,0,0
ATP5PF,0,1.95056740155874,0.906,0,0
CFAP298,0,0.791346186691952,0.607,0,0
CYREN,9.72979020778416e-308,0.520299924126832,0.448,0,1.70572952132664e-303
ANPEP,7.09937280596588e-306,-1.12965133484575,0.017,0.678,1.24459104661388e-301
TUBB,1.24529782956885e-304,-1.35381954131886,0.831,0.967,2.18313162501716e-300
S100A2,3.68783633197059e-304,-2.05296551204332,0.124,0.756,6.46514587357765e-300
KLF5,6.87188079605512e-304,1.31287589243501,0.943,0.73,1.20470942235642e-299
RPL8,2.91327772936951e-303,-0.806039619283064,0.993,0.998,5.10726718735768e-299
AP2S1,4.73599915057904e-303,-1.02585049665726,0.804,0.967,8.30268011088012e-299
RHEX,3.75245772284131e-301,0.57514320686093,0.44,0,6.5784336339131e-297
PLP2,4.38618206904236e-301,-1.17229313214734,0.637,0.939,7.68941578523816e-297
AC005261.1,1.48347283884514e-300,0.562901096335679,0.439,0,2.60067623377941e-296
PTPA,3.59892537399712e-298,0.522201991933191,0.436,0,6.30927607315435e-294
PRELID1,3.38684380106299e-297,-1.0305020574962,0.754,0.974,5.93747586764354e-293
LYPD1,5.26128126247627e-297,1.29718241970217,0.766,0.274,9.22355218124716e-293
INAVA,1.33241649353885e-294,0.522094846494367,0.431,0,2.33585935482295e-290
TMPRSS4,6.05052981429212e-294,1.18348971746963,0.97,0.731,1.06071838174355e-289
DYNLL1,1.33344367233623e-293,-0.988728314724907,0.928,0.989,2.33766010197265e-289
BABAM2,3.1457028412269e-292,0.474121175879714,0.428,0,5.51473165095488e-288
ANK1,3.50127997573963e-292,0.685715163086405,0.506,0.034,6.13809392546915e-288
SPINT1-AS1,4.81381427543742e-291,0.480362155024616,0.427,0,8.43909780626934e-287
HSPA8,9.3870464217962e-291,-1.1871260988141,0.781,0.971,1.64564310820509e-286
HLA-DRB1,1.12832986243901e-290,0.960531919916651,0.499,0.029,1.97807508184184e-286
HDGFL3,4.35788820961708e-288,0.482910845231849,0.423,0,7.63981382027969e-284
AC007906.2,4.35788895072138e-288,0.761319636600991,0.423,0,7.63981511950965e-284
MYL6,4.97000734697325e-288,-0.912584141475786,0.989,0.995,8.71291987997881e-284
RXFP1,5.23765149242384e-288,0.93323550184182,0.442,0.007,9.18212683136823e-284
EIF5A,1.50400794308723e-287,-1.13799716503109,0.776,0.954,2.63667632502622e-283
RPL3,1.43409552706229e-286,-0.916523383399887,0.991,0.997,2.5141128684929e-282
HLA-DMB,2.62022310085694e-286,1.57159020604723,0.826,0.412,4.59351311811231e-282
NOSTRIN,6.31929897803645e-286,1.43003712905797,0.612,0.106,1.10783630383957e-281
YBX1,7.08227339611273e-286,-0.900820647251205,0.96,0.993,1.24159334907252e-281
RPL13,3.8499745343923e-285,-0.702805706370606,0.993,1,6.74939035624314e-281
RAN,5.23646422588249e-285,-1.21240967016963,0.869,0.976,9.1800454343946e-281
LINC02532,1.50571128193193e-284,0.683966121554505,0.418,0,2.63966244835487e-280
CD74,4.56544895146971e-284,1.52831233394441,0.775,0.328,8.00368855682155e-280
IFITM2,9.33025228554989e-283,1.53949200997367,0.966,0.907,1.63568652817975e-278
AC245297.3,3.39522277219804e-282,0.499651477101457,0.415,0,5.95216504194039e-278
APRT,3.49941940623319e-281,-0.99524748926523,0.791,0.96,6.1348321610674e-277
HABP2,1.2469576088076e-280,0.775375405292754,0.527,0.051,2.1860413840006e-276
RPS2,1.54033928227045e-280,-1.01038078278878,0.996,1,2.70036879574832e-276
MTREX,7.5739962592451e-280,0.46958479529915,0.412,0,1.32779728420826e-275
MPZL2,6.21436863081822e-277,1.26713354979682,0.924,0.538,1.08944096466874e-272
SELENOM,2.47329614167374e-276,0.624488128893169,0.408,0,4.33593546596823e-272
LINC02381,9.50424494309509e-276,0.474937304090107,0.407,0,1.666189180974e-271
VIM,2.50472327356875e-275,-2.71520699721233,0.866,0.978,4.39103037089337e-271
DCBLD2,2.68477151571114e-275,-1.45795617138208,0.802,0.953,4.7066729441932e-271
CYBC1,3.64979980764398e-275,0.426733104674681,0.406,0,6.39846404278066e-271
TOB1,1.0053233125034e-273,1.08151378310846,0.862,0.489,1.76243229914971e-269
ADIRF,8.27288238878616e-272,-1.69134927143827,0.105,0.705,1.4503190115781e-267
TENT2,4.4117690056528e-271,0.454746907001002,0.401,0,7.73427224380992e-267
WASHC1,1.68518511973426e-270,0.449453483232445,0.4,0,2.95429803340614e-266
ARPC2,2.97425347375093e-270,-0.80448900873537,0.945,0.993,5.21416376483275e-266
COTL1,3.24350378626977e-270,-1.19128499788644,0.417,0.86,5.68618648770953e-266
NCOA7,6.54942353083077e-270,1.53984767126305,0.804,0.397,1.14817943918994e-265
PTTG1IP,1.90450009895225e-269,1.02804266929982,0.977,0.965,3.33877912347318e-265
HIKESHI,3.56367960796467e-268,0.446984801111689,0.397,0,6.24748672072286e-264
PHLDA2,2.88591092803409e-267,-1.48074918974893,0.695,0.951,5.05929044793657e-263
PKIB,7.11428675349945e-267,-0.888665970713846,0.085,0.692,1.24720561075599e-262
ODR4,1.96249646646122e-266,0.455509914596842,0.395,0,3.44045255535317e-262
GBP2,3.27907064005961e-266,1.10486235428766,0.786,0.313,5.7485387390885e-262
GRK2,7.45652471748023e-266,0.454198362628591,0.394,0,1.30720334822146e-261
RDH10,9.62172031386427e-265,1.0761914185043,0.727,0.261,1.68678378822355e-260
NECTIN4,1.07430632182199e-264,0.47111451559395,0.392,0,1.88336641278614e-260
SLC7A2,1.55410375086739e-264,0.759415228280776,0.461,0.028,2.72449928564563e-260
COX4I1,1.38295354485874e-263,-0.786682435751755,0.921,0.991,2.42445585949185e-259
RPS6,3.33291580296613e-263,-0.875690810476327,0.984,0.997,5.84293469417991e-259
AC100810.1,8.36721108058292e-262,0.441138570933221,0.389,0,1.46685577453699e-257
SFRP1,1.03881082699399e-260,-1.68444947138993,0,0.594,1.82113926080317e-256
MRPL58,1.19441050427243e-260,0.420373744434569,0.387,0,2.09392105503999e-256
TJP2,1.21661070315825e-260,-0.705593793146351,0.113,0.719,2.13284022370672e-256
PSAT1,5.28860106017898e-260,1.37264410802785,0.815,0.453,9.27144651859977e-256
AKR1B1,9.69157361298224e-260,-1.40249453559132,0.482,0.873,1.69902977009192e-255
AC118549.1,1.70051610247809e-259,0.454346895203629,0.385,0,2.98117477925435e-255
ANXA2,5.84787716087975e-259,-1.07251823836431,0.995,1,1.02519134507383e-254
TUBA1B,7.02655834767737e-259,-1.64254291659668,0.801,0.947,1.23182594393132e-254
RPS27L,9.65892841120167e-259,0.984552900397698,0.984,0.95,1.69330673976777e-254
GDA,2.96966581249532e-258,0.976857548434824,0.751,0.272,5.20612113588555e-254
SRM,5.32475476722797e-257,-0.979437505447348,0.318,0.825,9.33482758242735e-253
ECPAS,1.28571238977962e-256,0.426881087520373,0.382,0,2.25398239052264e-252
SLC25A5,4.86992187440019e-255,-1.08735045817406,0.754,0.958,8.53746003801097e-251
TMEM37,2.56402311172305e-254,0.947975609279415,0.681,0.204,4.49498891716168e-250
HSPG2,2.87743918726303e-254,1.2154181640572,0.853,0.496,5.04443863919082e-250
NSD2,9.562513479854e-254,0.457957298349286,0.378,0,1.6764042381532e-249
CYP1B1,7.03823660863719e-253,0.890283341797517,0.492,0.048,1.23387325986019e-248
CEMIP2,1.34013846292875e-252,0.455190922849411,0.376,0,2.34939673936038e-248
CLTA,1.62302443831913e-252,-0.786993287343086,0.902,0.98,2.84532414281727e-248
SEPHS2,3.05396477749365e-252,0.638606994182609,0.585,0.117,5.35390565142411e-248
AURKAIP1,2.62228298157346e-251,-0.797336641988309,0.88,0.974,4.59712429499644e-247
CAV1,3.20752306140485e-251,-1.25964876062748,0.173,0.738,5.62310867894885e-247
KHDC4,6.99654428074036e-251,0.509980637212412,0.374,0,1.22656417785659e-246
ARL4C,1.01225981202089e-250,-1.43271840152457,0.545,0.88,1.77459267645382e-246
PSMA7,4.37512665319177e-250,-0.83285753035439,0.896,0.981,7.67003453571048e-246
AC010642.2,3.6312965747068e-249,0.41481767701326,0.372,0,6.36602602511849e-245
LNPK,1.35275962024027e-248,0.44886677887699,0.371,0,2.37152289024322e-244
JUND,1.93642140978747e-248,1.07662371018633,0.976,0.931,3.39474037349841e-244
RPSA,3.18995595392974e-248,-0.878530172661384,0.982,0.996,5.59231178283422e-244
SLC7A11,7.41437794197398e-248,1.0073162432405,0.589,0.116,1.29981459700746e-243
RAD50,3.91578640094978e-247,-0.700823132275932,0.151,0.725,6.86476513950506e-243
LMO4,5.55299928729108e-247,1.23003950571966,0.876,0.675,9.73496305055e-243
CLTB,1.02324540179965e-246,-0.960044841286052,0.592,0.934,1.79385151389497e-242
YWHAB,1.75125253286373e-246,-0.848040760738854,0.849,0.975,3.0701208153634e-242
GDF15,3.45495191771485e-245,1.68290348686428,0.884,0.437,6.05687620694591e-241
HMGA1,2.03410893144616e-244,-1.16112783004077,0.808,0.971,3.56599636771826e-240
SOX17,3.73209352153915e-244,0.870665453278091,0.608,0.128,6.54273315261028e-240
SERINC5,4.00675787221705e-244,0.951155931212952,0.754,0.311,7.02424722578371e-240
MKKS,1.3643833037249e-243,-0.719346315969605,0.208,0.753,2.39190036976012e-239
HLA-DRA,1.71796648263313e-243,0.993277585262157,0.423,0.022,3.01176704070413e-239
SEC11C,3.76896175048159e-243,-0.796115607580615,0.33,0.836,6.60736684476928e-239
ELOA,2.48483212033943e-242,0.396336012106862,0.363,0,4.35615919016706e-238
CALM1,9.25888947036576e-242,-0.83912237989582,0.921,0.993,1.62317591304982e-237
CPVL,2.41615274287404e-241,1.43435148602816,0.915,0.749,4.23575737353247e-237
MCRIP2,3.39274385505958e-241,0.377986128718487,0.361,0,5.94781925230495e-237
ID2,1.01125007902448e-240,1.44638323672199,0.819,0.47,1.77282251353782e-236
PLPBP,1.25243705517015e-240,0.389030722275012,0.36,0,2.19564740141879e-236
MACO1,1.25243746344263e-240,0.398443050332643,0.36,0,2.19564811716128e-236
GLRX,1.10960863644361e-239,-1.13279169404764,0.615,0.918,1.94525490054929e-235
FILIP1,3.38339280658277e-239,0.704850229090091,0.479,0.053,5.93142592922025e-235
UTP11,6.27599614810182e-239,0.390639446080035,0.358,0,1.10024488472373e-234
EEF1A2,1.05709532811338e-238,1.07026682377557,0.822,0.362,1.85319381971557e-234
TENT4B,8.50280866862648e-238,0.389969918906211,0.356,0,1.49062738769691e-233
S100A10,1.60839475995335e-237,-0.962112955257022,0.991,0.998,2.81967685367421e-233
MRNIP,4.21965929994626e-236,0.385331247257628,0.354,0,7.39748471873579e-232
FAM107B,6.06158431236268e-236,0.943975006071966,0.915,0.731,1.0626563458003e-231
NEPRO,1.54865724649857e-235,0.378710145351291,0.353,0,2.71495101883665e-231
PCNX2,2.08195330870288e-234,0.4301766825491,0.352,0,3.64987234548701e-230
ACTG1,2.14439615875267e-234,-0.952863378899345,0.992,0.998,3.75934090590931e-230
PCNX4,7.62620604688813e-234,0.471503293423306,0.351,0,1.33695018207996e-229
RPL19,9.26274635539995e-234,-0.63823046039473,0.991,0.999,1.62385206356517e-229
CYCS,1.44501320930753e-233,-0.990233376914281,0.596,0.905,2.53325265723703e-229
SEZ6L2,2.54886683168011e-233,0.80459421787524,0.743,0.299,4.4684184426184e-229
PDK4,5.15241597874216e-233,0.852564479781633,0.466,0.052,9.03270045233287e-229
TSTA3,6.82780659610525e-232,-0.824687323064603,0.427,0.858,1.19698277436321e-227
DUSP1,1.54692525368091e-230,1.43922838599046,0.819,0.427,2.711914662228e-226
STN1,6.62755834722878e-230,0.386238331021913,0.346,0,1.16187725385268e-225
SPRY1,1.30975924641499e-229,0.998820435839099,0.73,0.312,2.29613893489012e-225
RPL34,1.94654917434734e-229,0.739481757447394,0.992,0.994,3.41249535754832e-225
TUBA1C,3.13181831034501e-229,-1.24452641877752,0.76,0.928,5.49039067986583e-225
PHB,5.33110541013903e-229,-0.774488965192522,0.724,0.949,9.34596089451473e-225
RPL7A,1.53373782355774e-228,-0.665445623016418,0.992,0.999,2.68879577847908e-224
TOMM70,1.16440364519622e-227,0.359485497332842,0.343,0,2.0413160303935e-223
RIDA,1.16440364519622e-227,0.352685306126907,0.343,0,2.0413160303935e-223
ACSL5,1.37302197720993e-227,0.683112931202606,0.527,0.093,2.40704482824672e-223
ANXA3,2.49482397628364e-227,-1.02050805502625,0.611,0.943,4.37367591282286e-223
CDKN2A,4.20321273254065e-227,-0.983773533802105,0.1,0.671,7.36865224141701e-223
C12orf75,4.87714614430406e-227,-1.02463596818371,0.937,0.982,8.55012490557944e-223
PAX2,1.45949281853756e-226,1.01871153651095,0.793,0.415,2.5586368601782e-222
LRMDA,5.58143658523649e-226,0.388205188615673,0.34,0,9.78481647757809e-222
RPS18,6.72263023104582e-226,-0.651319936464573,0.996,0.999,1.17854430580464e-221
CCT5,5.38380628787145e-225,-0.920177139082102,0.705,0.935,9.43835080326744e-221
TPM1,6.62473272045431e-225,-1.19827892862968,0.947,0.986,1.16138189322285e-220
TMEM101,1.01374679413483e-224,1.46649588422858,0.751,0.428,1.77719950479776e-220
ITIH5,1.44344966807679e-224,0.545306366784586,0.36,0.007,2.53051161310542e-220
CD151,3.54085743505405e-224,-0.781471010778565,0.882,0.987,6.20747716939325e-220
RETREG3,3.48550999186933e-223,0.376790835202604,0.337,0,6.11044756674612e-219
CYB5A,6.00241565836137e-223,1.14881968635891,0.938,0.888,1.05228348906733e-218
ID4,1.24867334479173e-222,1.38096327280158,0.711,0.283,2.18904924075437e-218
PTBP3,8.89731043079116e-221,1.09065201317959,0.905,0.762,1.559787491622e-216
SLPI,2.54610893809081e-219,0.971591771413113,0.997,0.946,4.463583579367e-215
PARK7,5.61006589338375e-219,-0.756856719862834,0.893,0.975,9.83500651769105e-215
COP1,1.00162943584972e-218,0.352467979245624,0.331,0,1.75595656398814e-214
FTX,1.32817317522974e-218,0.785406313824391,0.516,0.094,2.32842039349526e-214
TOGARAM1,3.60387656030618e-218,0.383009379490884,0.33,0,6.31795599787276e-214
ETFRF1,1.2958569073373e-217,0.333111426820703,0.329,0,2.27176674425302e-213
CADM1,5.01612512345282e-217,0.822501018165835,0.632,0.184,8.79376895392513e-213
WASHC3,2.15254386289429e-215,0.349420087141366,0.326,0,3.77362464603997e-211
KITLG,3.58289386237686e-215,1.21392189545909,0.882,0.589,6.28117123013287e-211
TXN,6.88176199422097e-215,-0.724850147059886,0.931,0.987,1.20644169520688e-210
TMOD1,8.60437522711606e-215,0.670322299707066,0.575,0.133,1.50843302106572e-210
PSMD2,2.3838636037515e-214,-0.861576821451965,0.622,0.905,4.17915128373676e-210
EMP3,3.37870793784684e-214,-1.41998336230875,0.385,0.813,5.92321288583929e-210
SERPINA1,3.95337152296525e-214,1.36210211977449,0.863,0.536,6.93065561691039e-210
PON2,4.0921098240715e-214,-0.848117143807356,0.622,0.929,7.17387773257975e-210
HS6ST1,1.05049183574506e-213,0.752148504895124,0.575,0.145,1.84161723724467e-209
SLC44A4,1.2135427394769e-213,0.840612967688764,0.817,0.379,2.12746177657696e-209
YWHAQ,4.96676086883035e-213,-0.749679801153797,0.789,0.957,8.70722847914648e-209
BCAM,1.42912258218857e-212,1.11538807119021,0.915,0.709,2.50539479883479e-208
DTD1,6.58047532773319e-212,-0.686117986246871,0.326,0.811,1.15362312970491e-207
TMEM30A,1.06357765325361e-211,0.975787705227695,0.934,0.828,1.86455798391891e-207
FAM69B,2.13155300582516e-210,0.435429699816257,0.358,0.013,3.73682557451209e-206
CFL1,5.27147610983789e-210,-0.708245110098756,0.964,0.994,9.2414247681568e-206
ZBTB20,9.32694074870459e-210,0.95051693484964,0.707,0.306,1.6351059826554e-205
MAIP1,2.60847066465541e-209,0.314263255030679,0.318,0,4.5729099222074e-205
TEN1,2.60847066465541e-209,0.323676687498377,0.318,0,4.5729099222074e-205
CCDC32,9.28500894098982e-209,0.347390414929118,0.317,0,1.62775491744493e-204
TMEM59,1.70199579436781e-208,0.858344577342208,0.965,0.948,2.98376882710621e-204
THBS1,4.00820004871785e-208,-0.979577835099841,0.031,0.548,7.02677550540726e-204
PFKFB3,1.86823302773382e-207,0.920576850629492,0.795,0.422,3.27519932092017e-203
PDCD5,2.02118869498807e-207,-0.818726712527078,0.676,0.915,3.54334590118359e-203
ATF3,5.85965794996537e-207,0.950316056186598,0.606,0.151,1.02725663520843e-202
RNASET2,1.40665840551973e-206,0.922282147542832,0.989,0.934,2.46601285071664e-202
ZNF503,5.34373081965142e-206,1.11360247190215,0.725,0.336,9.36809449993091e-202
TMC4,6.79472790773968e-206,0.737045583657522,0.721,0.305,1.19118374950584e-201
RHOD,2.36150277039266e-205,-0.838933209536121,0.376,0.815,4.13995050677537e-201
RAB32,6.47271649334459e-204,-0.750029361118531,0.236,0.733,1.13473192844824e-199
MAP3K20,8.28084603615107e-204,0.34019376850906,0.31,0,1.45171511859764e-199
CLDN10,4.80698082983484e-203,1.19382319196784,0.913,0.692,8.42711809278346e-199
ATP1A1,9.19909067308594e-202,1.26776694542826,0.969,0.925,1.6126925858987e-197
DCTPP1,2.04691110151559e-200,-0.738479391384719,0.44,0.838,3.58843985206697e-196
PCNX1,5.66330105091371e-200,0.350415371720203,0.305,0,9.92833307235682e-196
MAL,1.55592484982637e-199,-1.07375010736339,0.84,0.951,2.72769185423062e-195
DMAC2,1.99453398817567e-199,0.306870946617953,0.304,0,3.49661753467076e-195
TM4SF4,3.0844698303042e-199,1.21664801261339,0.495,0.098,5.40738405950628e-195
PREX2,1.09687717192275e-198,0.673380694577322,0.599,0.166,1.92293537009777e-194
BTG2,1.59165502570171e-198,1.02153517123299,0.641,0.219,2.79033042555768e-194
CCT3,1.8459625688338e-197,-0.772184830154747,0.781,0.939,3.23615697942253e-193
DNAAF4,3.75655287263479e-196,0.331450826928939,0.299,0,6.58561284101606e-192
RPL6,7.36498134677524e-196,-0.636468736475193,0.986,0.999,1.29115487990317e-191
ITGB1BP1,2.31279058185806e-195,-0.657312669522086,0.34,0.8,4.05455316905537e-191
CTTNBP2,6.39874093199136e-195,0.854515630996761,0.637,0.228,1.12176327278741e-190
RPL4,1.29862436390289e-194,-0.683883156327508,0.96,0.993,2.27661837235816e-190
LSM4,2.25955909783163e-193,-0.763124561882802,0.732,0.946,3.96123305440863e-189
NFKBIZ,2.66722155291119e-193,1.21120350606489,0.855,0.665,4.6759061044086e-189
ERMP1,5.35278066729222e-193,0.878056943181224,0.74,0.386,9.38395978782999e-189
HRAS,5.38258999706607e-193,-0.702308736102219,0.385,0.81,9.43621852385653e-189
PCMTD1,1.24824567628703e-191,0.797256082476207,0.839,0.544,2.18829949509879e-187
LGALS1,1.32235478899287e-191,-1.47326749807523,0.769,0.95,2.3182201805834e-187
MHENCR,2.944428632583e-191,0.333009598287052,0.292,0,5.16187783578126e-187
BX890604.1,2.94442954953733e-191,0.300680046183864,0.292,0,5.16187944329389e-187
TENT5A,2.94443046649163e-191,0.392045178080086,0.292,0,5.16188105080647e-187
UPP1,3.21151677564326e-191,-1.00021373928283,0.391,0.811,5.63011005938019e-187
EIF4A2,4.059724389092e-191,0.834016468500328,0.956,0.909,7.11710282651718e-187
GABARAPL1,2.08731721239626e-190,0.77595033741055,0.664,0.263,3.65927580505188e-186
RPL10A,3.90036895983447e-190,-0.725245846467419,0.969,0.993,6.83773682348582e-186
CAV2,1.52089825567256e-189,-0.828921876227468,0.497,0.864,2.66628673201956e-185
METRN,1.53110050514919e-189,-0.739210371362779,0.468,0.867,2.68417229557704e-185
TMEM250,4.33725829772727e-189,0.296331848200486,0.289,0,7.60364752174568e-185
GABRP,1.14546001511416e-188,0.671703701809219,0.453,0.068,2.00810595249664e-184
PIP4P1,1.50868412710885e-188,0.313376930060744,0.289,0,2.64487414323453e-184
RPS3,3.37571341010835e-188,-0.670483882734311,0.989,0.999,5.91796317926095e-184
EEF1D,3.41393998601561e-188,-0.644710891738328,0.947,0.986,5.98497818948396e-184
SNF8,9.22214605255365e-188,-0.662394228173165,0.477,0.856,1.61673442447318e-183
SCTR,6.40224981935684e-187,0.37862154208927,0.309,0.007,1.12237841583145e-182
RPL27,8.41775268712362e-187,-0.627607797104907,0.953,0.991,1.47571622357964e-182
PNRC1,1.12646910844296e-186,0.940572086634674,0.911,0.735,1.97481299401135e-182
CD55,1.3316137083789e-186,1.08357091711348,0.882,0.588,2.33445199215906e-182
RBM3,1.60178857551425e-186,-0.733222662118465,0.647,0.902,2.80809555173403e-182
PGP,1.66416700750068e-186,-0.729173694984016,0.453,0.848,2.91745118084945e-182
RHEB,2.58238468286598e-186,-0.746603231504212,0.666,0.927,4.52717858753235e-182
SYNE2,5.08947544808451e-186,1.12394018210839,0.95,0.933,8.92235940803695e-182
