,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
XYLB,6.2497057352017e-06,-0.286748305102532,0.006,0.034,0.109563591243821
PAPLN,6.33245323195586e-06,0.643638881065862,0.13,0.03,0.111014237609418
AC108866.1,6.34532090801929e-06,-0.382416935764002,0.041,0.107,0.111239820838486
PDLIM1,6.46031114022674e-06,0.56653469760073,0.126,0.026,0.113255714599315
IFITM2,6.61166555365085e-06,-0.238840299420834,0.014,0.056,0.115909108821053
FTL,6.62649213458297e-06,-0.325244012473724,0.041,0.107,0.116169033611374
UBE2H,6.70737904509644e-06,-0.35956747854307,0.556,0.714,0.117587062039586
PTK2B,6.80380943636647e-06,-0.359450923618937,0.073,0.158,0.119277583228941
SLC25A46,6.87297992186357e-06,-0.298209276348455,0.024,0.077,0.12049021101019
TMC1,7.01740942090977e-06,-0.201515267893133,0.014,0.056,0.123022204557969
RNF216,7.0321234976727e-06,-0.326111309804398,0.207,0.342,0.1232801570377
MAP2K4,7.07032571499914e-06,0.692726406819724,0.373,0.244,0.12394988010965
NEURL3,7.09470532615607e-06,-0.239376315063252,0.012,0.051,0.124377279072842
SNAP25,7.0990763276284e-06,0.802669534551932,0.108,0.017,0.124453907099653
HIPK3,7.25813256079334e-06,0.789751124522658,0.395,0.274,0.127242321923268
VPS50,7.31747512419846e-06,-0.287220229566108,0.084,0.175,0.128282656402323
NNT-AS1,7.37560265056394e-06,-0.216921309690958,0.02,0.068,0.129301690067037
SPATS2L,7.41771383215656e-06,0.77109075679098,0.367,0.239,0.130039941191537
E4F1,7.52570353327082e-06,-0.231958764063235,0.033,0.094,0.131933108641771
L3MBTL1,7.53235001860373e-06,-0.288120824836183,0.027,0.081,0.132049628176142
CD9,7.61446544491687e-06,0.623989318716897,0.27,0.137,0.133489193714838
PSMG4,7.70211935349666e-06,-0.272322924701723,0.018,0.064,0.13502585438615
TSC1,7.87755594001791e-06,-0.321416693855913,0.07,0.154,0.138101433184454
SAT1,7.91375525662255e-06,-0.373363074943616,0.669,0.786,0.13873604340385
UBE2B,7.95938825743187e-06,-0.253808599116138,0.131,0.244,0.139536035541038
TOP1MT,8.03501744302412e-06,-0.267443185650696,0.009,0.043,0.140861890793656
LARS,8.03880657087541e-06,-0.377157960050045,0.082,0.171,0.140928317994017
LINC01950,8.12500142662082e-06,-0.226071844816301,0.009,0.043,0.14243940001009
NMNAT1,8.1603627059648e-06,-0.30805162019997,0.039,0.103,0.143059318598269
RABEPK,8.17291235159842e-06,-0.250224935080917,0.023,0.073,0.143279326435872
ZNF33B,8.17912531932455e-06,-0.464569954290373,0.083,0.171,0.143388245973079
ST3GAL2,8.24750292547392e-06,-0.322844102243068,0.018,0.064,0.144586973786483
CHD8,8.26639929732282e-06,-0.346878773157112,0.088,0.179,0.144918246081366
ATP6V0A1,8.31420443285334e-06,0.734466592642254,0.274,0.145,0.145756317912352
GDF15,8.4274371538611e-06,-0.429807582574925,0.066,0.145,0.147741400744339
PRRC2C,8.49024921552154e-06,0.598849606828897,0.524,0.427,0.148842558997308
USP45,8.54062556868018e-06,-0.334232320318418,0.074,0.158,0.149725706844532
FARP1,8.559870960283e-06,-0.310808660202214,0.669,0.786,0.150063097804721
NAGLU,8.60016130859777e-06,-0.237952934414899,0.009,0.043,0.150769427901027
DENND1B,8.60096134194733e-06,-0.336487486037321,0.201,0.329,0.150783453285679
PLEKHA8,8.68654733441034e-06,-0.398653042812982,0.087,0.175,0.152283861319548
ATG13,8.8197076519403e-06,-0.28586363726593,0.044,0.111,0.154618294846165
RALGAPA2,8.929242691642e-06,-0.54481308322278,0.252,0.38,0.156538553627176
ABHD17B,8.92939008670142e-06,-0.172738416663979,0.02,0.068,0.156541137609963
ULK4,9.03785110367008e-06,0.5856744118832,0.387,0.252,0.15844256769844
FAM129B,9.31318231412885e-06,0.784579677814185,0.28,0.158,0.163269399148993
FGF12,9.46019168248926e-06,0.673436249588518,0.086,0.004,0.165846620385719
PRPF40B,9.46719504072701e-06,-0.356319507830004,0.06,0.137,0.165969396258985
BACH1,9.52161142602364e-06,0.633411737529182,0.566,0.474,0.16692336990962
FGD6,9.52930739276211e-06,0.683980897752682,0.278,0.145,0.167058287902512
ZNF717,9.66845256193111e-06,-0.292901773119376,0.06,0.137,0.169497641863214
AP5Z1,9.88054110734224e-06,-0.303697974830462,0.027,0.081,0.173215766152817
GPRC5B,1.01577600362505e-05,-0.177478230009743,0.011,0.047,0.178075691195508
ZNF552,1.01933952609531e-05,-0.409897065980335,0.028,0.081,0.178700412319769
LANCL1,1.01986076969561e-05,-0.307034350478584,0.025,0.077,0.178791791535338
ZNF559-ZNF177,1.0273413066674e-05,-0.185823726190058,0.011,0.047,0.180103204471862
CLCN6,1.03562174760752e-05,-0.380135877701016,0.055,0.128,0.181554848573074
ATR,1.0434490881316e-05,-0.406956666812125,0.151,0.265,0.18292705964035
ADD3,1.04345056389742e-05,-0.383599802875371,0.108,0.205,0.182927318356857
MTERF3,1.04847646154081e-05,-0.175355360540075,0.011,0.047,0.18380840847272
MKNK2,1.05048245377965e-05,-0.243501176450083,0.034,0.094,0.184160078972111
WASHC1,1.06834048635939e-05,-0.542164471498319,0.177,0.291,0.187290770663665
TRAK2,1.07009341776802e-05,-0.428012461366839,0.061,0.137,0.187598077068912
CD2AP,1.07555249420403e-05,0.63574501216296,0.625,0.543,0.188555107758909
DEAF1,1.07791688491398e-05,-0.334487519895041,0.091,0.184,0.18896960909427
IRAK2,1.08194345785155e-05,0.759190756132056,0.175,0.064,0.189675507595955
CAB39,1.08317369724252e-05,0.808545187410153,0.448,0.35,0.189891180863586
RASSF4,1.10351560432886e-05,-0.148105103454448,0.036,0.098,0.193457320594893
VPS37C,1.10370266076815e-05,-0.392003276609439,0.055,0.128,0.193490113459264
UNC45A,1.10415546354844e-05,-0.168965722094313,0.016,0.06,0.193569494314678
TEAD1,1.11022761256875e-05,-0.548813196121729,0.471,0.598,0.194634002759427
HDAC1,1.11200601859251e-05,-0.257083866137215,0.023,0.073,0.194945775119453
TUBD1,1.12058329135516e-05,-0.34807378161852,0.027,0.081,0.196449456807473
HIST1H4C,1.12275848105378e-05,-0.185094016821119,0.018,0.064,0.196830789313539
STAG1,1.12570086532982e-05,0.417689511560815,0.688,0.598,0.197346618700971
CAPN2,1.12596880043279e-05,0.527976018940408,0.443,0.316,0.197393590403872
SHISA5,1.13846958649044e-05,-0.44093572721345,0.072,0.154,0.199585103207639
NPIPA1,1.13931404473265e-05,-0.153680124367726,0.023,0.073,0.19973314518208
THBS1,1.15712522421725e-05,0.910355539657887,0.173,0.064,0.202855623057527
C1orf174,1.15792275397787e-05,-0.119976355299416,0.008,0.038,0.20299543799986
SLC6A17,1.16029331558374e-05,-0.122693885673756,0.003,0.026,0.203411021154985
AC010173.1,1.16450613812964e-05,-0.103890778882571,0.003,0.026,0.204149571075507
YTHDF2,1.16460599459763e-05,-0.337430896312272,0.08,0.167,0.20416707691291
IARS,1.16639152946293e-05,-0.396243731042988,0.058,0.132,0.204480099030147
AK5,1.16873355855861e-05,-0.27857920469529,0.003,0.026,0.204890680150911
AFMID,1.17086664382472e-05,-0.267286342432238,0.044,0.111,0.205264631328911
CYTH3,1.17124217464984e-05,-0.437299009917351,0.067,0.145,0.205330465637864
TRIM71,1.17723238498322e-05,-0.120348525688104,0.003,0.026,0.206380609411408
AL359265.3,1.18579018017319e-05,-0.18245619561159,0.003,0.026,0.207880876486162
RASL11A,1.19009131211642e-05,-0.0954115474743244,0.003,0.026,0.20863490792713
HRNR,1.19440733182301e-05,-0.107005973904792,0.003,0.026,0.209391549341891
COX5B,1.19486646723714e-05,-0.28686735858431,0.025,0.077,0.209472040371343
RABL6,1.19834063417005e-05,-0.399101600578816,0.067,0.145,0.210081096576351
LTN1,1.19998171339838e-05,-0.329396637593538,0.07,0.15,0.210368794175871
AC144831.1,1.20744520663243e-05,-0.0912264119669526,0.003,0.026,0.211677219174731
CNTN1,1.21379073688235e-05,-0.13602298949706,0.008,0.038,0.212789654082846
PHF12,1.22539634618423e-05,-0.375615456106211,0.028,0.081,0.214824233449557
HIST2H2BF,1.22947734093099e-05,-0.125969541398971,0.003,0.026,0.215539672638612
AC007566.1,1.24150423070724e-05,-0.428909563891361,0.03,0.085,0.217648106685286
FAXC,1.24593060865882e-05,-0.0990840066402267,0.008,0.038,0.218424095003978
SORT1,1.25379356891582e-05,-0.442970003701805,0.07,0.15,0.219802550566632
FBXL19,1.26085969121483e-05,-0.233816822806601,0.021,0.068,0.221041312466872
LAMA1,1.27761109532931e-05,-0.444725547011214,0.12,0.222,0.223978001122182
MPZL3,1.28002775668448e-05,0.65905779542744,0.143,0.043,0.224401666024356
STARD3,1.28569865138499e-05,-0.246245662833828,0.032,0.09,0.225395830574302
SLC8B1,1.30254120386325e-05,-0.247276900438315,0.066,0.145,0.228348498449266
NDRG3,1.3165166983881e-05,-0.348317046013156,0.019,0.064,0.230798542394418
INTS1,1.32210207506877e-05,-0.193140487580413,0.057,0.132,0.231777714780306
RASA3,1.32657276877161e-05,-0.285741301577198,0.042,0.107,0.232561472093352
ERAP1,1.33066933178835e-05,0.781541845333628,0.242,0.124,0.233279640555815
KHK,1.33128028685525e-05,-0.0737409650740756,0,0.013,0.233386747088594
C2CD4A,1.33128028685525e-05,-0.0800243129455033,0,0.013,0.233386747088594
AL050341.2,1.33128028685525e-05,-0.110314891392262,0,0.013,0.233386747088594
AC020741.1,1.33128028685525e-05,-0.131220248089099,0,0.013,0.233386747088594
PPM1E,1.33815861441302e-05,-0.731039471024614,0.041,0.103,0.234592586692746
PRR15,1.33993488537412e-05,-0.081780029899431,0,0.013,0.234903984754936
MGAT2,1.33993488537412e-05,-0.0516397171465027,0,0.013,0.234903984754936
NR2F2,1.34324165727649e-05,-0.444670626538638,0.041,0.103,0.235483694937141
AFG3L2,1.34329832885501e-05,-0.446961116270426,0.125,0.226,0.235493630031572
ZNF311,1.34864314007017e-05,-0.0871284280860025,0,0.013,0.236430628885701
AL031731.1,1.34864314007017e-05,-0.0492260261626265,0,0.013,0.236430628885701
AC011481.1,1.34864314007017e-05,-0.0707404539254665,0,0.013,0.236430628885701
PAAF1,1.3597273522227e-05,-0.25519912847856,0.032,0.09,0.238373802118162
ZFP36L1,1.36906637238902e-05,-0.426611723183024,0.176,0.295,0.240011025743519
FAM117B,1.37151457264332e-05,-0.39486843020281,0.053,0.124,0.240440219730101
HOXD-AS2,1.3950244202015e-05,-0.267959123259248,0.03,0.085,0.244561731105526
NADK2,1.41748849017228e-05,-0.206030733858848,0.033,0.09,0.248499907212102
SFXN5,1.42390033278229e-05,-0.322009105770202,0.085,0.171,0.249623967340063
ADAMTS15,1.44397869124786e-05,-0.245323662961347,0.006,0.034,0.253143904362661
MFSD12,1.44919110835118e-05,-0.253345733498253,0.04,0.103,0.254057693205045
TRIO,1.45939281962066e-05,0.444415015406028,0.736,0.662,0.255846155207697
EPHA2,1.46598119959564e-05,0.790083059938434,0.233,0.115,0.257001164101112
ARHGAP4,1.48118152124255e-05,-0.0910353371530064,0.006,0.034,0.259665932489032
MUC16,1.48769303922385e-05,0.939113584107786,0.082,0.004,0.260807466706332
KLRG1,1.49256658734475e-05,-0.158020810442474,0.005,0.03,0.261661848427408
ZBTB24,1.50224286598758e-05,-0.0843795558373653,0.006,0.034,0.263358196836283
BCAR1,1.51728346290148e-05,-0.507076882136921,0.107,0.201,0.265994963881258
ZNF718,1.52040188472108e-05,-0.407911194932285,0.057,0.128,0.266541654410453
CDH2,1.54222023335031e-05,0.764107371695641,0.123,0.03,0.270366629108642
CSRP2,1.54522528158011e-05,-0.141254645706471,0.006,0.034,0.270893444113809
TIPRL,1.55162830789028e-05,-0.243088065865949,0.017,0.06,0.272015958656245
ZDHHC14,1.58746949615375e-05,-0.636232192240629,0.385,0.513,0.278299277370715
ADAMTS1,1.59220943646147e-05,-0.29952590991234,0.17,0.295,0.279130236306061
RANGAP1,1.60616111836038e-05,-0.298371456850291,0.03,0.085,0.281576105659758
DNAAF2,1.60901727362525e-05,-0.096611971646356,0.005,0.03,0.282076818239242
N4BP2L2,1.6122405656117e-05,-0.392665168983008,0.507,0.662,0.282641893557387
SLC35B4,1.61316813802108e-05,-0.187277184440096,0.021,0.068,0.282804506276475
EGR1,1.61717520008947e-05,0.625165847677271,0.324,0.188,0.283506984327685
ZNF133,1.63006217499805e-05,-0.290863449959611,0.038,0.098,0.285766199898908
RAB11FIP5,1.65286312990052e-05,-0.237809382551729,0.042,0.107,0.28976343530286
CEP85,1.65478931602611e-05,-0.1012209342399,0.009,0.043,0.290101114992537
USP40,1.67246627474836e-05,-0.367781905921682,0.121,0.222,0.293200062626135
FGF14,1.7048734210836e-05,0.835964773000273,0.225,0.107,0.298881359450165
TBC1D30,1.71639891615786e-05,-0.226000399255131,0.013,0.051,0.300901893991635
C11orf80,1.71971354872571e-05,0.682047058897016,0.32,0.197,0.301482982227104
MGST3,1.73446207986379e-05,-0.52304430748808,0.131,0.231,0.304068547220921
PCDH1,1.74108753977131e-05,-0.246083080047,0.013,0.051,0.305230056597309
SNAPC4,1.74133269026173e-05,-0.183756682263513,0.021,0.068,0.305273033929783
AC128688.2,1.76329082624803e-05,-0.0875345002582831,0.009,0.043,0.309122514749542
PKD2,1.7688569489446e-05,0.695933629558042,0.465,0.368,0.310098311719479
UGDH,1.77707531034593e-05,0.886938096813399,0.191,0.081,0.311539072656744
GLG1,1.8029667074075e-05,-0.36858952030177,0.247,0.38,0.316078093475609
FNDC3B,1.8113652664468e-05,-0.286719827920022,0.751,0.833,0.317550444860789
PLGRKT,1.83422109750265e-05,-0.217732320415846,0.035,0.094,0.32155730060319
BPGM,1.83578428773017e-05,-0.164292309737387,0.013,0.051,0.321831343481976
AC092683.1,1.84147433531423e-05,0.744897344045379,0.289,0.171,0.322828865723938
SCN7A,1.85274798958944e-05,-0.436085462072342,0.026,0.077,0.324805250054925
DHX34,1.86472697657938e-05,-0.409719526215687,0.057,0.128,0.326905286264131
PPP1R9A,1.87664631358674e-05,0.593174972146929,0.486,0.368,0.328994865234891
SMAGP,1.87778107802919e-05,0.631141749508875,0.147,0.047,0.329193800789296
ANAPC5,1.88212729501058e-05,-0.34938086517284,0.056,0.128,0.329955736088305
TTC39A,1.89095871342227e-05,-0.327079752285203,0.057,0.128,0.331503972050058
EIF3K,1.91314905118371e-05,-0.304636533570669,0.048,0.115,0.335394160163017
NBEAL1,1.91468722164017e-05,-0.452880255347563,0.319,0.457,0.335663816825739
BRD3,1.92303940025865e-05,-0.138186425549322,0.015,0.056,0.337128037259344
NTPCR,1.92704378422773e-05,-0.131143736552291,0.011,0.047,0.337830045812964
IP6K1,1.94450634688342e-05,-0.341874503764875,0.157,0.269,0.340891407672133
NARF,1.98567271154012e-05,-0.279344213938096,0.043,0.107,0.348108283060098
BRF1,1.99596624258383e-05,-0.377141126340214,0.061,0.137,0.349912841987371
NUDT9,2.00512837132418e-05,-0.23065897564266,0.031,0.085,0.351519054776843
NOCT,2.02639142304118e-05,-0.307498647228149,0.057,0.128,0.35524668037335
PIP5K1C,2.02781465604904e-05,-0.204573971901929,0.024,0.073,0.355496187351957
RPTOR,2.0348969637809e-05,-0.43146604190913,0.254,0.38,0.35673778672043
SPTY2D1OS,2.04508992616069e-05,-0.208566994320283,0.019,0.064,0.35852471495523
RRM2,2.04765200052648e-05,-0.0373076819144675,0,0.009,0.358973872212298
DUSP19,2.04765200052648e-05,-0.0408990264322855,0,0.009,0.358973872212298
TWF2,2.04765200052648e-05,-0.0289300651606819,0,0.009,0.358973872212298
TIPARP-AS1,2.04765200052648e-05,-0.0256662185344114,0,0.009,0.358973872212298
NAT8L,2.04765200052648e-05,-0.0449620152400868,0,0.009,0.358973872212298
RELL2,2.04765200052648e-05,-0.0295936091867571,0,0.009,0.358973872212298
HIST1H2AH,2.04765200052648e-05,-0.0395571499713766,0,0.009,0.358973872212298
SMIM10L2A,2.04765200052648e-05,-0.0244264531404411,0,0.009,0.358973872212298
YTHDF3-AS1,2.04765200052648e-05,-0.082554446056995,0,0.009,0.358973872212298
TYRP1,2.04765200052648e-05,-0.0305421114768982,0,0.009,0.358973872212298
TMEM86A,2.04765200052648e-05,-0.0422192056116631,0,0.009,0.358973872212298
UBAC2-AS1,2.04765200052648e-05,-0.0491490257548469,0,0.009,0.358973872212298
SERPINA5,2.04765200052648e-05,-0.0390110748101108,0,0.009,0.358973872212298
ADSSL1,2.04765200052648e-05,-0.0350398321756103,0,0.009,0.358973872212298
CORO7,2.04765200052648e-05,-0.0504375729351474,0,0.009,0.358973872212298
SLX1A,2.04765200052648e-05,-0.0331679072573211,0,0.009,0.358973872212298
CLEC18B,2.04765200052648e-05,-0.0450493752232136,0,0.009,0.358973872212298
GP1BA,2.04765200052648e-05,-0.0533046347751292,0,0.009,0.358973872212298
MOCS3,2.04765200052648e-05,-0.120508355489016,0,0.009,0.358973872212298
ZNF607,2.04765200052648e-05,-0.114881327388492,0,0.009,0.358973872212298
ZNF114,2.04765200052648e-05,-0.0345677901403982,0,0.009,0.358973872212298
AC013275.1,2.04765200052648e-05,-0.0706003142565206,0,0.009,0.358973872212298
AC097358.2,2.04765200052648e-05,-0.031588739948768,0,0.009,0.358973872212298
AC069224.1,2.04765200052648e-05,-0.080907876022618,0,0.009,0.358973872212298
TMEM270,2.04765200052648e-05,-0.0493240220456549,0,0.009,0.358973872212298
AL121929.2,2.04765200052648e-05,-0.0333810981496249,0,0.009,0.358973872212298
AC068338.2,2.04765200052648e-05,-0.0716736404745733,0,0.009,0.358973872212298
AC020765.2,2.04765200052648e-05,-0.0792249089345402,0,0.009,0.358973872212298
AC022211.2,2.04765200052648e-05,-0.0524625568944055,0,0.009,0.358973872212298
ZACN,2.04765200052648e-05,-0.0395407153685795,0,0.009,0.358973872212298
AP002992.1,2.04765200052648e-05,-0.0314859027966157,0,0.009,0.358973872212298
AL031600.3,2.04765200052648e-05,-0.0331983082166155,0,0.009,0.358973872212298
SERPINB1,2.0772261377253e-05,0.871380999101555,0.218,0.107,0.364158514204623
RNF213,2.08347539390157e-05,-0.724991683901709,0.433,0.534,0.365254071304884
LURAP1,2.09330519341504e-05,-0.332816885731036,0.046,0.111,0.36697733345759
MCMDC2,2.09342752525298e-05,-0.180515895087318,0.002,0.021,0.3669987794521
AGFG2,2.09777788565784e-05,-0.441878868868486,0.039,0.098,0.367761441134676
CDYL,2.11810050131292e-05,-0.369662493923116,0.214,0.338,0.371324198885167
DGKZ,2.12608220101032e-05,-0.192740031344423,0.026,0.077,0.372723470659119
TYMP,2.13534056008578e-05,0.666138844131923,0.114,0.026,0.374346553588638
KAT2B,2.14314201817035e-05,-0.340377943408921,0.041,0.103,0.375714227205444
WDR11,2.14455260379214e-05,-0.410554241798022,0.092,0.179,0.3759615169708
MINK1,2.15993738852883e-05,0.801308016858973,0.269,0.154,0.37865862358299
NCOA1,2.17584791833502e-05,-0.45553196551358,0.35,0.487,0.381447898563313
LUC7L3,2.18392755000122e-05,0.571766188834699,0.396,0.274,0.382864338790714
HS2ST1,2.19887609987017e-05,-0.285189641179774,0.065,0.141,0.385484969068239
AC011450.1,2.20553054986057e-05,-0.102777657148805,0.002,0.021,0.386651560696057
FAM107B,2.22963464749455e-05,0.681122215645455,0.382,0.261,0.39087725005227
RPS6KL1,2.2322000969465e-05,-0.0635974880097756,0.002,0.021,0.391326998995691
AC138150.1,2.24323653482752e-05,-0.386507468231654,0.071,0.15,0.393261796920613
CD63,2.24588932086787e-05,0.599869737472812,0.134,0.038,0.393726856841347
ALDH1L1,2.2465808881225e-05,-0.540804246543857,0.036,0.094,0.393848095496755
KLHL29,2.24796502421871e-05,0.75668042922654,0.223,0.111,0.394090748395783
HSD11B2,2.26803484528708e-05,-0.517945554621854,0.062,0.132,0.397609188727278
FKBP9,2.2978903764413e-05,-0.201227337123032,0.017,0.06,0.402843161893924
RMND5B,2.30150578739898e-05,-0.376855676283449,0.08,0.162,0.403476979588915
PITPNC1,2.30443024015932e-05,0.960655637258849,0.467,0.346,0.403989665402331
LARGE2,2.30446806847274e-05,-0.131210048043569,0.008,0.038,0.403996297083956
CHKA,2.32849206588328e-05,-0.248758373951916,0.12,0.222,0.408207944069998
GCNT3,2.34626255197879e-05,0.796852202621534,0.093,0.013,0.411323287987401
DCDC1,2.36272412978992e-05,0.680646553889232,0.203,0.094,0.414209167193471
DGLUCY,2.36321604358054e-05,-0.422841053687889,0.11,0.205,0.414295404600104
ALG14,2.36699535792989e-05,-0.322396118935718,0.031,0.085,0.41495795619869
SUCLA2,2.3704214047676e-05,-0.283441046040881,0.111,0.209,0.415558576469808
AL117336.3,2.37397730481101e-05,-0.293785974486077,0.029,0.081,0.416181961306418
HIST1H2AC,2.38202412646914e-05,-0.340770375456003,0.022,0.068,0.417592649611304
ACBD5,2.38566374106853e-05,-0.183885387789137,0.017,0.06,0.418230710446724
RAB20,2.40967163193658e-05,-0.362401903365477,0.041,0.103,0.422439533794801
WSB1,2.415032689939e-05,-0.277316976903083,0.466,0.615,0.423379380873207
LZTS3,2.41993292731498e-05,-0.206177649499942,0.017,0.06,0.424238441487588
ANKRD7,2.44734160316779e-05,-0.203005544758039,0.016,0.056,0.429043456451345
TGFBRAP1,2.45152537421222e-05,-0.258537230873649,0.024,0.073,0.429776913353144
ACTG1,2.4598627688558e-05,0.741907320971827,0.299,0.179,0.43123854200811
P2RX4,2.46529712514908e-05,0.688685493030187,0.137,0.043,0.432191239009886
ECHDC1,2.47164592147124e-05,-0.43902031464891,0.049,0.115,0.433304246493123
MRAS,2.48955170550369e-05,-0.391895746256043,0.022,0.068,0.436443309491853
NSL1,2.50713290560665e-05,-0.415198864414293,0.042,0.103,0.439525469681902
MCM9,2.51840172672323e-05,-0.378508155335983,0.082,0.167,0.44150100671185
TBC1D4,2.52437114993821e-05,-0.598789214719077,0.2,0.312,0.442547506295667
AL020995.1,2.53362315158919e-05,-0.331475779163938,0.024,0.073,0.444169474705101
TSPAN12,2.53479102230958e-05,-0.249602799561878,0.02,0.064,0.444374214121092
SORBS2,2.55815736467282e-05,0.74280682766723,0.485,0.376,0.448470567600793
INPP1,2.59035721251737e-05,0.633417041687043,0.155,0.056,0.454115522926421
NABP1,2.62057418126018e-05,-0.249349316296341,0.059,0.132,0.459412859716721
BNIP3,2.64653852120111e-05,-0.249362037112961,0.014,0.051,0.463964668151767
QSOX1,2.65661361781256e-05,-0.210854181542808,0.024,0.073,0.46573093333872
SLC39A14,2.67489563287166e-05,-0.271133020560622,0.049,0.115,0.468935953398731
NCAPD3,2.6794522372023e-05,-0.28704476314411,0.02,0.064,0.469734771703935
AP3B1,2.67962969671847e-05,-0.559472432604619,0.252,0.389,0.469765882131715
UTRN,2.69567380739881e-05,0.473112558061214,0.515,0.376,0.472578575175086
PRR14L,2.70551189538496e-05,-0.456736821561677,0.117,0.214,0.474303290379937
RNF10,2.71298029482702e-05,-0.436580836677194,0.189,0.303,0.475612575486126
AP000317.1,2.7362892429899e-05,-0.290787365085355,0.022,0.068,0.47969886718856
BMPR1B,2.76149350983403e-05,0.727082425569492,0.126,0.034,0.484117427209003
ALAS1,2.76859314721224e-05,-0.184821910276423,0.01,0.043,0.485362064637778
ZNFX1,2.77506000817571e-05,0.644667342406234,0.205,0.094,0.486495770033284
ADAL,2.7777113035724e-05,-0.277489714813917,0.012,0.047,0.486960568629278
MDH1,2.78579324427538e-05,-0.184574899556007,0.014,0.051,0.488377413653916
SETDB2,2.80775327499494e-05,-0.274785852029352,0.034,0.09,0.492227226639363
ZNF773,2.84660886670212e-05,-0.129211403038982,0.001,0.017,0.499039000421549
JMJD1C,2.85516423408297e-05,0.3841986916521,0.765,0.748,0.500538841877086
MID1IP1,2.87364699067634e-05,-0.11165909450623,0.001,0.017,0.503779053935469
HAS3,2.87364699067634e-05,-0.102835548510501,0.001,0.017,0.503779053935469
APOL4,2.87364699067634e-05,-0.105971544148975,0.001,0.017,0.503779053935469
RBMS3,2.87622674251319e-05,0.564499560813885,0.07,0,0.504231310229988
RASSF10,2.88725743060225e-05,-0.0991055033089908,0.001,0.017,0.506165100158881
KLRF1,2.88725743060225e-05,-0.0951689543480328,0.001,0.017,0.506165100158881
AC051619.5,2.88725743060225e-05,-0.0689734637271968,0.001,0.017,0.506165100158881
CPSF6,2.89257998680748e-05,0.634221061628829,0.231,0.12,0.507098197487219
MIOX,2.9146623608311e-05,-0.0790608003565343,0.001,0.017,0.5109694584773
SLC4A8,2.92399951239104e-05,-0.244191253662402,0.007,0.034,0.512606354517274
PPP1R14C,2.95477823566966e-05,0.636146809731605,0.12,0.03,0.518002172495248
CIART,2.9562337963945e-05,-0.0683803878965148,0.001,0.017,0.518257346845919
KLF15,2.9562337963945e-05,-0.0565166584368813,0.001,0.017,0.518257346845919
VPS35L,3.00447113470893e-05,-0.346427740544171,0.13,0.231,0.526713834625823
TXNDC15,3.00769234517571e-05,-0.220506787510784,0.02,0.064,0.527278545032754
MPZL1,3.03014491728586e-05,-0.34563945244373,0.047,0.111,0.531214705449385
UBE2E2,3.0504344107577e-05,0.481362323657666,0.552,0.436,0.534771656549933
JDP2,3.07340231264226e-05,-0.219775963186628,0.014,0.051,0.538798159429314
PPP1R14B,3.07607316148785e-05,-0.144151815168111,0.007,0.034,0.539266385940435
TOR1B,3.08121191684309e-05,-0.206194142502529,0.012,0.047,0.540167261141762
NKRF,3.08428172712697e-05,-0.156140798437276,0.007,0.034,0.540705429582629
DHX29,3.09053002198291e-05,-0.291368778009538,0.055,0.124,0.541800818153824
OTUD7A,3.09460770428899e-05,-0.279557515453863,0.119,0.218,0.542515676638902
ZNF33A,3.10077756650681e-05,-0.377681876671177,0.175,0.286,0.543597315184309
STXBP4,3.11419148974586e-05,-0.43621398885578,0.091,0.175,0.545948910067347
RASAL2,3.14411424424734e-05,0.626868164108748,0.515,0.397,0.551194668159001
ADIRF,3.15578826981405e-05,0.587199517857967,0.107,0.021,0.553241241581102
CHST15,3.18656585968606e-05,0.640572392888947,0.091,0.013,0.558636860861563
ANXA4,3.20370295724197e-05,-0.396186338819533,0.201,0.321,0.56164116543409
LYG1,3.23271969053949e-05,-0.154744819004968,0.012,0.047,0.566728088948477
CD200,3.26097697954795e-05,0.575749612213021,0.077,0.004,0.571681874284552
SERPINA1,3.26530531559915e-05,0.747136210985114,0.098,0.017,0.572440674877687
GORASP1,3.27857682598435e-05,-0.237156805865567,0.018,0.06,0.574767303363316
IGKC,3.28028181137278e-05,0.388292737597181,0.069,0,0.575066204351763
LRRC27,3.28532775793761e-05,-0.126402091038184,0.01,0.043,0.575950809244042
ERC1,3.28914240562211e-05,0.532768923334957,0.55,0.453,0.576619555129611
PRDX1,3.29259356992778e-05,-0.306499881144458,0.032,0.085,0.577224578744039
CCDC126,3.33027648283693e-05,-0.268030905860494,0.018,0.06,0.583830770206143
DNAJC16,3.33493559317203e-05,-0.336831859190673,0.049,0.115,0.584647558838989
DLG2,3.34735134706982e-05,0.884495097222151,0.449,0.359,0.58682416465481
CAPN14,3.38443008956711e-05,-0.950353195372848,0.005,0.03,0.59332443900201
NOSIP,3.4019536015491e-05,-0.232043484374463,0.022,0.068,0.596396485887573
CPQ,3.40736170374456e-05,-0.405512059549856,0.213,0.338,0.597344580283459
CLK4,3.41069147546738e-05,-0.228102555746683,0.041,0.103,0.597928322564187
SUCLG1,3.43094993015055e-05,-0.349244972228962,0.042,0.103,0.601479832254693
CCNY,3.43885274547249e-05,-0.476878967823528,0.333,0.466,0.602865274808782
C2CD3,3.45290470151746e-05,-0.482841290158179,0.07,0.145,0.605328723223026
CISH,3.45586175489057e-05,-0.122017793064879,0.004,0.026,0.605847124249866
