,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
SLC6A13,2.56078251355538e-47,-2.54911008948676,0.011,0.366,4.48930782451394e-43
AKAP12,3.07269855430489e-47,2.41825126837611,0.231,0.018,5.3867478355519e-43
LINC00621,2.25755146352853e-46,2.03612232205267,0.192,0.007,3.95771347071186e-42
VCL,1.21469473268303e-45,1.96507227139295,0.289,0.044,2.12948133586662e-41
SLC7A8,1.75212487522573e-45,-2.73236134439708,0.004,0.343,3.07165011875824e-41
MYO10,4.47326426537867e-45,1.92603081404019,0.267,0.037,7.84207958363535e-41
CD44,8.31290574650999e-45,1.91561611017149,0.183,0.006,1.45733550642067e-40
BCL2,1.01332720828012e-44,1.92616445460229,0.45,0.152,1.77646392883588e-40
WDR72,1.69771709347733e-44,-2.12950722698733,0.062,0.431,2.9762678365751e-40
KAZN,1.73796386274418e-44,1.80959733094155,0.379,0.095,3.04682444777682e-40
CMYA5,4.20899362704734e-44,-2.45224137994888,0.024,0.37,7.37878672757669e-40
NKAIN4,1.29088272248429e-43,-2.4828279757351,0.017,0.356,2.2630465007872e-39
LAMC2,1.45774067308915e-43,1.89474511249098,0.159,0.001,2.55556517399259e-39
WWC1,2.52108972877556e-43,-1.5027900204136,0.228,0.609,4.41972240351643e-39
CACNA1D,3.52888505190366e-43,-2.05499571068994,0.078,0.441,6.18648838449232e-39
SNX29,5.70595092715443e-43,-1.3269652185416,0.373,0.72,1.00031025703944e-38
MYO1E,1.34663961856805e-42,1.93826707379208,0.366,0.095,2.36079391531165e-38
MIOX,2.06182939925998e-42,-2.79204532292261,0.004,0.324,3.61459311984267e-38
ETS1,4.35145585211585e-42,1.89433882711406,0.244,0.032,7.6285372543443e-38
AHNAK,6.79272792496106e-42,2.02616538668262,0.228,0.025,1.19083313252492e-37
RAB11FIP3,2.08868332557547e-41,-1.43709761696274,0.147,0.537,3.66167073806636e-37
MSRA,2.50486339993397e-41,-1.87063598232836,0.067,0.424,4.39127602642425e-37
ESYT2,3.24141452206961e-41,1.89241192178326,0.345,0.085,5.68252379864022e-37
PFKP,4.67979012866215e-41,1.82693171177943,0.19,0.012,8.20414007455761e-37
ENPEP,6.54917725557375e-41,-2.15440617354924,0.047,0.384,1.14813626467463e-36
NCKAP5,9.82811539921682e-41,-2.01398657060028,0.06,0.408,1.7229669106367e-36
ARHGEF10L,1.74184674879703e-40,-1.93804245921457,0.093,0.446,3.05363153531608e-36
NFATC2,3.05434534445484e-40,1.79234368342265,0.157,0.003,5.35457282336378e-36
LINC01060,6.3721653762778e-40,-2.50621558722759,0.002,0.306,1.11710431211526e-35
SLC17A1,6.78358764193563e-39,-1.46045059250364,0.095,0.463,1.18923074950773e-34
GOLGA4,1.51116409175316e-38,-1.43304884778471,0.241,0.604,2.64922176925247e-34
CAST,1.65420538914546e-38,1.72094635225678,0.384,0.117,2.89998746771091e-34
ERBB4,1.76755525210104e-38,2.06899238502322,0.466,0.189,3.09870111245833e-34
CASC15,3.23498752595132e-38,1.8041346276646,0.205,0.021,5.67125663174527e-34
RHEX,5.45312013712694e-38,1.92864292879635,0.358,0.101,9.55986491239724e-34
ALDH1A2,6.00443261294739e-38,2.10290707964931,0.183,0.014,1.05263708137581e-33
LGMN,6.01593418080112e-38,-2.46143803704258,0.022,0.327,1.05465342123624e-33
FAM20C,6.91730850322229e-38,-2.17906230402181,0.032,0.345,1.2126733536999e-33
RBBP8,7.95218598257003e-38,1.62496947675186,0.371,0.108,1.39409772460435e-33
RAB31,8.00848835637671e-38,1.78930511892946,0.175,0.011,1.4039680937564e-33
PLEKHA5,1.576917081163e-37,-1.43377014678383,0.192,0.554,2.76449333498686e-33
PAPPA,3.98360682058996e-37,-1.92517680719903,0.052,0.373,6.98366111717625e-33
ACSF2,5.86574583968751e-37,-2.24292611759148,0.013,0.307,1.02832390315562e-32
AC005699.1,2.39780088891064e-36,-2.27013298230078,0.032,0.332,4.20358473834925e-32
PLCG2,3.9615589802385e-36,-2.33909402641026,0.097,0.425,6.94500904825612e-32
SAT1,6.41759026415983e-36,2.09117962436135,0.509,0.253,1.12506774920986e-31
LINC01320,9.37675021145048e-36,1.52560888487915,0.664,0.424,1.64383807956938e-31
MET,2.82596898470745e-35,1.57910760864458,0.409,0.147,4.95420622709063e-31
BNC2,3.65941433825424e-35,-1.66501502653277,0.103,0.434,6.4153192763935e-31
ARHGEF3,2.4728782745316e-34,-1.61135999553972,0.106,0.427,4.33520290308135e-30
GAK,3.21652765459787e-34,-1.71409127619042,0.054,0.361,5.63889463127552e-30
NLGN1,5.66861757068039e-34,-1.42926712902752,0.164,0.501,9.93765346315979e-30
MAL2,5.78441173632817e-34,1.49651158132173,0.144,0.006,1.01406522149569e-29
TIMM23B,8.95006742602357e-34,-1.68816211756381,0.125,0.447,1.56903632045619e-29
SLC39A14,1.02339654766344e-33,-2.08794286030832,0.032,0.317,1.79411648770877e-29
TPM1,2.06752628542358e-33,1.78171973858732,0.334,0.097,3.62458033097608e-29
FHL1,8.91045979103283e-33,1.55384514826281,0.127,0.003,1.56209270596597e-28
ADGRG1,3.28006065328086e-32,-2.00799899048521,0.024,0.294,5.75027433126667e-28
ST3GAL1,5.74226498524149e-32,-2.114795910849,0.015,0.276,1.00667647456269e-27
GGT2,6.19743978684923e-32,-1.95668886044229,0.015,0.279,1.08647316903254e-27
EPB41L3,6.69221801443187e-32,-1.88299062844452,0.024,0.292,1.17321274011005e-27
NPAS3,7.19890675957091e-32,1.55482606526381,0.194,0.026,1.26204034402038e-27
P3H2,7.25311631083693e-32,2.00869169627151,0.341,0.11,1.27154382045282e-27
GCNT2,1.00231223241776e-31,-1.93579012739942,0.028,0.3,1.75715357465158e-27
HSD17B14,1.70036085718317e-31,-2.06501864116074,0.015,0.273,2.98090261872781e-27
TES,2.48494439071455e-31,1.42025134677347,0.14,0.008,4.35635601136168e-27
RYR3,6.8805683658391e-31,1.60121765019963,0.151,0.012,1.20623244021525e-26
PPP4R1,1.28022485620514e-30,1.50134791277754,0.272,0.067,2.24436219541324e-26
KRT7,1.39949162777597e-30,1.38863453903071,0.116,0.002,2.45344877265405e-26
VCAN,2.19366773280018e-30,1.63015962985995,0.119,0.003,3.845718902372e-26
CABLES1,3.23161580104724e-30,2.07284865576535,0.319,0.101,5.66534566081591e-26
AREG,3.40771666238732e-30,1.77800915377282,0.108,0,5.97406808083121e-26
PROSER2,4.26420141861579e-30,1.34763636298092,0.136,0.008,7.47557150697534e-26
SLC44A5,5.81168118571132e-30,1.53405578330417,0.142,0.01,1.01884582866705e-25
VMP1,5.91019012150472e-30,1.40209346978324,0.468,0.219,1.03611543020099e-25
ENOSF1,6.3145316884826e-30,-1.42468579616526,0.166,0.468,1.10700055030788e-25
KRT19,6.95230984382776e-30,1.46917008596425,0.131,0.007,1.21880943872144e-25
MARC2,1.12601594562041e-29,-1.91383478977573,0.013,0.258,1.97401855426714e-25
ATP9A,1.70124999292147e-29,1.58834095758963,0.198,0.033,2.98246136259063e-25
ACSL1,2.70628921751271e-29,-1.94446217767635,0.019,0.267,4.74439562722154e-25
ARHGEF38,4.07175624180389e-29,1.43691098195101,0.157,0.016,7.1381958675064e-25
DPYS,5.12845189514588e-29,-1.92117167734356,0.015,0.258,8.99068901738025e-25
LINC00513,5.90847584521142e-29,1.70989867851548,0.211,0.04,1.03581490042401e-24
MAMLD1,8.39842520273974e-29,1.69684556785378,0.136,0.009,1.4723279222923e-24
INSR,8.5910521236648e-29,-1.43042102573562,0.123,0.427,1.50609734779968e-24
COL27A1,1.80838414436496e-28,-1.39726255073476,0.125,0.418,3.17027824348622e-24
MCU,1.94078252119867e-28,1.49029466772371,0.302,0.091,3.40238583791339e-24
NEDD4L,3.33978978194778e-28,-1.08568059877768,0.263,0.583,5.85498546673266e-24
WEE1,3.8234148264277e-28,1.33101819110272,0.123,0.006,6.7028285322104e-24
ANK2,4.45252091063254e-28,-1.89239827283106,0.032,0.281,7.8057144084299e-24
EPB41,4.79555231934852e-28,-1.72777593161764,0.06,0.319,8.4070827710499e-24
SEMA4A,4.82120841376952e-28,1.47936813944671,0.116,0.004,8.45206047017935e-24
SAMD5,5.18910444891817e-28,-1.72175555719557,0.041,0.297,9.09701900939845e-24
DOK6,5.70356054453129e-28,-1.72977926594338,0.032,0.282,9.99891199061781e-24
BHMT,6.54829153230135e-28,-1.99110383401497,0.019,0.257,1.14798098852775e-23
TRPM3,7.15347663618341e-28,-1.34368969579507,0.123,0.42,1.25407598908931e-23
FUT6,7.91679884073234e-28,-1.91187531131592,0.011,0.24,1.38789400476879e-23
CCND2,1.18764214120307e-27,1.19515677577851,0.106,0.002,2.0820554377431e-23
GRK6,1.45658930845653e-27,-2.09516065101761,0.009,0.234,2.55354671665514e-23
ABCC2,1.51634191620054e-27,-2.00117805795144,0.006,0.231,2.65829901329116e-23
SKAP1,1.5208758148774e-27,1.46476679525225,0.172,0.025,2.66624739106157e-23
CCND3,2.43701113072565e-27,1.49069582612466,0.203,0.038,4.27232421327514e-23
SMIM2-AS1,3.10082608301367e-27,-1.6903101700164,0.067,0.326,5.43605820613126e-23
PCLO,4.23489205324831e-27,-1.39248255315362,0.127,0.411,7.42418925854962e-23
DAPK1,7.01755423794602e-27,1.48547156961445,0.256,0.068,1.23024743345432e-22
ABCC6,9.78590496653429e-27,-1.84418249515592,0.015,0.24,1.71556699968313e-22
SLC12A1,1.38905102482917e-26,1.38260870291976,0.19,0.033,2.43514535162801e-22
TNFRSF14,2.99892344266563e-26,-1.76339156605835,0.037,0.272,5.25741268733712e-22
AC020916.1,3.01859811869108e-26,1.20440542004041,0.097,0.001,5.29190436187733e-22
MLXIPL,3.54027806976975e-26,-1.58182359641179,0.047,0.294,6.20646148411334e-22
CCL28,6.26767799179009e-26,1.29516609625308,0.099,0.002,1.09878662874072e-21
PLCB1,8.04788949044713e-26,1.70214999722532,0.284,0.09,1.41087550657029e-21
LRRFIP1,8.13248644281631e-26,1.3688887290875,0.416,0.188,1.42570619829013e-21
FNIP2,1.13383150105932e-25,-1.14308819925346,0.233,0.526,1.98772000450709e-21
TBX2,1.2333645076932e-25,-1.88741726188054,0.006,0.217,2.16221131843695e-21
XIST,1.37940072192641e-25,1.20031261851875,0.362,0.133,2.41822740560919e-21
PDZD2,1.50820700417099e-25,-1.64963677836079,0.043,0.283,2.64403769901215e-21
AC005726.1,1.7987808206693e-25,-1.80154934033583,0.013,0.229,3.15344265671534e-21
ADAMTS9-AS1,2.01590793937157e-25,-1.18614232158007,0.123,0.405,3.53408820851229e-21
SCIN,2.16636773616469e-25,1.28859337380999,0.131,0.012,3.79785927827031e-21
NPL,2.65671886369418e-25,-1.79735438663811,0.009,0.217,4.65749383994227e-21
RUFY3,4.00857380291699e-25,-1.37913313109846,0.144,0.413,7.02743073389377e-21
SLC7A7,4.49481312355278e-25,-1.93217554218823,0,0.199,7.87985688690038e-21
PPARA,5.06277220207763e-25,-1.39044349964965,0.08,0.34,8.87554594746229e-21
ANXA11,6.5669272945586e-25,1.53626849882552,0.241,0.066,1.15124802400907e-20
CLPTM1L,7.29800398596292e-25,-1.74099256113848,0.022,0.24,1.27941307877916e-20
FER,8.72878395835768e-25,1.42952252047173,0.282,0.092,1.53024311573968e-20
TNFRSF12A,1.13857320277971e-24,1.28116057028085,0.144,0.018,1.99603268179311e-20
MAP3K20,1.46347331004308e-24,1.35911177384574,0.091,0.001,2.56561505983652e-20
S100A10,1.63230376519772e-24,1.23972642769208,0.144,0.018,2.86159173076813e-20
DIP2C,2.42914653724077e-24,-1.18043808374815,0.205,0.481,4.25853679443679e-20
EVA1C,3.13511859113032e-24,1.53313974697748,0.233,0.063,5.49617640211056e-20
TBC1D8,3.1661184740155e-24,1.48310671136232,0.244,0.069,5.55052229679657e-20
NEDD9,4.64476270387103e-24,1.59142761885357,0.278,0.092,8.1427334961563e-20
TMEM178B,4.94038587440641e-24,1.48280370950143,0.28,0.093,8.66099047642188e-20
OGDHL,8.02761830135347e-24,-1.77842735313099,0.009,0.208,1.40732176441028e-19
FRMD4B,8.7379037613037e-24,-1.29575251725364,0.149,0.42,1.53184190839415e-19
TSC22D3,8.93183245646157e-24,1.31370260316335,0.129,0.014,1.56583954794228e-19
KCNAB2,1.05962218518662e-23,-1.80493868740662,0,0.189,1.85762365285066e-19
RPRD2,1.1154233689496e-23,-1.40822279286012,0.071,0.313,1.95544870810555e-19
MACF1,1.17903120509164e-23,-1.02070520427096,0.306,0.578,2.06695960564615e-19
TMEM241,1.24717403925322e-23,1.48581554702625,0.177,0.034,2.18642080821482e-19
EYA1,1.26034517044237e-23,1.09982503440635,0.091,0.002,2.20951111830252e-19
AC017101.1,1.74091547664699e-23,1.20624481202753,0.108,0.007,3.05199892210984e-19
TENM3,1.76187472907136e-23,1.25003167482865,0.138,0.017,3.08874258753499e-19
CTTNBP2,2.15115353741803e-23,1.3663330809443,0.263,0.082,3.77118726644755e-19
NR2F2-AS1,2.1651951494765e-23,1.3762578492996,0.289,0.101,3.79580361654725e-19
MME,2.2916076738742e-23,-1.68584282677805,0.017,0.222,4.01741741306885e-19
MIR4435-2HG,2.6786235303222e-23,1.38725816805035,0.17,0.032,4.69589491100784e-19
PAX8,2.78695579777415e-23,-0.600464570531544,0.631,0.836,4.88581220907786e-19
PBX3,2.88561052611541e-23,1.58736013331216,0.138,0.018,5.05876381333292e-19
NINL,4.24028992316964e-23,-1.53280600917348,0.045,0.266,7.4336522643087e-19
BHMT2,5.24902467696176e-23,-1.64150550023467,0.041,0.255,9.20206516118167e-19
APBB1IP,5.76588631982476e-23,1.32207338720788,0.116,0.01,1.01081753072848e-18
EPS8L2,7.32207082662599e-23,-1.35951073396404,0.075,0.318,1.2836322366158e-18
NFATC1,8.01535240249472e-23,1.31184979331347,0.084,0.001,1.40517142968135e-18
SRRM2,8.13311040485056e-23,-1.04696456128798,0.265,0.529,1.42581558507435e-18
BICDL1,9.07458220677458e-23,-1.27724687009825,0.084,0.328,1.59086500666965e-18
MIA2,9.29969631344823e-23,-1.31119051556741,0.073,0.311,1.63032976071061e-18
TCIM,9.33792315251461e-23,1.15568373462041,0.116,0.01,1.63703130786734e-18
ADIRF,1.12385834783e-22,1.23775525944904,0.11,0.009,1.97023606958078e-18
TTC38,1.25459401061797e-22,-1.59138095697776,0.017,0.216,2.19942876001437e-18
EREG,1.33654511655761e-22,1.09745027959225,0.08,0,2.34309724383715e-18
HDAC9,1.36516021902716e-22,1.29016387563847,0.112,0.009,2.39326237997651e-18
GALNT2,1.58670759518045e-22,-1.48375249895498,0.052,0.273,2.78165708511085e-18
L3MBTL4,1.60227420489454e-22,-1.16898534933103,0.108,0.359,2.80894690860062e-18
AL033504.1,1.64708555284934e-22,-1.54993980261133,0.022,0.224,2.88750568270018e-18
PROM1,1.71064995742696e-22,1.28937925429815,0.093,0.003,2.9989404403652e-18
RORA,1.73724440798399e-22,1.0965928929748,0.638,0.457,3.04556317163673e-18
PABPC1,1.82411200508234e-22,1.28812223091017,0.256,0.081,3.19785075610985e-18
MTHFD1L,1.93885549852536e-22,1.39658718905798,0.194,0.046,3.3990075744648e-18
SLPI,2.00743459724837e-22,1.14103987109152,0.086,0.002,3.51923359243611e-18
NAALADL2,2.03898087617315e-22,1.265388505415,0.36,0.152,3.57453737401915e-18
ABLIM3,3.08791077942883e-22,-1.69569278278105,0.009,0.196,5.41341638741669e-18
TP53BP2,3.49346076187203e-22,1.33992346512142,0.185,0.041,6.12438606163785e-18
MALAT1,3.61062752962916e-22,1.01273236160493,1,1,6.32979112219289e-18
GPRC5A,4.55916026457992e-22,1.19145534031065,0.097,0.005,7.99266385983506e-18
CHST9,4.80554746250025e-22,1.17670569043368,0.097,0.005,8.42460525650918e-18
ACTR3C,5.29185868192156e-22,-1.44732259266698,0.037,0.245,9.27715745527668e-18
RFX3,5.94715268874464e-22,1.40542509562849,0.22,0.061,1.04259533786382e-17
ACSS2,5.98958575203324e-22,-1.41707802233197,0.054,0.276,1.05003427818895e-17
RELL1,1.27878717423484e-21,1.24979001799985,0.125,0.015,2.2418417951511e-17
ALDH1A3,1.29125331958433e-21,1.15328450037755,0.08,0.001,2.26369619456328e-17
SLC1A1,1.31149654205707e-21,-1.4251984136691,0.065,0.286,2.29918458788024e-17
ZBTB20,1.31878039880326e-21,0.694436520237614,0.802,0.692,2.311953917142e-17
ODC1,1.86524823788131e-21,1.57204781346249,0.175,0.038,3.26996668582973e-17
CHDH,1.8783458131569e-21,-1.47204862268011,0.017,0.208,3.29292804504537e-17
HOMER1,1.96962082620243e-21,1.48217929632294,0.142,0.023,3.45294227041547e-17
SCMH1,1.98947009850359e-21,-1.03717104931416,0.213,0.474,3.48774002968664e-17
FBXO17,2.33369509029854e-21,-1.63204889925586,0.022,0.212,4.09120086280237e-17
NRP1,2.48356795009354e-21,-0.95487678231914,0.213,0.487,4.35394297330899e-17
CYB5A,2.64880981677976e-21,-1.54911202545179,0.026,0.221,4.6436284897966e-17
FRY,2.65959856087799e-21,1.29325734516281,0.138,0.02,4.6625422370752e-17
ITGB8,2.7372251969405e-21,1.25392004902401,0.369,0.17,4.79862949275639e-17
KLF5,2.80516158992732e-21,1.0884366907839,0.088,0.003,4.91772878330158e-17
THADA,2.96276237386646e-21,1.33590732291966,0.272,0.096,5.19401871762529e-17
JAK1,3.5416508512334e-21,1.23525945685412,0.302,0.116,6.20886810729727e-17
PATJ,3.84223876313297e-21,-0.814923599708227,0.418,0.674,6.7358287756484e-17
SLC9A2,3.96032067265056e-21,1.28924388424719,0.099,0.007,6.94283817122369e-17
SPSB1,4.24427609924696e-21,-1.46651168402902,0.05,0.258,7.44064042958984e-17
GLIS1,4.36641104512809e-21,-1.46543732895971,0.052,0.263,7.65475520321405e-17
PXDN,5.18183044582024e-21,1.07903094614876,0.084,0.003,9.08426695456746e-17
SULT1C2,6.28908342331462e-21,-1.36980202921989,0.041,0.246,1.10253921494129e-16
MYO3B,6.78502825340448e-21,1.06767693940825,0.103,0.009,1.18948330310434e-16
TSHZ2,6.9108257884428e-21,1.28903333332112,0.106,0.009,1.21153686897191e-16
NEBL,8.15018372626926e-21,1.37758151703341,0.162,0.032,1.42880870905226e-16
ZFPM2,8.76130008748063e-21,1.14919626574618,0.095,0.006,1.53594351833623e-16
MYADM,1.04102346892989e-20,1.03718310991146,0.08,0.002,1.82501824338098e-16
SLC6A20,1.06057959981511e-20,1.13974613646644,0.095,0.006,1.85930209643587e-16
RTN4,1.22679939299111e-20,1.28162300634228,0.235,0.073,2.15070201585272e-16
ERAP1,1.61476843452573e-20,1.21009728407951,0.121,0.015,2.83085054256705e-16
NCEH1,1.89643204077337e-20,1.48478656421628,0.284,0.106,3.32463501067979e-16
DNAH11,2.13457288132584e-20,1.08553986152487,0.082,0.003,3.74211971825233e-16
PDLIM3,2.77371870356086e-20,1.05826408202328,0.071,0,4.86260625921255e-16
ACTG1,3.22999878549139e-20,1.30701491264444,0.131,0.02,5.66251087084496e-16
PLEKHH2,3.40512850756742e-20,1.35655759822852,0.134,0.021,5.96953078661644e-16
CRY1,4.03795180157371e-20,1.20891761302362,0.188,0.047,7.07893330333887e-16
PAG1,4.03963639758198e-20,0.978784233024886,0.078,0.002,7.08188656860097e-16
HIF1A,4.39278206517519e-20,-0.979753687561983,0.203,0.456,7.70098623845862e-16
RERG,5.41117285318633e-20,1.29365447814533,0.194,0.051,9.48632712892096e-16
SH3BP2,6.04032884631569e-20,-1.4894585842368,0.028,0.215,1.0589300500476e-15
GOLGB1,6.85134422024322e-20,-1.32511945523743,0.159,0.396,1.20110915525084e-15
FNDC3A,7.28807740572119e-20,1.25706498238245,0.308,0.129,1.27767284999698e-15
FAM110B,7.5934622807606e-20,1.19325478823016,0.164,0.036,1.33120987244014e-15
NEURL2,8.31712984450218e-20,-1.89193825776094,0,0.159,1.45807603303968e-15
AKAP13,8.39092621195206e-20,1.24831527187165,0.429,0.243,1.47101327421732e-15
SLC38A11,8.71873284014936e-20,1.24556777400004,0.099,0.009,1.52848105420658e-15
NR1H4,8.77857461793507e-20,-1.10901739771475,0.106,0.337,1.5389719162702e-15
IGSF3,9.29471756971471e-20,-1.50799254019316,0.015,0.189,1.62945693714669e-15
ROCK2,9.47625136224123e-20,1.25323909505079,0.295,0.119,1.66128162631451e-15
TUBB6,1.44683416154909e-19,1.08815483349976,0.082,0.003,2.53644496861171e-15
SEPT9,1.48303496377859e-19,1.24478423921913,0.198,0.055,2.59990859500024e-15
CLCF1,1.53005934180124e-19,1.08094195539137,0.091,0.006,2.68234703211175e-15
CD200,1.6274021527771e-19,0.873268226866233,0.075,0.002,2.85299871403354e-15
ACO1,2.16051694587768e-19,-1.56142005075621,0.013,0.181,3.78760225781817e-15
YWHAZ,3.0712012889074e-19,1.22884774816186,0.213,0.065,5.38412297958357e-15
ZSWIM6,3.62001588020088e-19,1.28767213569106,0.409,0.216,6.34624983958016e-15
GPCPD1,3.71614782488197e-19,1.17027265695597,0.157,0.034,6.51477875180057e-15
UNC5CL,3.90945655230723e-19,-1.55123594572377,0.009,0.171,6.8536682818498e-15
ARHGAP18,4.21084386645325e-19,1.28148105697671,0.164,0.037,7.38203038227919e-15
LAMA5,4.5777266289678e-19,-1.46782632079618,0.028,0.206,8.02521255324345e-15
SLC22A2,4.86456911235061e-19,-1.51238780085708,0.022,0.196,8.52807611086186e-15
FHL2,4.98130843944108e-19,1.24427005838647,0.106,0.012,8.73273182518415e-15
NPLOC4,5.83721511299089e-19,-1.22167745796605,0.112,0.329,1.02332218145843e-14
HYDIN,7.40183013171387e-19,1.22291876208611,0.192,0.053,1.29761484039076e-14
EHF,7.51972722153889e-19,1.17560097140745,0.082,0.004,1.31828337920798e-14
DPEP1,7.64093518364426e-19,-1.52882185085474,0.006,0.166,1.33953234704467e-14
NOCT,7.76947530438097e-19,-1.57366232231574,0.009,0.17,1.36206671561103e-14
SLC12A7,8.58320321075904e-19,-1.33228926766091,0.099,0.308,1.50472135487817e-14
DNM2,9.73971805289327e-19,-1.26947696693613,0.088,0.298,1.70746997185272e-14
CASK,1.03981417289168e-18,1.30804412689327,0.224,0.074,1.82289822649641e-14
CYP4A22-AS1,1.04454182785925e-18,-1.7253305419484,0.002,0.155,1.83118627842004e-14
ROR1,1.14774680314439e-18,-1.35910270997072,0.043,0.232,2.01211492059242e-14
TACC2,2.3632933799333e-18,1.2459274672108,0.259,0.096,4.14308962436107e-14
XKR4,2.67658336487405e-18,1.07870481361048,0.088,0.007,4.6923182969607e-14
EGR1,2.79249568330209e-18,1.1603165211717,0.177,0.046,4.89552418239689e-14
